ep_name,ep_max_rise_slack,ep_max_fall_slack,ep_max_rise_arrival,ep_max_fall_arrival,sp_name,launch_clock_latency,clock_latency_mean,clock_latency_std,path_required,path_arrival,path_slack,path_num_points,path_crpr,ep_ck_name,rise_fall
sa02_reg[3]/SI,-360.462402,-325.961639,630.216614,626.061340,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,269.754211,630.216675,-360.462402,33,0.000183,sa02_reg[3]/CLK,rise
sa23_reg[5]/SI,-360.178741,-351.631592,617.269897,621.021057,sa10_reg[1]/CLK,340.099304,340.099304,0.000000,257.091156,617.270020,-360.178741,29,0.000183,sa23_reg[5]/CLK,rise
sa02_reg[6]/SI,-359.033569,-322.779236,628.304688,622.040161,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,269.271118,628.304688,-359.033569,29,0.000183,sa02_reg[6]/CLK,rise
sa23_reg[7]/SI,-357.355530,-328.405518,615.793518,613.571716,sa10_reg[1]/CLK,340.099304,340.099304,0.000000,258.437988,615.793579,-357.355530,29,0.000183,sa23_reg[7]/CLK,rise
sa13_reg[4]/SI,-355.644073,-324.491028,618.335693,614.859009,sa10_reg[1]/CLK,340.099304,340.099304,0.000000,262.69162,618.335754,-355.644073,31,0.000183,sa13_reg[4]/CLK,rise
sa32_reg[4]/SI,-350.754456,-311.329193,633.882080,627.768188,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,283.127625,633.882141,-350.754456,33,0.000183,sa32_reg[4]/CLK,rise
u0_w_reg[3][24]/D,-348.736542,-324.743866,607.198608,613.182068,u0_w_reg[3][16]/CLK,339.568604,339.568604,0.000000,258.462067,607.198486,-348.736542,23,0.000183,u0_w_reg[3][24]/CLK,rise
u0_w_reg[3][1]/SI,-347.966461,-311.481628,607.184570,601.398560,u0_w_reg[3][29]/CLK,329.88031,329.880310,0.000000,259.218109,607.184570,-347.966461,23,0.000183,u0_w_reg[3][1]/CLK,rise
u0_w_reg[1][22]/D,-347.438354,-344.798157,603.161621,605.520264,u0_w_reg[3][15]/CLK,314.827271,314.827271,0.000000,255.723267,603.161621,-347.438354,33,0.000000,u0_w_reg[1][22]/CLK,rise
u0_w_reg[3][5]/D,-345.487213,-347.299103,603.871948,614.683044,u0_w_reg[3][25]/CLK,316.761108,316.761108,0.000000,258.384735,603.872070,-345.487213,35,0.000000,u0_w_reg[3][5]/CLK,rise
u0_w_reg[3][22]/D,-345.384094,-344.919464,592.574463,594.684692,u0_w_reg[3][15]/CLK,314.827271,314.827271,0.000000,247.190384,592.574463,-345.384094,29,0.000000,u0_w_reg[3][22]/CLK,rise
u0_w_reg[3][6]/D,-344.215179,-340.105347,592.116028,590.773315,u0_w_reg[3][25]/CLK,316.761108,316.761108,0.000000,247.900848,592.116089,-344.215179,33,0.000000,u0_w_reg[3][6]/CLK,rise
sa13_reg[7]/SI,-342.272339,-310.075348,613.793091,610.304443,sa10_reg[1]/CLK,340.099304,340.099304,0.000000,271.520752,613.793091,-342.272339,25,0.000183,sa13_reg[7]/CLK,rise
sa02_reg[0]/SI,-340.413239,-308.250183,603.158569,605.591492,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,262.745331,603.158508,-340.413239,29,0.000183,sa02_reg[0]/CLK,rise
sa23_reg[3]/SI,-339.368652,-302.998901,616.908936,613.871582,sa21_reg[7]/CLK,324.73053,324.730530,0.000000,277.540283,616.908936,-339.368652,29,0.000183,sa23_reg[3]/CLK,rise
u0_w_reg[2][13]/D,-339.228455,-325.733521,593.049194,593.725159,u0_w_reg[3][3]/CLK,310.37793,310.377930,0.000000,253.82074,593.049194,-339.228455,31,0.000000,u0_w_reg[2][13]/CLK,rise
sa02_reg[5]/SI,-335.811829,-326.218506,608.645630,613.064270,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,272.833801,608.645630,-335.811829,31,0.000183,sa02_reg[5]/CLK,rise
u0_w_reg[2][18]/D,-335.187622,-319.574921,605.521423,603.971924,u0_w_reg[3][15]/CLK,314.827271,314.827271,0.000000,270.333801,605.521423,-335.187622,31,0.000183,u0_w_reg[2][18]/CLK,rise
u0_w_reg[0][22]/D,-333.450653,-329.906158,589.041992,588.443848,u0_w_reg[3][15]/CLK,314.827271,314.827271,0.000000,255.591339,589.041931,-333.450653,31,0.000000,u0_w_reg[0][22]/CLK,rise
sa02_reg[2]/D,-332.814758,-323.439056,616.821411,623.781189,sa02_reg[1]/CLK,324.360443,324.360443,0.000000,284.006653,616.821289,-332.814758,35,0.000183,sa02_reg[2]/CLK,rise
u0_w_reg[3][11]/SI,-329.112244,-298.136444,591.941223,588.722595,u0_w_reg[3][7]/CLK,303.018646,303.018646,0.000000,262.828979,591.941223,-329.112244,29,0.000183,u0_w_reg[3][11]/CLK,rise
u0_w_reg[3][18]/D,-327.854034,-297.907471,585.642334,586.439636,u0_w_reg[3][15]/CLK,314.827271,314.827271,0.000000,257.7883,585.642334,-327.854034,27,0.000183,u0_w_reg[3][18]/CLK,rise
sa13_reg[0]/D,-327.667755,-293.255371,606.603394,607.417969,sa10_reg[1]/CLK,340.099304,340.099304,0.000000,278.935638,606.603394,-327.667755,29,0.000183,sa13_reg[0]/CLK,rise
u0_w_reg[2][22]/D,-327.017426,-304.763550,588.152710,592.566101,u0_w_reg[3][15]/CLK,314.827271,314.827271,0.000000,261.135284,588.152771,-327.017426,31,0.000000,u0_w_reg[2][22]/CLK,rise
u0_w_reg[2][1]/D,-327.005554,-311.562103,605.239197,604.053711,u0_w_reg[3][29]/CLK,329.88031,329.880310,0.000000,278.233643,605.239197,-327.005554,25,0.000183,u0_w_reg[2][1]/CLK,rise
u0_w_reg[2][12]/D,-320.936096,-311.813019,591.287659,596.247742,u0_w_reg[3][3]/CLK,310.37793,310.377930,0.000000,270.351562,591.287781,-320.936096,33,0.000183,u0_w_reg[2][12]/CLK,rise
text_out_reg[14]/SE,-316.829193,-335.784912,564.818420,567.768677,sa21_reg[7]/CLK,324.73053,324.730530,0.000000,247.989227,564.818481,-316.829193,23,0.000000,text_out_reg[14]/CLK,rise
u0_w_reg[3][13]/D,-314.521027,-281.625610,602.943298,608.676453,u0_w_reg[3][3]/CLK,310.37793,310.377930,0.000000,288.422272,602.943359,-314.521027,33,0.000183,u0_w_reg[3][13]/CLK,rise
u0_w_reg[2][29]/D,-311.446838,-277.836151,619.750000,626.111023,u0_w_reg[3][16]/CLK,339.568604,339.568604,0.000000,308.303162,619.750000,-311.446838,29,0.000183,u0_w_reg[2][29]/CLK,rise
sa13_reg[3]/SI,-307.996613,-270.615417,616.909363,613.897217,sa10_reg[1]/CLK,340.099304,340.099304,0.000000,308.91275,616.909424,-307.996613,31,0.000183,sa13_reg[3]/CLK,rise
u0_w_reg[1][13]/D,-301.617706,-290.043762,577.069580,579.819824,u0_w_reg[3][3]/CLK,310.37793,310.377930,0.000000,275.451874,577.069519,-301.617706,29,0.000183,u0_w_reg[1][13]/CLK,rise
u0_w_reg[0][9]/D,-300.983551,-263.910889,580.000427,576.618835,u0_w_reg[3][3]/CLK,310.37793,310.377930,0.000000,279.016876,580.000488,-300.983551,27,0.000183,u0_w_reg[0][9]/CLK,rise
u0_w_reg[1][24]/D,-300.408722,-286.464569,613.824158,615.584656,u0_w_reg[3][16]/CLK,339.568604,339.568604,0.000000,313.415466,613.824219,-300.408722,29,0.000183,u0_w_reg[1][24]/CLK,rise
u0_w_reg[1][30]/D,-294.420990,-276.495941,618.299744,615.464783,u0_w_reg[3][23]/CLK,324.27182,324.271820,0.000000,323.878754,618.299927,-294.420990,31,0.000183,u0_w_reg[1][30]/CLK,rise
u0_w_reg[3][10]/D,-290.212280,-277.163635,585.263916,591.533264,u0_w_reg[3][3]/CLK,310.37793,310.377930,0.000000,295.051666,585.263916,-290.212280,31,0.000183,u0_w_reg[3][10]/CLK,rise
text_out_reg[36]/D,-287.684265,-244.879791,588.293335,586.892334,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,300.60907,588.293335,-287.684265,25,0.000183,text_out_reg[36]/CLK,rise
u0_w_reg[0][19]/D,-285.592590,-272.194763,593.173157,588.439636,u0_w_reg[3][15]/CLK,314.827271,314.827271,0.000000,307.580566,593.173096,-285.592590,31,0.000183,u0_w_reg[0][19]/CLK,rise
u0_w_reg[0][12]/D,-281.936157,-252.376587,561.198792,565.357422,u0_w_reg[3][3]/CLK,310.37793,310.377930,0.000000,279.262634,561.198914,-281.936157,29,0.000183,u0_w_reg[0][12]/CLK,rise
text_out_reg[13]/SI,-279.863647,-238.024414,568.041748,570.676147,sa21_reg[1]/CLK,329.217957,329.217957,0.000000,288.178101,568.041748,-279.863647,25,0.000183,text_out_reg[13]/CLK,rise
text_out_reg[36]/SI,-279.529724,-234.434540,580.489441,580.947144,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,300.959717,580.489380,-279.529724,21,0.000183,text_out_reg[36]/CLK,rise
text_out_reg[35]/D,-275.945984,-232.736755,577.207825,575.504028,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,301.261841,577.207886,-275.945984,25,0.000183,text_out_reg[35]/CLK,rise
u0_w_reg[2][21]/D,-275.811005,-235.675659,599.622253,598.861084,u0_w_reg[3][15]/CLK,314.827271,314.827271,0.000000,323.811249,599.622253,-275.811005,33,0.000183,u0_w_reg[2][21]/CLK,rise
sa23_reg[5]/D,-272.371796,-261.706329,527.239441,533.087280,text_in_r_reg[13]/CLK,342.09906,342.099060,0.000000,254.867645,527.239380,-272.371796,5,0.000183,sa23_reg[5]/CLK,rise
u0_w_reg[1][2]/D,-271.147125,-255.547546,601.611694,601.085510,u0_w_reg[3][25]/CLK,316.761108,316.761108,0.000000,330.464569,601.611816,-271.147125,35,0.000183,u0_w_reg[1][2]/CLK,rise
text_out_reg[61]/D,-271.131409,-232.780365,573.116699,576.377502,sa02_reg[1]/CLK,324.360443,324.360443,0.000000,301.985291,573.116699,-271.131409,31,0.000183,text_out_reg[61]/CLK,rise
u0_w_reg[0][20]/D,-270.518982,-227.533630,568.946411,566.101013,u0_w_reg[3][15]/CLK,314.827271,314.827271,0.000000,298.427429,568.946411,-270.518982,25,0.000183,u0_w_reg[0][20]/CLK,rise
text_out_reg[61]/SI,-270.460754,-219.144165,574.201660,571.221924,sa02_reg[1]/CLK,324.360443,324.360443,0.000000,303.740906,574.201660,-270.460754,27,0.000183,text_out_reg[61]/CLK,rise
u0_w_reg[3][27]/D,-269.327393,-233.734436,596.859009,598.893677,u0_w_reg[3][23]/CLK,324.27182,324.271820,0.000000,327.531616,596.859009,-269.327393,31,0.000183,u0_w_reg[3][27]/CLK,rise
u0_w_reg[2][8]/D,-268.115234,-229.431458,581.616516,584.080505,u0_w_reg[3][3]/CLK,310.37793,310.377930,0.000000,313.501282,581.616455,-268.115234,25,0.000183,u0_w_reg[2][8]/CLK,rise
u0_w_reg[1][12]/D,-267.989655,-235.201050,576.580566,583.683960,u0_w_reg[3][3]/CLK,310.37793,310.377930,0.000000,308.590912,576.580688,-267.989655,31,0.000183,u0_w_reg[1][12]/CLK,rise
text_out_reg[35]/SI,-267.876160,-227.128937,569.183105,569.360657,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,301.306946,569.183167,-267.876160,23,0.000183,text_out_reg[35]/CLK,rise
text_out_reg[32]/D,-266.964325,-230.401581,568.122986,572.931580,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,301.158661,568.122986,-266.964325,25,0.000183,text_out_reg[32]/CLK,rise
u0_w_reg[0][13]/D,-264.739471,-231.043549,567.782837,570.420044,u0_w_reg[3][3]/CLK,310.37793,310.377930,0.000000,303.043365,567.782837,-264.739471,27,0.000183,u0_w_reg[0][13]/CLK,rise
u0_w_reg[3][28]/D,-264.445374,-229.998291,599.514465,602.505493,u0_w_reg[3][23]/CLK,324.27182,324.271820,0.000000,335.069092,599.514526,-264.445374,29,0.000183,u0_w_reg[3][28]/CLK,rise
text_out_reg[40]/SI,-264.200928,-217.044006,565.998474,562.014221,sa20_reg[2]/CLK,340.153625,340.153625,0.000000,301.797546,565.998413,-264.200928,23,0.000183,text_out_reg[40]/CLK,rise
text_out_reg[56]/SI,-264.171661,-202.400208,567.581055,553.952454,sa02_reg[1]/CLK,324.360443,324.360443,0.000000,303.409393,567.581055,-264.171661,25,0.000183,text_out_reg[56]/CLK,rise
text_out_reg[40]/D,-263.337036,-224.956848,565.336365,568.451172,sa20_reg[2]/CLK,340.153625,340.153625,0.000000,301.999329,565.336304,-263.337036,23,0.000183,text_out_reg[40]/CLK,rise
text_out_reg[32]/SI,-262.930664,-216.177460,564.692017,558.466370,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,301.761353,564.692017,-262.930664,23,0.000183,text_out_reg[32]/CLK,rise
sa13_reg[5]/SI,-261.341858,-244.732544,618.704956,621.016785,sa10_reg[3]/CLK,339.608185,339.608185,0.000000,357.363098,618.704956,-261.341858,23,0.000183,sa13_reg[5]/CLK,rise
sa22_reg[4]/D,-259.400330,-235.916077,522.858521,527.562439,text_in_r_reg[44]/CLK,335.367981,335.367981,0.000000,263.458191,522.858521,-259.400330,5,0.000183,sa22_reg[4]/CLK,rise
text_out_reg[44]/D,-257.814758,-210.691467,558.827759,553.322571,sa20_reg[4]/CLK,325.42627,325.426270,0.000000,301.013,558.827759,-257.814758,29,0.000183,text_out_reg[44]/CLK,rise
text_out_reg[44]/SI,-257.142700,-213.226837,560.713806,565.391785,sa20_reg[4]/CLK,325.42627,325.426270,0.000000,303.571106,560.713806,-257.142700,31,0.000183,text_out_reg[44]/CLK,rise
text_out_reg[60]/D,-255.922638,-217.908142,557.845154,561.355042,sa02_reg[1]/CLK,324.360443,324.360443,0.000000,301.922516,557.845154,-255.922638,27,0.000183,text_out_reg[60]/CLK,rise
text_out_reg[13]/D,-255.498474,-212.106171,540.166382,536.644287,sa21_reg[1]/CLK,329.217957,329.217957,0.000000,284.667908,540.166382,-255.498474,21,0.000183,text_out_reg[13]/CLK,rise
text_out_reg[58]/SI,-255.044586,-207.705750,558.470459,557.919373,sa02_reg[1]/CLK,324.360443,324.360443,0.000000,303.425873,558.470337,-255.044586,25,0.000183,text_out_reg[58]/CLK,rise
text_out_reg[46]/SI,-252.972168,-207.792236,555.224976,555.219482,sa20_reg[4]/CLK,325.42627,325.426270,0.000000,302.252838,555.224854,-252.972168,27,0.000183,text_out_reg[46]/CLK,rise
sa23_reg[7]/D,-252.587036,-232.918304,507.293335,516.398804,text_in_r_reg[15]/CLK,331.077484,331.077484,0.000000,254.706284,507.293335,-252.587036,5,0.000183,sa23_reg[7]/CLK,rise
text_out_reg[60]/SI,-252.333160,-203.612579,554.350952,549.817444,sa02_reg[1]/CLK,324.360443,324.360443,0.000000,302.017792,554.350952,-252.333160,29,0.000183,text_out_reg[60]/CLK,rise
sa33_reg[4]/SI,-252.192810,-211.549927,619.477234,618.242188,sa10_reg[1]/CLK,340.099304,340.099304,0.000000,367.284424,619.477173,-252.192810,27,0.000183,sa33_reg[4]/CLK,rise
u0_w_reg[1][8]/D,-251.085663,-210.540710,559.354309,562.564331,u0_w_reg[3][3]/CLK,310.37793,310.377930,0.000000,308.268646,559.354248,-251.085663,23,0.000183,u0_w_reg[1][8]/CLK,rise
text_out_reg[62]/D,-251.006104,-204.764893,552.920227,548.195068,sa02_reg[1]/CLK,324.360443,324.360443,0.000000,301.914154,552.920105,-251.006104,23,0.000183,text_out_reg[62]/CLK,rise
text_out_reg[58]/D,-250.101257,-207.620544,550.213623,549.445862,sa02_reg[1]/CLK,324.360443,324.360443,0.000000,300.112366,550.213623,-250.101257,25,0.000183,text_out_reg[58]/CLK,rise
sa23_reg[4]/SI,-247.958435,-208.140808,616.107239,614.763306,sa10_reg[1]/CLK,340.099304,340.099304,0.000000,368.148804,616.107239,-247.958435,27,0.000183,sa23_reg[4]/CLK,rise
text_out_reg[56]/D,-245.742981,-217.438080,547.275879,560.356934,sa02_reg[1]/CLK,324.360443,324.360443,0.000000,301.532898,547.275879,-245.742981,23,0.000183,text_out_reg[56]/CLK,rise
text_out_reg[46]/D,-244.291901,-201.518433,545.929260,544.692322,sa20_reg[4]/CLK,325.42627,325.426270,0.000000,301.63736,545.929443,-244.291901,25,0.000183,text_out_reg[46]/CLK,rise
sa03_reg[5]/SI,-244.073914,-231.177612,615.568604,613.992310,sa10_reg[3]/CLK,339.608185,339.608185,0.000000,371.49469,615.568604,-244.073914,25,0.000183,sa03_reg[5]/CLK,rise
sa13_reg[6]/SI,-244.036255,-203.682617,611.911560,610.221008,sa32_reg[1]/CLK,324.796967,324.796967,0.000000,367.875305,611.911499,-244.036255,35,0.000183,sa13_reg[6]/CLK,rise
text_out_reg[62]/SI,-242.146790,-202.861725,544.235046,548.066406,sa02_reg[1]/CLK,324.360443,324.360443,0.000000,302.088257,544.234924,-242.146790,23,0.000183,text_out_reg[62]/CLK,rise
sa33_reg[5]/SI,-242.105164,-201.468323,614.642578,610.116577,sa10_reg[1]/CLK,340.099304,340.099304,0.000000,372.537415,614.642639,-242.105164,31,0.000183,sa33_reg[5]/CLK,rise
sa13_reg[7]/D,-240.174957,-212.193909,505.818024,512.226013,text_in_r_reg[23]/CLK,329.933472,329.933472,0.000000,265.643066,505.817993,-240.174957,5,0.000183,sa13_reg[7]/CLK,rise
sa21_reg[2]/D,-239.272675,-227.641083,508.531067,514.042358,text_in_r_reg[74]/CLK,330.076355,330.076355,0.000000,269.258392,508.531097,-239.272675,5,0.000183,sa21_reg[2]/CLK,rise
sa22_reg[0]/D,-238.190094,-214.505127,505.500519,511.005676,text_in_r_reg[40]/CLK,330.909424,330.909424,0.000000,267.310425,505.500549,-238.190094,5,0.000183,sa22_reg[0]/CLK,rise
sa22_reg[7]/D,-237.179260,-212.986176,505.325958,510.418823,text_in_r_reg[47]/CLK,330.738403,330.738403,0.000000,268.146698,505.325928,-237.179260,5,0.000183,sa22_reg[7]/CLK,rise
sa13_reg[0]/SI,-235.617920,-200.752441,520.783020,516.206543,text_in_r_reg[16]/CLK,330.771484,330.771484,0.000000,285.1651,520.783081,-235.617920,5,0.000183,sa13_reg[0]/CLK,rise
sa23_reg[3]/D,-231.628601,-205.885834,508.959625,514.462891,text_in_r_reg[11]/CLK,330.820007,330.820007,0.000000,277.331024,508.959595,-231.628601,5,0.000183,sa23_reg[3]/CLK,rise
sa03_reg[4]/SI,-231.137817,-189.733215,618.976318,617.742065,sa10_reg[1]/CLK,340.099304,340.099304,0.000000,387.838501,618.976318,-231.137817,27,0.000183,sa03_reg[4]/CLK,rise
sa02_reg[7]/D,-230.209503,-206.116547,498.682098,504.331451,text_in_r_reg[63]/CLK,331.043304,331.043304,0.000000,268.472595,498.682068,-230.209503,5,0.000183,sa02_reg[7]/CLK,rise
sa21_reg[5]/D,-229.201080,-218.477814,499.247284,505.396362,text_in_r_reg[77]/CLK,330.991455,330.991455,0.000000,270.046204,499.247284,-229.201080,5,0.000183,sa21_reg[5]/CLK,rise
text_out_reg[66]/D,-228.924164,-184.609375,571.489563,572.761902,sa30_reg[7]/CLK,340.055176,340.055176,0.000000,342.565399,571.489502,-228.924164,31,0.000183,text_out_reg[66]/CLK,rise
sa02_reg[5]/D,-227.003967,-216.113220,497.015381,503.268646,text_in_r_reg[61]/CLK,331.048828,331.048828,0.000000,270.011414,497.015350,-227.003967,5,0.000183,sa02_reg[5]/CLK,rise
sa33_reg[2]/D,-226.190979,-210.080414,612.594421,613.746704,sa10_reg[1]/CLK,340.099304,340.099304,0.000000,386.403442,612.594482,-226.190979,29,0.000183,sa33_reg[2]/CLK,rise
u0_w_reg[1][18]/D,-223.872772,-175.395050,592.186157,587.454834,u0_w_reg[3][15]/CLK,314.827271,314.827271,0.000000,368.313385,592.186157,-223.872772,29,0.000183,u0_w_reg[1][18]/CLK,rise
sa22_reg[2]/SI,-223.564026,-181.030640,631.626526,630.597229,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,408.0625,631.626465,-223.564026,33,0.000183,sa22_reg[2]/CLK,rise
text_out_reg[66]/SI,-223.001282,-169.863159,565.988831,563.780029,sa30_reg[7]/CLK,340.055176,340.055176,0.000000,342.987549,565.988770,-223.001282,27,0.000183,text_out_reg[66]/CLK,rise
sa23_reg[0]/SI,-221.894958,-181.232727,614.157898,610.326477,sa10_reg[3]/CLK,339.608185,339.608185,0.000000,392.262939,614.157959,-221.894958,23,0.000183,sa23_reg[0]/CLK,rise
sa13_reg[3]/D,-218.327362,-184.987762,522.153503,528.530029,text_in_r_reg[19]/CLK,339.106232,339.106232,0.000000,303.826141,522.153503,-218.327362,5,0.000183,sa13_reg[3]/CLK,rise
u0_w_reg[3][12]/D,-204.254700,-160.627869,583.356262,581.521301,u0_w_reg[3][3]/CLK,310.37793,310.377930,0.000000,379.101562,583.356384,-204.254700,31,0.000183,u0_w_reg[3][12]/CLK,rise
sa32_reg[6]/SI,-203.581024,-165.506592,631.722534,631.841797,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,428.14151,631.722412,-203.581024,31,0.000183,sa32_reg[6]/CLK,rise
text_out_reg[52]/D,-202.268158,-157.625458,503.375732,500.289124,sa13_reg[1]/CLK,270.334229,270.334229,0.000000,301.107574,503.375671,-202.268158,25,0.000183,text_out_reg[52]/CLK,rise
sa32_reg[0]/SI,-202.104553,-188.561493,636.968872,635.479431,sa31_reg[7]/CLK,344.693481,344.693481,0.000000,434.864319,636.968872,-202.104553,31,0.000183,sa32_reg[0]/CLK,rise
sa10_reg[4]/SI,-201.082520,-153.426788,630.037109,624.009216,sa11_reg[4]/CLK,344.696472,344.696472,0.000000,428.95459,630.037048,-201.082520,27,0.000183,sa10_reg[4]/CLK,rise
sa00_reg[4]/SI,-200.345764,-152.623474,627.876404,622.565125,sa11_reg[4]/CLK,344.696472,344.696472,0.000000,427.53064,627.876343,-200.345764,27,0.000183,sa00_reg[4]/CLK,rise
sa30_reg[6]/SI,-200.000610,-152.482208,631.038696,625.002747,sa11_reg[4]/CLK,344.696472,344.696472,0.000000,431.038086,631.038635,-200.000610,31,0.000183,sa30_reg[6]/CLK,rise
text_out_reg[53]/D,-199.802155,-157.566223,500.117279,499.062714,sa13_reg[1]/CLK,270.334229,270.334229,0.000000,300.315125,500.117279,-199.802155,27,0.000183,text_out_reg[53]/CLK,rise
sa21_reg[6]/D,-198.719635,-165.461578,465.243164,466.677887,text_in_r_reg[78]/CLK,273.034241,273.034241,0.000000,266.523529,465.243164,-198.719635,5,0.000183,sa21_reg[6]/CLK,rise
sa10_reg[6]/SI,-198.333099,-152.719421,620.410889,622.560181,sa00_reg[1]/CLK,340.046204,340.046204,0.000000,422.077789,620.410950,-198.333099,35,0.000183,sa10_reg[6]/CLK,rise
sa20_reg[6]/SI,-197.554443,-153.186005,621.404968,623.069458,sa00_reg[1]/CLK,340.046204,340.046204,0.000000,423.850525,621.404907,-197.554443,33,0.000183,sa20_reg[6]/CLK,rise
sa03_reg[7]/SI,-196.213562,-151.126038,616.500793,614.359619,sa10_reg[1]/CLK,340.099304,340.099304,0.000000,420.287231,616.500793,-196.213562,29,0.000183,sa03_reg[7]/CLK,rise
sa30_reg[0]/SI,-195.796570,-147.669586,627.387085,622.108154,sa00_reg[1]/CLK,340.046204,340.046204,0.000000,431.590515,627.387085,-195.796570,33,0.000183,sa30_reg[0]/CLK,rise
u0_w_reg[3][8]/D,-195.546387,-167.212585,584.488281,588.008667,u0_w_reg[3][7]/CLK,303.018646,303.018646,0.000000,388.941895,584.488281,-195.546387,25,0.000183,u0_w_reg[3][8]/CLK,rise
text_out_reg[48]/SI,-195.321472,-145.259735,499.163727,497.756653,sa13_reg[1]/CLK,270.334229,270.334229,0.000000,303.842255,499.163818,-195.321472,25,0.000183,text_out_reg[48]/CLK,rise
sa00_reg[6]/SI,-195.222229,-150.760864,620.846985,623.338745,sa11_reg[7]/CLK,343.806244,343.806244,0.000000,425.624756,620.846924,-195.222229,31,0.000183,sa00_reg[6]/CLK,rise
sa02_reg[0]/D,-194.661774,-171.109161,462.667908,467.023163,text_in_r_reg[56]/CLK,272.853607,272.853607,0.000000,268.006134,462.667908,-194.661774,5,0.000183,sa02_reg[0]/CLK,rise
