"from_pin.full_name","to_pin.full_name",delay_max_rise,delay_max_fall,"variation_delay_max_rise.mean","variation_delay_max_rise.std_dev","variation_delay_max_fall.mean","variation_delay_max_fall.std_dev"
g213079__5122/Y,g212821__6783/A1,0.163373,0.163124,0.163373,UNINIT,0.163124,UNINIT
g214063/Y,g213637/C,0.041841,0.041821,0.041841,UNINIT,0.041821,UNINIT
g214082/Y,g213079__5122/A1,0.028173,0.028247,0.028173,UNINIT,0.028247,UNINIT
g213956/Y,g213277__8246/B,0.021664,0.021587,0.021664,UNINIT,0.021587,UNINIT
g216126/Y,g214856/A2,0.057039,0.056882,0.057039,UNINIT,0.056882,UNINIT
g216126/Y,g214985/B,0.057039,0.056882,0.057039,UNINIT,0.056882,UNINIT
g216126/Y,g213696/A1,0.057039,0.056882,0.057039,UNINIT,0.056882,UNINIT
g216136/Y,g214031/B2,0.070467,0.070529,0.070467,UNINIT,0.070529,UNINIT
g216136/Y,g214032/B1,0.070467,0.070529,0.070467,UNINIT,0.070529,UNINIT
g216136/Y,g215789/A,0.070467,0.070529,0.070467,UNINIT,0.070529,UNINIT
g216137/Y,g214031/A1,0.060239,0.060030,0.060239,UNINIT,0.060030,UNINIT
g216137/Y,g214032/A1,0.060239,0.060030,0.060239,UNINIT,0.060030,UNINIT
g216137/Y,g213696/B1,0.060239,0.060030,0.060239,UNINIT,0.060030,UNINIT
FE_OCPC32562_n_1740/Y,g214099/A1,0.017340,0.017317,0.017340,UNINIT,0.017317,UNINIT
g214251/Y,g214032/C,0.021476,0.021368,0.021476,UNINIT,0.021368,UNINIT
g215449/Y,g214856/B,0.031882,0.031801,0.031882,UNINIT,0.031801,UNINIT
g213741/Y,g213230__9945/B,0.054373,0.054187,0.054373,UNINIT,0.054187,UNINIT
g217171/Y,g213210__5107/B,0.084297,0.084456,0.084297,UNINIT,0.084456,UNINIT
g217171/Y,g213515/C,0.084297,0.084456,0.084297,UNINIT,0.084456,UNINIT
g217171/Y,g213791/E,0.084297,0.084456,0.084297,UNINIT,0.084456,UNINIT
FE_OFC3257_n_2225/Y,g213317/A1,0.023679,0.023751,0.023679,UNINIT,0.023751,UNINIT
g214326/Y,g213299/A3,0.028643,0.028559,0.028643,UNINIT,0.028559,UNINIT
g213244__3680/Y,g213033__9945/B,0.036912,0.036777,0.036912,UNINIT,0.036777,UNINIT
g213139__1881/Y,g212810__2346/C,0.068207,0.067305,0.068207,UNINIT,0.067305,UNINIT
g212983__5477/Y,g212917__5477/B,0.051107,0.051084,0.051107,UNINIT,0.051084,UNINIT
g212803__5115/Y,g212724__9945/B,0.125104,0.125056,0.125104,UNINIT,0.125056,UNINIT
g212910__9315/Y,FE_OFC3006_n_8239/A,0.045128,0.045165,0.045128,UNINIT,0.045165,UNINIT
g212821__6783/Y,FE_OCPC2175_n_8305/A,0.200915,0.200889,0.200915,UNINIT,0.200889,UNINIT
g213376/Y,g213141__7482/B,0.056026,0.055835,0.056026,UNINIT,0.055835,UNINIT
g212822__3680/Y,g110767/B,0.639105,0.628158,0.639105,UNINIT,0.628158,UNINIT
g212822__3680/Y,FE_OCPC2153_n_8221/A,0.639105,0.628158,0.639105,UNINIT,0.628158,UNINIT
g212706__1881/Y,FE_OCPC32478_n_8269/A,0.360409,0.360535,0.360409,UNINIT,0.360535,UNINIT
g212706__1881/Y,g111118/A,0.360409,0.360535,0.360409,UNINIT,0.360535,UNINIT
FE_OFC3008_n_169/Y,g110451/A2,0.024501,0.024606,0.024501,UNINIT,0.024606,UNINIT
g110451/Y,g109839/B2,0.077644,0.077675,0.077644,UNINIT,0.077675,UNINIT
g110451/Y,g109916/A2,0.077644,0.077675,0.077644,UNINIT,0.077675,UNINIT
g110451/Y,g110191/A,0.077644,0.077675,0.077644,UNINIT,0.077675,UNINIT
FE_OFC3009_n_169/Y,text_out_reg[58]/D,0.278101,0.278641,0.278101,UNINIT,0.278641,UNINIT
FE_OFC3009_n_169/Y,FE_OFC3010_n_169/A,0.278101,0.278641,0.278101,UNINIT,0.278641,UNINIT
FE_OFC3009_n_169/Y,g110682/B1,0.278101,0.278641,0.278101,UNINIT,0.278641,UNINIT
FE_OFC3009_n_169/Y,g110685/A2,0.278101,0.278641,0.278101,UNINIT,0.278641,UNINIT
g214169/Y,g213190__2802/A2,0.024221,0.024212,0.024221,UNINIT,0.024212,UNINIT
FE_OFC1370_n_2653/Y,g213112__5115/C,0.079475,0.079298,0.079475,UNINIT,0.079298,UNINIT
FE_OFC1370_n_2653/Y,g213244__3680/B1,0.079475,0.079298,0.079475,UNINIT,0.079298,UNINIT
FE_OFC1371_n_2653/Y,g214304/B,0.019368,0.019245,0.019368,UNINIT,0.019245,UNINIT
g213101__5526/Y,g212822__3680/A1,0.075406,0.075273,0.075406,UNINIT,0.075273,UNINIT
g213206__7410/Y,g212975__6161/B,0.105804,0.105885,0.105804,UNINIT,0.105885,UNINIT
g213191__1705/Y,g212810__2346/A,0.095052,0.095257,0.095052,UNINIT,0.095257,UNINIT
g212961__5526/Y,g212910__9315/B,0.070026,0.069792,0.070026,UNINIT,0.069792,UNINIT
g213190__2802/Y,g212724__9945/A1,0.093820,0.093661,0.093820,UNINIT,0.093661,UNINIT
g213833/Y,g213277__8246/C,0.044829,0.044808,0.044829,UNINIT,0.044808,UNINIT
g213230__9945/Y,g213190__2802/B,0.043107,0.043251,0.043107,UNINIT,0.043251,UNINIT
g213317/Y,g212961__5526/A1,0.068401,0.068461,0.068401,UNINIT,0.068461,UNINIT
g213555/Y,g213011__5477/C,0.022013,0.022107,0.022013,UNINIT,0.022107,UNINIT
g214697/Y,g213754/B,0.022053,0.022064,0.022053,UNINIT,0.022064,UNINIT
g212917__5477/Y,FE_OCPC2271_n_8307/A,0.046752,0.046745,0.046752,UNINIT,0.046745,UNINIT
g214719/Y,g213734/C,0.018946,0.019095,0.018946,UNINIT,0.019095,UNINIT
g213637/Y,g213079__5122/A2,0.106266,0.106259,0.106266,UNINIT,0.106259,UNINIT
g213277__8246/Y,g213191__1705/B,0.065336,0.065392,0.065336,UNINIT,0.065392,UNINIT
g214856/Y,g214031/C,0.019702,0.019600,0.019702,UNINIT,0.019600,UNINIT
g214985/Y,g214251/B,0.024402,0.024390,0.024402,UNINIT,0.024390,UNINIT
g213696/Y,g212750__5526/C,0.105998,0.106311,0.105998,UNINIT,0.106311,UNINIT
g214031/Y,g212983__5477/C,0.121967,0.122041,0.121967,UNINIT,0.122041,UNINIT
g214032/Y,g212803__5115/C,0.065139,0.065322,0.065139,UNINIT,0.065322,UNINIT
g215789/Y,g214099/B2,0.019757,0.019734,0.019757,UNINIT,0.019734,UNINIT
g214099/Y,g213696/C,0.025870,0.025675,0.025870,UNINIT,0.025675,UNINIT
g213210__5107/Y,g213060__9315/C,0.065036,0.065084,0.065036,UNINIT,0.065084,UNINIT
g213515/Y,g213206__7410/B,0.036115,0.036215,0.036115,UNINIT,0.036215,UNINIT
g213791/Y,g212810__2346/D,0.156910,0.154665,0.156910,UNINIT,0.154665,UNINIT
g212810__2346/Y,g110729/B2,0.436997,0.436918,0.436997,UNINIT,0.436918,UNINIT
g212810__2346/Y,g110804/B1,0.436997,0.436918,0.436997,UNINIT,0.436918,UNINIT
g212810__2346/Y,g111016/A,0.436997,0.436918,0.436997,UNINIT,0.436918,UNINIT
g212810__2346/Y,g110409/A1,0.436997,0.436918,0.436997,UNINIT,0.436918,UNINIT
g212810__2346/Y,FE_OCPC32563_n_8285/A,0.436997,0.436918,0.436997,UNINIT,0.436918,UNINIT
g212724__9945/Y,g110803/B,0.286652,0.288208,0.286652,UNINIT,0.288208,UNINIT
g212724__9945/Y,FE_OCPC32568_n_8240/A,0.286652,0.288208,0.286652,UNINIT,0.288208,UNINIT
g212724__9945/Y,FE_OCPC32440_n_8240/A,0.286652,0.288208,0.286652,UNINIT,0.288208,UNINIT
FE_OFC3006_n_8239/Y,g110767/A,2.488822,2.454314,2.488822,UNINIT,2.454314,UNINIT
FE_OFC3006_n_8239/Y,g110783/B2,3.552780,3.532256,3.552780,UNINIT,3.532256,UNINIT
FE_OFC3006_n_8239/Y,g110785/A2,3.516241,3.480294,3.516241,UNINIT,3.480294,UNINIT
FE_OFC3006_n_8239/Y,g110804/A2,3.519754,3.483780,3.519754,UNINIT,3.483780,UNINIT
FE_OFC3006_n_8239/Y,FE_OFC3007_n_8239/A,3.367176,3.332390,3.367176,UNINIT,3.332390,UNINIT
FE_OFC3006_n_8239/Y,text_out_reg[63]/D,3.108284,3.074819,3.108284,UNINIT,3.074819,UNINIT
FE_OFC3006_n_8239/Y,g110451/B1,3.344232,3.309630,3.344232,UNINIT,3.309630,UNINIT
FE_OCPC2175_n_8305/Y,g110752/B2,1.657094,1.653754,1.657094,UNINIT,1.653754,UNINIT
FE_OCPC2175_n_8305/Y,FE_OCPC2176_n_8305/A,2.208483,2.204794,2.208483,UNINIT,2.204794,UNINIT
FE_OCPC2175_n_8305/Y,FE_OCPC2178_n_8305/A,1.875155,1.871643,1.875155,UNINIT,1.871643,UNINIT
FE_OCPC2175_n_8305/Y,g110009/A1,2.091614,2.087976,2.091614,UNINIT,2.087976,UNINIT
FE_OCPC2175_n_8305/Y,FE_OCPC32600_n_191/A,2.184495,2.180816,2.184495,UNINIT,2.180816,UNINIT
FE_OCPC2175_n_8305/Y,FE_OCPC2177_n_8305/A,2.045578,2.041964,2.045578,UNINIT,2.041964,UNINIT
FE_OCPC2175_n_8305/Y,FE_OCPC2179_n_8305/A,2.203665,2.199978,2.203665,UNINIT,2.199978,UNINIT
g213141__7482/Y,g212810__2346/B,0.078359,0.077515,0.078359,UNINIT,0.077515,UNINIT
g110767/Y,g109841/A2,0.195225,0.195157,0.195225,UNINIT,0.195157,UNINIT
g110767/Y,g109996/A2,0.195225,0.195157,0.195225,UNINIT,0.195157,UNINIT
g110767/Y,g110495/A,0.195225,0.195157,0.195225,UNINIT,0.195157,UNINIT
FE_OCPC2153_n_8221/Y,FE_OCPC2837_FE_OFN204_n_8221/A,0.137909,0.138156,0.137909,UNINIT,0.138156,UNINIT
FE_OCPC2153_n_8221/Y,g110727/B2,0.137909,0.138156,0.137909,UNINIT,0.138156,UNINIT
FE_OCPC2153_n_8221/Y,FE_OCPC2156_n_8221/A,0.137909,0.138156,0.137909,UNINIT,0.138156,UNINIT
FE_OCPC32478_n_8269/Y,g110713/B2,0.131633,0.131487,0.131633,UNINIT,0.131487,UNINIT
FE_OCPC32478_n_8269/Y,g110734/B2,0.131633,0.131487,0.131633,UNINIT,0.131487,UNINIT
FE_OCPC32478_n_8269/Y,g110736/B2,0.131633,0.131487,0.131633,UNINIT,0.131487,UNINIT
FE_OCPC32478_n_8269/Y,g110756/B1,0.131633,0.131487,0.131633,UNINIT,0.131487,UNINIT
FE_OCPC32478_n_8269/Y,text_out_reg[62]/D,0.131633,0.131487,0.131633,UNINIT,0.131487,UNINIT
g111118/Y,g110713/A2,0.154286,0.154654,0.154286,UNINIT,0.154654,UNINIT
g111118/Y,g110734/A2,0.154286,0.154654,0.154286,UNINIT,0.154654,UNINIT
g111118/Y,g110736/A2,0.154286,0.154654,0.154286,UNINIT,0.154654,UNINIT
g111118/Y,g110756/A2,0.154286,0.154654,0.154286,UNINIT,0.154654,UNINIT
g109839/Y,g109785/A,0.044502,0.044341,0.044502,UNINIT,0.044341,UNINIT
g109916/Y,g109665/B,0.061607,0.055309,0.061607,UNINIT,0.055309,UNINIT
g110191/Y,g109839/A2,0.034326,0.034319,0.034326,UNINIT,0.034319,UNINIT
g110191/Y,g109916/B2,0.034326,0.034319,0.034326,UNINIT,0.034319,UNINIT
FE_OFC3010_n_169/Y,g109745/B,0.111581,0.115139,0.111581,UNINIT,0.115139,UNINIT
FE_OFC3010_n_169/Y,g110682/A2,0.111581,0.115139,0.111581,UNINIT,0.115139,UNINIT
FE_OFC3010_n_169/Y,g110685/B1,0.111581,0.115139,0.111581,UNINIT,0.115139,UNINIT
g110682/Y,g109945/A,0.084826,0.087833,0.084826,UNINIT,0.087833,UNINIT
g110685/Y,g109664/B,0.055565,0.050056,0.055565,UNINIT,0.050056,UNINIT
g213112__5115/Y,g212805__4733/A2,0.025865,0.025851,0.025865,UNINIT,0.025851,UNINIT
g214304/Y,g213844/B,0.009621,0.009612,0.009621,UNINIT,0.009612,UNINIT
g213754/Y,g213554/A,0.113872,0.115242,0.113872,UNINIT,0.115242,UNINIT
FE_OCPC2271_n_8307/Y,FE_OCPC2273_n_8307/A,0.762771,0.762685,0.762771,UNINIT,0.762685,UNINIT
FE_OCPC2271_n_8307/Y,FE_OCPC2272_n_8307/A,0.762771,0.762685,0.762771,UNINIT,0.762685,UNINIT
FE_OCPC2271_n_8307/Y,g110457/A2,0.762771,0.762685,0.762771,UNINIT,0.762685,UNINIT
FE_OCPC2271_n_8307/Y,FE_OCPC32437_n_8771/A,0.762771,0.762685,0.762771,UNINIT,0.762685,UNINIT
g213734/Y,g213101__5526/C,0.025105,0.025231,0.025105,UNINIT,0.025231,UNINIT
g110729/Y,g109982/B1,0.126690,0.126846,0.126690,UNINIT,0.126846,UNINIT
g110729/Y,FE_OFC2944_n_675/A,0.126690,0.126846,0.126690,UNINIT,0.126846,UNINIT
g110804/Y,g109812/B,0.246572,0.252768,0.246572,UNINIT,0.252768,UNINIT
g110804/Y,g109910/A2,0.246572,0.252768,0.246572,UNINIT,0.252768,UNINIT
g110804/Y,g109978/A2,0.246572,0.252768,0.246572,UNINIT,0.252768,UNINIT
g110804/Y,g110543/A,0.246572,0.252768,0.246572,UNINIT,0.252768,UNINIT
g111016/Y,g110729/A2,0.073404,0.073473,0.073404,UNINIT,0.073473,UNINIT
g111016/Y,g110804/A1,0.073404,0.073473,0.073404,UNINIT,0.073473,UNINIT
g111016/Y,FE_OCPC32518_n_229/A,0.073404,0.073473,0.073404,UNINIT,0.073473,UNINIT
g111016/Y,g110409/B1,0.073404,0.073473,0.073404,UNINIT,0.073473,UNINIT
g110409/Y,g109943/A,0.100282,0.103625,0.100282,UNINIT,0.103625,UNINIT
FE_OCPC32563_n_8285/Y,text_out_reg[56]/D,0.016759,0.016942,0.016759,UNINIT,0.016942,UNINIT
g110803/Y,FE_OCPC32526_n_72/A,0.073405,0.073388,0.073405,UNINIT,0.073388,UNINIT
g110803/Y,g110009/A2,0.073405,0.073388,0.073405,UNINIT,0.073388,UNINIT
g110803/Y,g110541/A,0.073405,0.073388,0.073405,UNINIT,0.073388,UNINIT
FE_OCPC32568_n_8240/Y,FE_OCPC2089_n_8240/A,0.021624,0.021629,0.021624,UNINIT,0.021629,UNINIT
FE_OCPC32440_n_8240/Y,FE_OCPC2090_n_8240/A,0.021835,0.021845,0.021835,UNINIT,0.021845,UNINIT
g110783/Y,g109993/B,0.063299,0.063151,0.063299,UNINIT,0.063151,UNINIT
g110783/Y,g111262/B,0.063299,0.063151,0.063299,UNINIT,0.063151,UNINIT
g110785/Y,FE_OCPC32602_n_76/A,0.105937,0.105959,0.105937,UNINIT,0.105959,UNINIT
g110785/Y,g109875/B2,0.105937,0.105959,0.105937,UNINIT,0.105959,UNINIT
g110785/Y,g110520/A,0.105937,0.105959,0.105937,UNINIT,0.105959,UNINIT
FE_OFC3007_n_8239/Y,g110783/A2,0.155640,0.155716,0.155640,UNINIT,0.155716,UNINIT
FE_OFC3007_n_8239/Y,g110785/B2,0.155640,0.155716,0.155640,UNINIT,0.155716,UNINIT
FE_OFC3007_n_8239/Y,g110804/B2,0.155640,0.155716,0.155640,UNINIT,0.155716,UNINIT
FE_OFC3007_n_8239/Y,g110451/A1,0.155640,0.155716,0.155640,UNINIT,0.155716,UNINIT
g110752/Y,g109869/A,0.103814,0.103600,0.103814,UNINIT,0.103600,UNINIT
g110752/Y,FE_OCPC32503_n_656/A,0.103814,0.103600,0.103814,UNINIT,0.103600,UNINIT
FE_OCPC2176_n_8305/Y,g109966/B1,0.128273,0.128621,0.128273,UNINIT,0.128621,UNINIT
FE_OCPC2176_n_8305/Y,FE_OCPC2181_n_8305/A,0.128273,0.128621,0.128273,UNINIT,0.128621,UNINIT
