"from_pin.full_name","to_pin.full_name",sense,delay_max_rise,delay_max_fall,"variation_delay_max_rise.mean","variation_delay_max_rise.std_dev","variation_delay_max_fall.mean","variation_delay_max_fall.std_dev"
g109695/A1,g109695/Y,positive_unate,24.629438,29.766439,24.629438,UNINIT,29.766439,UNINIT
g109695/A1,g109695/Y,positive_unate,23.717686,28.185862,23.717686,UNINIT,28.185862,UNINIT
g109695/A1,g109695/Y,positive_unate,24.629438,29.766439,24.629438,UNINIT,29.766439,UNINIT
g109695/A1,g109695/Y,positive_unate,24.555620,25.874628,24.555620,UNINIT,25.874628,UNINIT
g109695/A2,g109695/Y,positive_unate,50.494038,47.415878,50.494038,UNINIT,47.415878,UNINIT
g109695/A2,g109695/Y,positive_unate,48.604271,44.777615,48.604271,UNINIT,44.777615,UNINIT
g109695/A2,g109695/Y,positive_unate,50.494038,47.415878,50.494038,UNINIT,47.415878,UNINIT
g109695/A2,g109695/Y,positive_unate,50.607208,44.046459,50.607208,UNINIT,44.046459,UNINIT
g109695/B1,g109695/Y,positive_unate,22.298979,27.590366,22.298979,UNINIT,27.590366,UNINIT
g109695/B1,g109695/Y,positive_unate,21.414677,26.030081,21.414677,UNINIT,26.030081,UNINIT
g109695/B1,g109695/Y,positive_unate,22.298979,27.590366,22.298979,UNINIT,27.590366,UNINIT
g109695/B1,g109695/Y,positive_unate,21.332720,22.391325,21.332720,UNINIT,22.391325,UNINIT
g109695/B2,g109695/Y,positive_unate,44.122860,49.303665,44.122860,UNINIT,49.303665,UNINIT
g109695/B2,g109695/Y,positive_unate,42.312164,46.419067,42.312164,UNINIT,46.419067,UNINIT
g109695/B2,g109695/Y,positive_unate,44.122860,49.303665,44.122860,UNINIT,49.303665,UNINIT
g109695/B2,g109695/Y,positive_unate,42.382072,41.923077,42.382072,UNINIT,41.923077,UNINIT
g111527/A,g111527/Y,negative_unate,24.040569,20.391470,24.040569,UNINIT,20.391470,UNINIT
g108962__1666/A,g108962__1666/Y,negative_unate,28.868361,36.403385,28.868361,UNINIT,36.403385,UNINIT
g108962__1666/B,g108962__1666/Y,negative_unate,24.512108,25.515772,24.512108,UNINIT,25.515772,UNINIT
g118514/A,g118514/Y,positive_unate,35.214130,28.045279,35.214130,UNINIT,28.045279,UNINIT
g118514/A,g118514/Y,negative_unate,25.990362,21.297167,25.990362,UNINIT,21.297167,UNINIT
g118514/B,g118514/Y,positive_unate,37.055386,31.651237,37.055386,UNINIT,31.651237,UNINIT
g118514/B,g118514/Y,negative_unate,28.357929,28.391533,28.357929,UNINIT,28.391533,UNINIT
g118190/A,g118190/Y,negative_unate,37.807415,27.439299,37.807415,UNINIT,27.439299,UNINIT
g118190/B,g118190/Y,negative_unate,24.754574,23.497581,24.754574,UNINIT,23.497581,UNINIT
g109035__8246/A1,g109035__8246/Y,negative_unate,21.877800,24.988514,21.877800,UNINIT,24.988514,UNINIT
g109035__8246/A1,g109035__8246/Y,negative_unate,21.877800,24.988514,21.877800,UNINIT,24.988514,UNINIT
g109035__8246/A1,g109035__8246/Y,negative_unate,20.523052,24.333006,20.523052,UNINIT,24.333006,UNINIT
g109035__8246/A1,g109035__8246/Y,negative_unate,19.525023,25.765741,19.525023,UNINIT,25.765741,UNINIT
g109035__8246/A2,g109035__8246/Y,negative_unate,18.301924,15.515661,18.301924,UNINIT,15.515661,UNINIT
g109035__8246/A2,g109035__8246/Y,negative_unate,18.301924,14.959975,18.301924,UNINIT,14.959975,UNINIT
g109035__8246/A2,g109035__8246/Y,negative_unate,17.183187,14.516850,17.183187,UNINIT,14.516850,UNINIT
g109035__8246/A2,g109035__8246/Y,negative_unate,15.614909,15.515661,15.614909,UNINIT,15.515661,UNINIT
g109035__8246/B1,g109035__8246/Y,negative_unate,38.330055,30.282738,38.330055,UNINIT,30.282738,UNINIT
g109035__8246/B1,g109035__8246/Y,negative_unate,38.330055,30.282738,38.330055,UNINIT,30.282738,UNINIT
g109035__8246/B1,g109035__8246/Y,negative_unate,36.130402,29.036020,36.130402,UNINIT,29.036020,UNINIT
g109035__8246/B1,g109035__8246/Y,negative_unate,32.564034,29.946369,32.564034,UNINIT,29.946369,UNINIT
g109035__8246/B2,g109035__8246/Y,negative_unate,24.577679,16.180214,24.577679,UNINIT,16.180214,UNINIT
g109035__8246/B2,g109035__8246/Y,negative_unate,24.577679,16.180214,24.577679,UNINIT,16.180214,UNINIT
g109035__8246/B2,g109035__8246/Y,negative_unate,23.154953,15.659770,23.154953,UNINIT,15.659770,UNINIT
g109035__8246/B2,g109035__8246/Y,negative_unate,20.980957,15.626127,20.980957,UNINIT,15.626127,UNINIT
g109035__8246/C,g109035__8246/Y,negative_unate,21.430979,15.085994,21.430979,UNINIT,15.085994,UNINIT
g109035__8246/C,g109035__8246/Y,negative_unate,21.430979,14.627104,21.430979,UNINIT,14.627104,UNINIT
g109035__8246/C,g109035__8246/Y,negative_unate,20.212883,14.242497,20.212883,UNINIT,14.242497,UNINIT
g109035__8246/C,g109035__8246/Y,negative_unate,19.246433,15.085994,19.246433,UNINIT,15.085994,UNINIT
g109035__8246/C,g109035__8246/Y,negative_unate,20.176565,14.236856,20.176565,UNINIT,14.236856,UNINIT
g109035__8246/C,g109035__8246/Y,negative_unate,18.982433,13.851429,18.982433,UNINIT,13.851429,UNINIT
g109035__8246/C,g109035__8246/Y,negative_unate,18.132044,14.713848,18.132044,UNINIT,14.713848,UNINIT
g109035__8246/C,g109035__8246/Y,negative_unate,17.742649,14.198119,17.742649,UNINIT,14.198119,UNINIT
g109035__8246/C,g109035__8246/Y,negative_unate,16.650587,13.815996,16.650587,UNINIT,13.815996,UNINIT
g109035__8246/C,g109035__8246/Y,negative_unate,15.803123,14.660079,15.803123,UNINIT,14.660079,UNINIT
g118191/A,g118191/Y,positive_unate,27.615480,28.514233,27.615480,UNINIT,28.514233,UNINIT
g118191/B,g118191/Y,positive_unate,42.435368,45.383465,42.435368,UNINIT,45.383465,UNINIT
g109809/A,g109809/Y,negative_unate,22.715580,16.481070,22.715580,UNINIT,16.481070,UNINIT
g109809/B,g109809/Y,negative_unate,46.727654,33.237614,46.727654,UNINIT,33.237614,UNINIT
g107593__118188/A1,g107593__118188/Y,negative_unate,10.759077,10.399015,10.759077,UNINIT,10.399015,UNINIT
g107593__118188/A2,g107593__118188/Y,negative_unate,13.238136,8.295715,13.238136,UNINIT,8.295715,UNINIT
g107593__118188/B,g107593__118188/Y,negative_unate,11.390454,8.033941,11.390454,UNINIT,8.033941,UNINIT
g107593__118188/B,g107593__118188/Y,negative_unate,11.390454,8.590965,11.390454,UNINIT,8.590965,UNINIT
g107593__118188/B,g107593__118188/Y,negative_unate,10.290607,8.060804,10.290607,UNINIT,8.060804,UNINIT
g107593__118188/B,g107593__118188/Y,negative_unate,8.621178,8.033941,8.621178,UNINIT,8.033941,UNINIT
g108640__1666/A,g108640__1666/Y,positive_unate,34.853848,44.651276,34.853848,UNINIT,44.651276,UNINIT
g108640__1666/B,g108640__1666/Y,positive_unate,26.112902,26.996008,26.112902,UNINIT,26.996008,UNINIT
FE_OFC1033_n_11693/A,FE_OFC1033_n_11693/Y,negative_unate,10.807917,8.429165,10.807917,UNINIT,8.429165,UNINIT
g118189/A1,g118189/Y,negative_unate,9.081317,5.287323,9.081317,UNINIT,5.287323,UNINIT
g118189/A2,g118189/Y,negative_unate,10.404893,6.249418,10.404893,UNINIT,6.249418,UNINIT
g118189/B,g118189/Y,negative_unate,5.337124,7.068943,5.337124,UNINIT,7.068943,UNINIT
g118189/B,g118189/Y,negative_unate,5.337124,5.113327,5.337124,UNINIT,5.113327,UNINIT
g118189/B,g118189/Y,negative_unate,5.308329,6.049076,5.308329,UNINIT,6.049076,UNINIT
g118189/B,g118189/Y,negative_unate,5.726051,7.068943,5.726051,UNINIT,7.068943,UNINIT
addroundkey_data_reg_reg[45]/CLK,addroundkey_data_reg_reg[45]/QN,rising_edge,120.507462,126.393883,120.507462,UNINIT,126.393883,UNINIT
g109444/A1,g109444/Y,negative_unate,15.460085,11.036669,15.460085,UNINIT,11.036669,UNINIT
g109444/A2,g109444/Y,negative_unate,25.331167,17.098017,25.331167,UNINIT,17.098017,UNINIT
g109444/B,g109444/Y,negative_unate,18.658325,14.023069,18.658325,UNINIT,14.023069,UNINIT
g109444/B,g109444/Y,negative_unate,18.658325,12.654356,18.658325,UNINIT,12.654356,UNINIT
g109444/B,g109444/Y,negative_unate,18.572107,14.023069,18.572107,UNINIT,14.023069,UNINIT
g109444/B,g109444/Y,negative_unate,17.585781,13.135886,17.585781,UNINIT,13.135886,UNINIT
g109444/C,g109444/Y,negative_unate,22.378586,16.023603,22.378586,UNINIT,16.023603,UNINIT
g109444/C,g109444/Y,negative_unate,22.822130,16.023603,22.822130,UNINIT,16.023603,UNINIT
g109444/C,g109444/Y,negative_unate,21.484032,15.009343,21.484032,UNINIT,15.009343,UNINIT
g109444/C,g109444/Y,negative_unate,21.591806,15.008373,21.591806,UNINIT,15.008373,UNINIT
g109444/C,g109444/Y,negative_unate,22.378586,13.372051,22.378586,UNINIT,13.372051,UNINIT
g109444/C,g109444/Y,negative_unate,16.474394,13.592103,16.474394,UNINIT,13.592103,UNINIT
g107594__5526/A1,g107594__5526/Y,negative_unate,10.976668,10.597823,10.976668,UNINIT,10.597823,UNINIT
g107594__5526/A2,g107594__5526/Y,negative_unate,9.856464,7.421505,9.856464,UNINIT,7.421505,UNINIT
g107594__5526/B,g107594__5526/Y,negative_unate,11.394699,8.423249,11.394699,UNINIT,8.423249,UNINIT
g107594__5526/B,g107594__5526/Y,negative_unate,11.394699,8.987409,11.394699,UNINIT,8.987409,UNINIT
g107594__5526/B,g107594__5526/Y,negative_unate,10.321738,8.439426,10.321738,UNINIT,8.439426,UNINIT
g107594__5526/B,g107594__5526/Y,negative_unate,8.633023,8.423249,8.633023,UNINIT,8.423249,UNINIT
g113462/A,g113462/Y,negative_unate,39.498215,28.956167,39.498215,UNINIT,28.956167,UNINIT
g113462/B,g113462/Y,negative_unate,15.379865,14.981126,15.379865,UNINIT,14.981126,UNINIT
ks1_key_reg_reg[13]/CLK,ks1_key_reg_reg[13]/QN,rising_edge,66.192101,70.475883,66.192101,UNINIT,70.475883,UNINIT
g69/A1,g69/Y,negative_unate,13.014783,5.375921,13.014783,UNINIT,5.375921,UNINIT
g69/A2,g69/Y,negative_unate,8.361384,6.002743,8.361384,UNINIT,6.002743,UNINIT
g69/B,g69/Y,negative_unate,5.507323,7.279002,5.507323,UNINIT,7.279002,UNINIT
g69/B,g69/Y,negative_unate,5.507323,5.304456,5.507323,UNINIT,5.304456,UNINIT
g69/B,g69/Y,negative_unate,5.484643,6.276737,5.484643,UNINIT,6.276737,UNINIT
g69/B,g69/Y,negative_unate,5.896419,7.279002,5.896419,UNINIT,7.279002,UNINIT
g113850/A1,g113850/Y,negative_unate,21.807217,15.404461,21.807217,UNINIT,15.404461,UNINIT
g113850/A1,g113850/Y,negative_unate,20.717743,14.619312,20.717743,UNINIT,14.619312,UNINIT
g113850/A1,g113850/Y,negative_unate,21.807217,15.173261,21.807217,UNINIT,15.173261,UNINIT
g113850/A1,g113850/Y,negative_unate,18.999300,15.404461,18.999300,UNINIT,15.404461,UNINIT
g113850/A2,g113850/Y,negative_unate,18.539007,16.074846,18.539007,UNINIT,16.074846,UNINIT
g113850/A2,g113850/Y,negative_unate,17.502899,15.437493,17.502899,UNINIT,15.437493,UNINIT
g113850/A2,g113850/Y,negative_unate,18.539007,15.920625,18.539007,UNINIT,15.920625,UNINIT
g113850/A2,g113850/Y,negative_unate,15.608948,16.074846,15.608948,UNINIT,16.074846,UNINIT
g113850/B1,g113850/Y,negative_unate,18.750366,12.193836,18.750366,UNINIT,12.193836,UNINIT
g113850/B1,g113850/Y,negative_unate,17.742762,12.261539,17.742762,UNINIT,12.261539,UNINIT
g113850/B1,g113850/Y,negative_unate,18.750366,12.701714,18.750366,UNINIT,12.701714,UNINIT
g113850/B1,g113850/Y,negative_unate,14.579766,12.193836,14.579766,UNINIT,12.193836,UNINIT
g113850/B2,g113850/Y,negative_unate,19.668297,15.281888,19.668297,UNINIT,15.281888,UNINIT
g113850/B2,g113850/Y,negative_unate,18.633303,15.305034,18.633303,UNINIT,15.305034,UNINIT
g113850/B2,g113850/Y,negative_unate,19.668297,15.834743,19.668297,UNINIT,15.834743,UNINIT
g113850/B2,g113850/Y,negative_unate,15.516637,15.281888,15.516637,UNINIT,15.281888,UNINIT
g109711/A1,g109711/Y,positive_unate,24.666508,29.805967,24.666508,UNINIT,29.805967,UNINIT
g109711/A1,g109711/Y,positive_unate,23.753838,28.224764,23.753838,UNINIT,28.224764,UNINIT
g109711/A1,g109711/Y,positive_unate,24.666508,29.805967,24.666508,UNINIT,29.805967,UNINIT
g109711/A1,g109711/Y,positive_unate,24.591639,25.914993,24.591639,UNINIT,25.914993,UNINIT
g109711/A2,g109711/Y,positive_unate,50.498032,47.400379,50.498032,UNINIT,47.400379,UNINIT
g109711/A2,g109711/Y,positive_unate,48.607925,44.764416,48.607925,UNINIT,44.764416,UNINIT
g109711/A2,g109711/Y,positive_unate,50.498032,47.400379,50.498032,UNINIT,47.400379,UNINIT
g109711/A2,g109711/Y,positive_unate,50.609699,44.030994,50.609699,UNINIT,44.030994,UNINIT
g109711/B1,g109711/Y,positive_unate,22.358850,27.667564,22.358850,UNINIT,27.667564,UNINIT
g109711/B1,g109711/Y,positive_unate,21.473574,26.106686,21.473574,UNINIT,26.106686,UNINIT
g109711/B1,g109711/Y,positive_unate,22.358850,27.667564,22.358850,UNINIT,27.667564,UNINIT
g109711/B1,g109711/Y,positive_unate,21.391314,22.470022,21.391314,UNINIT,22.470022,UNINIT
g109711/B2,g109711/Y,positive_unate,44.136299,49.309505,44.136299,UNINIT,49.309505,UNINIT
g109711/B2,g109711/Y,positive_unate,42.324829,46.425579,42.324829,UNINIT,46.425579,UNINIT
g109711/B2,g109711/Y,positive_unate,44.136299,49.309505,44.136299,UNINIT,49.309505,UNINIT
g109711/B2,g109711/Y,positive_unate,42.394539,41.930065,42.394539,UNINIT,41.930065,UNINIT
g111526/A,g111526/Y,negative_unate,24.347565,20.645451,24.347565,UNINIT,20.645451,UNINIT
g108639__112614/A1,g108639__112614/Y,negative_unate,39.254436,22.161110,39.254436,UNINIT,22.161110,UNINIT
g108639__112614/A1,g108639__112614/Y,negative_unate,39.254436,19.587170,39.254436,UNINIT,19.587170,UNINIT
g108639__112614/A1,g108639__112614/Y,negative_unate,38.127716,21.433781,38.127716,UNINIT,21.433781,UNINIT
g108639__112614/A1,g108639__112614/Y,negative_unate,38.762592,22.161110,38.762592,UNINIT,22.161110,UNINIT
g108639__112614/A2,g108639__112614/Y,negative_unate,35.288460,22.277346,35.288460,UNINIT,22.277346,UNINIT
g108639__112614/A2,g108639__112614/Y,negative_unate,35.288460,19.527542,35.288460,UNINIT,19.527542,UNINIT
g108639__112614/A2,g108639__112614/Y,negative_unate,34.324951,21.568684,34.324951,UNINIT,21.568684,UNINIT
g108639__112614/A2,g108639__112614/Y,negative_unate,34.914684,22.277346,34.914684,UNINIT,22.277346,UNINIT
g108639__112614/B1,g108639__112614/Y,negative_unate,33.523613,25.040848,33.523613,UNINIT,25.040848,UNINIT
g108639__112614/B1,g108639__112614/Y,negative_unate,32.914143,21.682446,32.914143,UNINIT,21.682446,UNINIT
g108639__112614/B1,g108639__112614/Y,negative_unate,32.950241,24.299854,32.950241,UNINIT,24.299854,UNINIT
g108639__112614/B1,g108639__112614/Y,negative_unate,33.523613,25.040848,33.523613,UNINIT,25.040848,UNINIT
g108639__112614/B2,g108639__112614/Y,negative_unate,32.021057,27.194647,32.021057,UNINIT,27.194647,UNINIT
g108639__112614/B2,g108639__112614/Y,negative_unate,32.021057,23.595478,32.021057,UNINIT,23.595478,UNINIT
g108639__112614/B2,g108639__112614/Y,negative_unate,32.030788,26.425646,32.030788,UNINIT,26.425646,UNINIT
g108639__112614/B2,g108639__112614/Y,negative_unate,32.611328,27.194647,32.611328,UNINIT,27.194647,UNINIT
g108639__112614/C,g108639__112614/Y,negative_unate,21.650784,23.940092,21.650784,UNINIT,23.940092,UNINIT
g108639__112614/C,g108639__112614/Y,negative_unate,21.650784,17.781269,21.650784,UNINIT,17.781269,UNINIT
g108639__112614/C,g108639__112614/Y,negative_unate,21.056669,19.391811,21.056669,UNINIT,19.391811,UNINIT
g108639__112614/C,g108639__112614/Y,negative_unate,21.383322,19.990494,21.383322,UNINIT,19.990494,UNINIT
g108639__112614/C,g108639__112614/Y,negative_unate,21.622826,20.925142,21.622826,UNINIT,20.925142,UNINIT
g108639__112614/C,g108639__112614/Y,negative_unate,21.046450,22.493500,21.046450,UNINIT,22.493500,UNINIT
g108639__112614/C,g108639__112614/Y,negative_unate,21.380880,23.186466,21.380880,UNINIT,23.186466,UNINIT
g108639__112614/C,g108639__112614/Y,negative_unate,21.982456,21.538023,21.982456,UNINIT,21.538023,UNINIT
g108639__112614/C,g108639__112614/Y,negative_unate,21.406752,23.186413,21.406752,UNINIT,23.186413,UNINIT
g108639__112614/C,g108639__112614/Y,negative_unate,21.740646,23.940092,21.740646,UNINIT,23.940092,UNINIT
g108967__7098/A1,g108967__7098/Y,negative_unate,20.843712,24.137020,20.843712,UNINIT,24.137020,UNINIT
g108967__7098/A1,g108967__7098/Y,negative_unate,20.843712,24.137020,20.843712,UNINIT,24.137020,UNINIT
g108967__7098/A1,g108967__7098/Y,negative_unate,19.474821,23.450737,19.474821,UNINIT,23.450737,UNINIT
g108967__7098/A1,g108967__7098/Y,negative_unate,18.577112,24.914274,18.577112,UNINIT,24.914274,UNINIT
g108967__7098/A2,g108967__7098/Y,negative_unate,17.416265,14.820475,17.416265,UNINIT,14.820475,UNINIT
g108967__7098/A2,g108967__7098/Y,negative_unate,17.416265,14.258726,17.416265,UNINIT,14.258726,UNINIT
g108967__7098/A2,g108967__7098/Y,negative_unate,16.292330,13.807792,16.292330,UNINIT,13.807792,UNINIT
g108967__7098/A2,g108967__7098/Y,negative_unate,14.849981,14.820475,14.849981,UNINIT,14.820475,UNINIT
g108967__7098/B1,g108967__7098/Y,negative_unate,36.529003,28.549479,36.529003,UNINIT,28.549479,UNINIT
g108967__7098/B1,g108967__7098/Y,negative_unate,36.529003,28.549479,36.529003,UNINIT,28.549479,UNINIT
g108967__7098/B1,g108967__7098/Y,negative_unate,34.289116,27.247198,34.289116,UNINIT,27.247198,UNINIT
g108967__7098/B1,g108967__7098/Y,negative_unate,30.859299,28.189367,30.859299,UNINIT,28.189367,UNINIT
g108967__7098/B2,g108967__7098/Y,negative_unate,22.760849,14.913985,22.760849,UNINIT,14.913985,UNINIT
g108967__7098/B2,g108967__7098/Y,negative_unate,22.760849,14.913985,22.760849,UNINIT,14.913985,UNINIT
g108967__7098/B2,g108967__7098/Y,negative_unate,21.314915,14.404135,21.314915,UNINIT,14.404135,UNINIT
g108967__7098/B2,g108967__7098/Y,negative_unate,19.349239,14.355989,19.349239,UNINIT,14.355989,UNINIT
g108967__7098/C,g108967__7098/Y,negative_unate,20.699390,14.796774,20.699390,UNINIT,14.796774,UNINIT
g108967__7098/C,g108967__7098/Y,negative_unate,20.699390,14.328987,20.699390,UNINIT,14.328987,UNINIT
g108967__7098/C,g108967__7098/Y,negative_unate,19.447834,13.918303,19.447834,UNINIT,13.918303,UNINIT
g108967__7098/C,g108967__7098/Y,negative_unate,18.611603,14.796774,18.611603,UNINIT,14.796774,UNINIT
g108967__7098/C,g108967__7098/Y,negative_unate,19.416664,13.912705,19.416664,UNINIT,13.912705,UNINIT
g108967__7098/C,g108967__7098/Y,negative_unate,18.165442,13.496737,18.165442,UNINIT,13.496737,UNINIT
g108967__7098/C,g108967__7098/Y,negative_unate,17.440771,14.398645,17.440771,UNINIT,14.398645,UNINIT
g108967__7098/C,g108967__7098/Y,negative_unate,17.067411,13.882683,17.067411,UNINIT,13.882683,UNINIT
g108967__7098/C,g108967__7098/Y,negative_unate,15.950491,13.475899,15.950491,UNINIT,13.475899,UNINIT
g108967__7098/C,g108967__7098/Y,negative_unate,15.227673,14.364879,15.227673,UNINIT,14.364879,UNINIT
g113465/A,g113465/Y,positive_unate,27.673021,28.502022,27.673021,UNINIT,28.502022,UNINIT
g113465/B,g113465/Y,positive_unate,42.296185,45.238289,42.296185,UNINIT,45.238289,UNINIT
g109816/A,g109816/Y,negative_unate,23.809093,17.354364,23.809093,UNINIT,17.354364,UNINIT
g109816/B,g109816/Y,negative_unate,48.641109,35.092331,48.641109,UNINIT,35.092331,UNINIT
g112850/A,g112850/Y,negative_unate,14.621978,15.582202,14.621978,UNINIT,15.582202,UNINIT
g112850/B,g112850/Y,negative_unate,21.187355,22.272064,21.187355,UNINIT,22.272064,UNINIT
addroundkey_data_reg_reg[13]/CLK,addroundkey_data_reg_reg[13]/QN,rising_edge,115.450706,121.257629,115.450706,UNINIT,121.257629,UNINIT
g109457/A1,g109457/Y,negative_unate,16.709461,11.751957,16.709461,UNINIT,11.751957,UNINIT
g109457/A2,g109457/Y,negative_unate,26.994545,18.403051,26.994545,UNINIT,18.403051,UNINIT
g109457/B,g109457/Y,negative_unate,19.879261,14.965177,19.879261,UNINIT,14.965177,UNINIT
g109457/B,g109457/Y,negative_unate,19.879261,13.562550,19.879261,UNINIT,13.562550,UNINIT
g109457/B,g109457/Y,negative_unate,19.778826,14.965177,19.778826,UNINIT,14.965177,UNINIT
g109457/B,g109457/Y,negative_unate,18.789061,14.098387,18.789061,UNINIT,14.098387,UNINIT
g109457/C,g109457/Y,negative_unate,24.161058,17.138672,24.161058,UNINIT,17.138672,UNINIT
g109457/C,g109457/Y,negative_unate,24.088266,17.138672,24.088266,UNINIT,17.138672,UNINIT
g109457/C,g109457/Y,negative_unate,22.763203,16.179838,22.763203,UNINIT,16.179838,UNINIT
g109457/C,g109457/Y,negative_unate,22.894171,16.174417,22.894171,UNINIT,16.174417,UNINIT
g109457/C,g109457/Y,negative_unate,24.161058,14.590310,24.161058,UNINIT,14.590310,UNINIT
g109457/C,g109457/Y,negative_unate,17.754408,14.775276,17.754408,UNINIT,14.775276,UNINIT
g108430__112617/A,g108430__112617/Y,positive_unate,12.558974,18.035034,12.558974,UNINIT,18.035034,UNINIT
g108430__112617/A,g108430__112617/Y,negative_unate,11.811974,8.674755,11.811974,UNINIT,8.674755,UNINIT
g108430__112617/B,g108430__112617/Y,positive_unate,14.532858,19.426090,14.532858,UNINIT,19.426090,UNINIT
g108430__112617/B,g108430__112617/Y,negative_unate,16.266775,8.450927,16.266775,UNINIT,8.450927,UNINIT
g108430__112617_dup/A,g108430__112617_dup/Y,positive_unate,12.379319,17.798244,12.379319,UNINIT,17.798244,UNINIT
g108430__112617_dup/A,g108430__112617_dup/Y,negative_unate,11.513315,8.418764,11.513315,UNINIT,8.418764,UNINIT
g108430__112617_dup/B,g108430__112617_dup/Y,positive_unate,14.356012,19.198170,14.356012,UNINIT,19.198170,UNINIT
g108430__112617_dup/B,g108430__112617_dup/Y,negative_unate,15.927534,8.156468,15.927534,UNINIT,8.156468,UNINIT
g108460__112610/A,g108460__112610/Y,negative_unate,19.243414,8.718386,19.243414,UNINIT,8.718386,UNINIT
g108460__112610/B,g108460__112610/Y,negative_unate,15.141302,10.060852,15.141302,UNINIT,10.060852,UNINIT
g108461__112615/A,g108461__112615/Y,negative_unate,12.036699,14.317121,12.036699,UNINIT,14.317121,UNINIT
g108461__112615/B,g108461__112615/Y,negative_unate,14.495138,13.725201,14.495138,UNINIT,13.725201,UNINIT
g113700/A,g113700/Y,positive_unate,18.151209,18.356985,18.151209,UNINIT,18.356985,UNINIT
g113700/B,g113700/Y,positive_unate,16.339300,18.766146,16.339300,UNINIT,18.766146,UNINIT
g223/A,g223/Y,negative_unate,8.724439,7.555270,8.724439,UNINIT,7.555270,UNINIT
g120522/A1,g120522/Y,negative_unate,11.219289,9.792106,11.219289,UNINIT,9.792106,UNINIT
g120522/A2,g120522/Y,negative_unate,12.825114,9.944621,12.825114,UNINIT,9.944621,UNINIT
g120522/B,g120522/Y,negative_unate,15.268794,11.173769,15.268794,UNINIT,11.173769,UNINIT
g120522/B,g120522/Y,negative_unate,15.268794,11.707098,15.268794,UNINIT,11.707098,UNINIT
g120522/B,g120522/Y,negative_unate,14.136298,11.139548,14.136298,UNINIT,11.139548,UNINIT
g120522/B,g120522/Y,negative_unate,11.862847,11.173769,11.862847,UNINIT,11.173769,UNINIT
g108442/A,g108442/Y,negative_unate,8.610873,7.311993,8.610873,UNINIT,7.311993,UNINIT
g29/A1,g29/Y,positive_unate,26.335032,24.462877,26.335032,UNINIT,24.462877,UNINIT
g29/A2,g29/Y,positive_unate,25.259354,26.075230,25.259354,UNINIT,26.075230,UNINIT
g29/B,g29/Y,positive_unate,23.627634,20.150553,23.627634,UNINIT,20.150553,UNINIT
g29/B,g29/Y,positive_unate,21.379490,20.150553,21.379490,UNINIT,20.150553,UNINIT
g29/B,g29/Y,positive_unate,23.627634,20.323790,23.627634,UNINIT,20.323790,UNINIT
g29/B,g29/Y,positive_unate,22.574907,19.673662,22.574907,UNINIT,19.673662,UNINIT
g108443/A,g108443/Y,negative_unate,12.336967,10.623395,12.336967,UNINIT,10.623395,UNINIT
g113427/A1,g113427/Y,negative_unate,8.038389,7.806058,8.038389,UNINIT,7.806058,UNINIT
g113427/A2,g113427/Y,negative_unate,8.810962,6.169406,8.810962,UNINIT,6.169406,UNINIT
g113427/B,g113427/Y,negative_unate,9.670475,5.970589,9.670475,UNINIT,5.970589,UNINIT
