full_name,actual_rise_transition_max,actual_fall_transition_max,cached_ceff_max_rise,cached_ceff_max_fall,cached_ceff_min_rise,cached_ceff_min_fall,fanout_load,pin_capacitance_max,direction,max_rise_slack,max_fall_slack,max_rise_arrival,max_fall_arrival,actual_rise_transition_min,actual_fall_transition_min,min_rise_slack,min_fall_slack,min_rise_arrival,min_fall_arrival,x_coordinate,y_coordinate
g69/A1,43.943043,36.149540,,,,,1.000000,1.205990,in,-0.291016,-1.400696,648.543396,641.859619,17.368893,15.169147,-377.003845,-440.963989,67.453896,61.444443,21924.000000,2241.000000
g69/Y,19.546013,15.181579,0.000730,0.000730,0.000487,0.000471,0.000000,0.000000,out,-91.324707,-89.020447,744.798401,742.648743,5.848505,6.253708,-440.963989,-377.003845,70.108879,72.360603,22032.000000,2313.000000
g107594__5526/B,19.546347,15.182009,,,,,1.000000,0.586307,in,-91.324707,-89.020447,744.834473,742.684753,5.848948,6.254093,-440.963989,-377.003845,70.131592,72.382484,22356.000000,1899.000000
ks1_key_reg_reg[13]/CLK,1384.998535,1385.890869,,,,,1.000000,0.493555,in,-223.198486,INFINITY,484.188660,484.459015,1133.775269,1127.991211,23.542084,INFINITY,396.258362,394.249695,23292.000000,1359.000000
ks1_key_reg_reg[13]/QN,22.396803,24.355135,0.001767,0.001768,0.001501,0.001556,0.000000,0.000000,out,-223.198456,-220.641449,550.380737,554.664551,20.703299,22.797754,23.542084,53.114532,457.997131,461.330872,21996.000000,1323.000000
g113850/A2,22.397747,24.356005,,,,,1.000000,0.598557,in,-223.198456,-220.641449,550.445618,554.729492,20.704014,22.798458,90.320862,84.241791,458.051453,461.387390,21834.000000,3519.000000
g109711/A1,22.397747,24.356005,,,,,1.000000,0.373286,in,109.325562,28.208008,550.445618,554.729492,20.704014,22.798458,23.542084,104.093781,458.051453,461.387390,21546.000000,3483.000000
g111526/A,22.397747,24.356005,,,,,1.000000,0.275723,in,-0.479553,68.076782,550.445618,554.729492,20.704014,22.798458,84.128815,53.114532,458.051453,461.387390,21870.000000,2853.000000
g113850/Y,37.681065,31.925941,0.001866,0.001869,0.001586,0.001661,0.000000,0.000000,out,-220.641449,-223.198425,573.268494,566.520447,19.707352,19.145151,-440.963989,-439.163818,28.501633,28.212917,21978.000000,3483.000000
g109711/Y,16.022295,13.763502,0.000598,0.000600,0.000551,0.000552,0.000000,0.000000,out,109.325562,28.208008,575.112122,584.535461,10.525552,8.796972,-421.149292,-346.201782,36.547157,36.378979,21150.000000,3483.000000
g111526/Y,33.193474,25.903999,0.001048,0.001051,0.000864,0.000868,0.000000,0.000000,out,68.076782,-0.479553,579.077026,571.091064,28.407787,22.161325,53.114532,84.128815,482.979950,476.366058,21798.000000,2853.000000
g118514/A,37.681732,31.926733,,,,,1.000000,0.981861,in,103.709534,107.852722,573.339294,566.591370,19.708252,19.146175,-440.963989,-439.163818,28.561075,28.275406,21996.000000,2943.000000
g108639__112614/B2,37.681732,31.926733,,,,,1.000000,0.522846,in,-220.641449,-223.198425,573.339294,566.591370,19.708252,19.146175,-362.831543,-353.842590,28.561075,28.275406,21726.000000,4635.000000
g108967__7098/A2,16.022432,13.763663,,,,,1.000000,0.456447,in,109.325562,28.208008,575.133118,584.556519,10.525725,8.797181,-421.149292,-346.201782,36.566254,36.398102,20898.000000,3933.000000
g113465/A,33.193638,25.904209,,,,,1.000000,0.506717,in,127.454590,135.839355,579.109863,571.124023,28.407913,22.161488,150.902039,84.128815,483.006622,476.392853,21636.000000,2439.000000
g109816/A,33.193638,25.904209,,,,,1.000000,0.336683,in,68.076782,-0.479553,579.109863,571.124023,28.407913,22.161488,53.114532,124.064240,483.006622,476.392853,21600.000000,3393.000000
g108639__112614/Y,69.417191,50.459148,0.002709,0.002706,0.001682,0.001645,0.000000,0.000000,out,-368.637634,-375.574799,744.641907,755.467285,23.304895,20.953897,-354.180847,-367.028687,49.807304,39.689888,21618.000000,4599.000000
g108967__7098/Y,53.775650,53.798531,0.000630,0.000627,0.000565,0.000548,0.000000,0.000000,out,-0.479553,68.076782,630.660339,631.202393,17.338545,12.976846,-358.071228,-427.240753,38.061535,42.868690,20646.000000,3933.000000
g113465/Y,14.753157,14.345586,0.001387,0.001387,0.000854,0.000874,0.000000,0.000000,out,127.454590,135.839355,606.782898,599.626038,9.106419,9.375328,-102.506500,-174.144684,342.519897,332.465729,21744.000000,2403.000000
g109816/Y,54.693512,47.325939,0.000753,0.000746,0.000656,0.000657,0.000000,0.000000,out,-0.479553,68.076782,594.933105,596.464233,26.152519,18.545675,-199.866882,-275.860840,173.715851,169.620728,21456.000000,3393.000000
g112850/B,69.419563,50.462399,,,,,1.000000,2.188830,in,-368.637634,-375.574829,744.822815,755.647949,23.307276,20.956406,-354.180847,-367.028687,49.912361,39.792179,19980.000000,6219.000000
addroundkey_data_reg_reg[13]/D,53.775681,53.798561,,,,,1.000000,0.593459,in,-0.479553,68.076782,630.678406,631.220398,17.338621,12.976941,-358.071198,-427.240723,38.077690,42.884354,20628.000000,4023.000000
g69/B,14.753757,14.346203,,,,,1.000000,1.344920,in,127.454590,135.839355,606.824890,599.668030,9.106779,9.375696,-102.506500,-174.144684,342.545471,332.491943,21996.000000,2277.000000
g109457/B,54.693588,47.326027,,,,,1.000000,0.577970,in,-0.479553,68.076782,594.961792,596.492615,26.152636,18.545837,-199.866867,-275.860840,173.740341,169.645233,21402.000000,4095.000000
g112850/Y,35.795353,36.119923,0.006865,0.007079,0.005691,0.005565,0.000000,0.000000,out,-426.720245,-419.090240,827.980713,817.547485,21.840292,20.575232,-367.028687,-354.180847,54.757713,64.386276,19944.000000,6183.000000
g109457/Y,39.165890,32.113239,0.000687,0.000691,0.000596,0.000579,0.000000,0.000000,out,68.076782,-0.479553,616.371887,609.926941,19.592958,13.590711,-427.240723,-358.071228,32.416828,26.369366,21294.000000,4023.000000
g108430__112617/B,35.820927,36.146969,,,,,1.000000,1.049580,in,-425.279541,-418.144714,828.407654,817.988525,21.868385,20.603651,-235.780777,-223.108276,55.107285,64.727539,7740.000000,6057.000000
g108430__112617_dup/B,35.820927,36.146969,,,,,1.000000,1.049580,in,-419.545227,-414.083862,828.407654,817.988525,21.868385,20.603651,-238.324844,-222.835632,55.107285,64.727539,7452.000000,6219.000000
g108460__112610/A,35.820927,36.146969,,,,,1.000000,1.065280,in,-418.170288,-419.090240,828.407654,817.988525,21.868385,20.603651,-367.028687,-340.191772,55.107285,64.727539,5904.000000,6759.000000
g108461__112615/B,35.820927,36.146969,,,,,1.000000,1.085680,in,-426.720245,-414.099121,828.407654,817.988525,21.868385,20.603651,-350.367188,-354.180847,55.107285,64.727539,6300.000000,6057.000000
g113700/A,35.820927,36.146969,,,,,1.000000,0.546737,in,-420.756073,-407.542694,828.407654,817.988525,21.868385,20.603651,-294.155212,-290.065643,55.107285,64.727539,5760.000000,6759.000000
g108967__7098/C,39.166035,32.113419,,,,,1.000000,0.499560,in,68.076782,-0.479553,616.405640,609.960938,19.593168,13.590992,-427.240723,-358.071228,32.445423,26.396980,20790.000000,3897.000000
g108430__112617/Y,25.158928,17.564255,0.000752,0.000752,0.000586,0.000584,0.000000,0.000000,out,-485.772430,-480.767334,903.433411,900.037231,9.005686,11.808319,-232.097717,-235.780777,68.079163,62.445019,8028.000000,6093.000000
g108430__112617_dup/Y,24.582514,17.122755,0.000699,0.000698,0.000638,0.000637,0.000000,0.000000,out,-480.035339,-476.697571,903.253784,899.800415,9.331522,12.249303,-231.967651,-238.324860,68.261147,62.723183,7164.000000,6183.000000
g108460__112610/Y,27.356071,18.939812,0.002070,0.002072,0.001610,0.001637,0.000000,0.000000,out,-419.090240,-418.170288,837.231934,837.126038,16.842154,13.541762,-340.191772,-367.028687,79.001961,62.702965,6156.000000,6759.000000
g108461__112615/Y,24.491974,21.598799,0.002085,0.002089,0.001583,0.001684,0.000000,0.000000,out,-414.099091,-426.720276,832.483643,842.132874,15.901670,15.417734,-354.180847,-350.367157,75.566689,65.951897,6372.000000,6093.000000
g113700/Y,9.183187,9.461343,0.001108,0.001108,0.000594,0.000620,0.000000,0.000000,out,-420.756042,-407.542694,846.558838,836.345520,6.786647,7.596264,-294.155243,-290.065643,70.456734,80.507866,5652.000000,6723.000000
g223/A,25.159079,17.564472,,,,,1.000000,0.667414,in,-485.772400,-480.767365,903.460876,900.064758,9.005934,11.808506,-232.097702,-235.780777,68.100235,62.465988,8208.000000,6093.000000
g120522/A2,24.582642,17.122940,,,,,1.000000,0.554164,in,-480.035339,-476.697601,903.278870,899.825500,9.331799,12.249513,-231.967636,-238.324844,68.283798,62.745777,6714.000000,6183.000000
g108442/A,27.356710,18.940737,,,,,1.000000,1.286160,in,-419.090240,-418.170288,837.290894,837.185059,16.842772,13.542556,-243.163513,-367.028717,79.047432,62.749218,6282.000000,6723.000000
g29/A1,27.356710,18.940737,,,,,1.000000,0.602300,in,-416.438812,-415.025330,837.290894,837.185059,16.842772,13.542556,-340.191772,-354.625732,79.047432,62.749218,6426.000000,7137.000000
g108443/A,24.493198,21.600193,,,,,1.000000,0.643178,in,-413.602509,-421.553375,832.560913,842.210327,15.902730,15.418980,-354.180817,-258.200592,75.624626,66.013710,6588.000000,6183.000000
g113427/A1,24.493198,21.600193,,,,,1.000000,1.205180,in,-414.099121,-426.720306,832.560913,842.210327,15.902730,15.418980,-340.378662,-350.367157,75.624626,66.013710,6660.000000,7137.000000
g335/B,9.183872,9.462008,,,,,1.000000,1.066440,in,-420.756073,-407.542725,846.594238,836.380920,6.786905,7.596516,-294.155243,-290.065643,70.475403,80.527374,5688.000000,7101.000000
g223/Y,12.877921,12.810812,0.001127,0.001127,0.000613,0.000636,0.000000,0.000000,out,-480.767365,-485.772430,908.789185,911.016174,8.304105,6.578049,-235.780762,-232.097717,68.405693,72.760719,8136.000000,6093.000000
g120522/Y,24.012468,19.098854,0.001160,0.001161,0.001037,0.001035,0.000000,0.000000,out,-476.697632,-480.035370,912.650635,913.223511,16.345869,14.699881,-238.324829,-231.967621,74.205406,76.674248,6930.000000,6183.000000
g108442/Y,12.724847,12.848990,0.002258,0.002260,0.002013,0.002009,0.000000,0.000000,out,-418.170319,-419.090271,845.795959,844.602905,10.537589,9.818690,-367.028717,-243.163513,69.980873,85.244072,6354.000000,6723.000000
g29/Y,25.315788,21.148106,0.006271,0.006116,0.004621,0.004537,0.000000,0.000000,out,-491.301788,-485.215820,938.488892,931.838440,18.795286,14.931818,-350.718048,-354.625732,90.756599,84.219482,6102.000000,7173.000000
g108443/Y,16.151365,14.218087,0.001368,0.001367,0.000854,0.000849,0.000000,0.000000,out,-421.553375,-413.602539,854.547302,843.184326,11.283131,9.453716,-258.200562,-354.180847,74.784691,83.011208,6516.000000,6183.000000
g113427/Y,14.349864,13.734322,0.000703,0.000701,0.000583,0.000578,0.000000,0.000000,out,-491.301788,-485.215790,914.830200,911.483643,7.640078,6.825935,-350.718048,-344.879578,72.756866,77.869370,6552.000000,7173.000000
g335/Y,19.662153,16.751411,0.008532,0.008438,0.007141,0.007095,0.000000,0.000000,out,-494.115753,-488.138611,938.201904,934.655029,15.924879,13.223619,-294.155243,-290.065613,87.378204,97.029037,5868.000000,7173.000000
g222/B,12.878414,12.811308,,,,,1.000000,1.060470,in,-480.767334,-485.772461,908.824707,911.051758,8.304319,6.578341,-235.780762,-232.097717,68.424530,72.780296,7470.000000,6021.000000
g334/A2,24.012789,19.099258,,,,,1.000000,1.068950,in,-476.697632,-480.035400,912.689819,913.262756,16.346243,14.700294,-238.324829,-231.967636,74.240288,76.709061,6948.000000,6021.000000
g118169/A2,12.726464,12.850595,,,,,1.000000,1.068950,in,-417.702820,-419.090302,845.859985,844.666992,10.539134,9.820341,-228.848297,-208.503052,70.037804,85.300880,6192.000000,6561.000000
g118169_dup/A2,12.726464,12.850595,,,,,1.000000,1.068950,in,-418.170349,-417.649536,845.859985,844.666992,10.539134,9.820341,-367.028687,-243.163544,70.037804,85.300880,6192.000000,6255.000000
g124919/B,25.320063,21.152969,,,,,1.000000,1.666130,in,-485.255920,-485.215790,938.635620,931.981506,18.798388,14.935578,-273.655457,-285.994446,90.864296,84.325211,3564.000000,7839.000000
g124919_dup/B,25.320063,21.152969,,,,,1.000000,1.666130,in,-485.226196,-484.325684,938.635620,931.981506,18.798388,14.935578,-350.718048,-354.625732,90.864296,84.325211,3672.000000,8217.000000
g107883/A,25.320063,21.152969,,,,,1.000000,1.286160,in,-491.301758,-484.964111,938.635620,931.981506,18.798388,14.935578,-218.500275,-228.810745,90.864296,84.325211,5040.000000,7173.000000
g90/A2,25.320063,21.152969,,,,,1.000000,1.302290,in,-487.608185,-482.071503,938.635620,931.981506,18.798388,14.935578,-226.549408,-228.382645,90.864296,84.325211,4716.000000,7065.000000
g120383_dup/A2,16.151613,14.218369,,,,,1.000000,0.632617,in,-421.553406,-412.784210,854.575562,843.212585,11.283265,9.453875,-223.590714,-216.402710,74.802048,83.028473,5832.000000,6561.000000
g120383/A2,16.151613,14.218369,,,,,1.000000,0.632617,in,-420.034332,-413.602570,854.575562,843.212585,11.283265,9.453875,-258.200562,-354.180847,74.802048,83.028473,5940.000000,6021.000000
g29/B,14.350202,13.734673,,,,,1.000000,0.620467,in,-491.301788,-485.215820,914.861267,911.514648,7.640503,6.826403,-350.718018,-344.879578,72.782303,77.894577,6282.000000,7101.000000
g120/B1,19.735735,16.836416,,,,,1.000000,1.082420,in,-479.789673,-480.025269,938.783936,935.233887,16.372612,13.759532,-221.644714,-213.256653,88.577827,98.228661,5364.000000,6759.000000
g120_dup/B1,19.739351,16.839315,,,,,1.000000,1.082420,in,-483.268188,-481.737427,938.780273,935.229675,16.372612,13.759532,-231.569397,-218.473328,88.577827,98.228661,5310.000000,6597.000000
FE_DBTC4_n_19067/A,19.731030,16.830992,,,,,1.000000,1.909670,in,-491.290497,-488.138641,938.670410,935.121155,16.372612,13.759532,-243.954498,-240.630890,88.577827,98.228661,5256.000000,7173.000000
g121428/A,19.731857,16.831902,,,,,1.000000,1.672740,in,-494.115723,-486.594238,938.887329,935.335571,16.372612,13.759532,-294.155243,-290.065613,88.577827,98.228661,4338.000000,7263.000000
FE_OCPC18980_n_19067/A,19.779730,16.879801,,,,,1.000000,0.566126,in,-479.828247,-480.981964,938.826416,935.275513,16.372612,13.759532,-280.650360,-262.991455,88.577827,98.228661,3996.000000,6759.000000
g333/B,19.748423,16.848951,,,,,1.000000,1.666130,in,-489.741547,-487.664703,938.809265,935.244324,16.372612,13.759532,-231.984802,-225.268188,88.577827,98.228661,5292.000000,6219.000000
g222/Y,15.543389,11.215797,0.001283,0.001287,0.000949,0.001049,0.000000,0.000000,out,-485.772491,-480.767303,920.781311,915.578186,9.843068,8.708490,-232.097733,-235.780746,80.004257,74.120132,7506.000000,6057.000000
g334/Y,29.800283,23.444727,0.002832,0.002922,0.002524,0.002479,0.000000,0.000000,out,-480.767365,-485.772461,928.653992,933.124146,18.975986,17.294004,-235.780746,-238.324829,86.021622,84.107880,6768.000000,6093.000000
g118169/Y,13.470939,15.310717,0.000698,0.000696,0.000578,0.000573,0.000000,0.000000,out,-489.819489,-491.641815,923.296448,925.533936,6.913955,6.258194,-214.083847,-228.848297,86.898422,75.385559,6012.000000,6633.000000
g118169_dup/Y,13.555836,15.342405,0.000705,0.000703,0.000585,0.000580,0.000000,0.000000,out,-488.526855,-492.116394,923.464966,925.557617,6.995560,6.350142,-248.609985,-367.028687,87.052956,75.401688,6012.000000,6183.000000
g124919/Y,28.223421,25.669285,0.003361,0.003494,0.002967,0.002898,0.000000,0.000000,out,-485.255951,-485.215790,960.013550,954.811279,23.878330,13.347824,-285.994446,-280.395447,98.487045,96.694412,3240.000000,7803.000000
g124919_dup/Y,31.674227,28.361700,0.003943,0.004145,0.003483,0.003391,0.000000,0.000000,out,-485.226196,-484.325653,961.500977,955.738831,26.967657,14.551208,-354.625702,-357.805450,99.854179,97.683937,3348.000000,8253.000000
g107883/Y,9.883153,9.391278,0.001119,0.001121,0.000994,0.000996,0.000000,0.000000,out,-484.964142,-491.301758,938.633240,943.553162,7.925181,7.718436,-228.810760,-218.500244,89.918861,95.365105,5112.000000,7173.000000
g90/Y,26.396923,21.069256,0.002348,0.002357,0.002125,0.002107,0.000000,0.000000,out,-491.301788,-487.608185,956.814636,951.692993,19.805759,13.268447,-228.382660,-228.810760,97.211151,97.725197,4500.000000,7137.000000
g120383_dup/Y,10.542558,9.791839,0.001428,0.001428,0.001108,0.001104,0.000000,0.000000,out,-489.819519,-491.641785,938.936523,939.633423,7.719761,6.412357,-223.590698,-228.848297,89.509697,86.477516,5616.000000,6633.000000
g120383/Y,20.084990,17.397184,0.004551,0.004546,0.003840,0.003606,0.000000,0.000000,out,-488.526825,-492.116394,944.357544,944.165405,16.298767,12.574919,-258.200562,-367.028687,94.140060,90.143341,5724.000000,6093.000000
g120/Y,20.142231,15.272555,0.001108,0.001220,0.000956,0.000909,0.000000,0.000000,out,-490.394470,-488.165680,956.668579,955.899658,12.137685,7.982675,-220.555679,-221.644699,100.385269,95.153702,5040.000000,6759.000000
g120_dup/Y,20.477291,15.526970,0.001173,0.001285,0.001021,0.000974,0.000000,0.000000,out,-492.116364,-491.641785,956.847961,956.037048,12.503613,8.166808,-225.771729,-231.569397,100.559212,95.277626,4986.000000,6597.000000
FE_DBTC4_n_19067/Y,12.537420,11.501777,0.003445,0.003440,0.002246,0.002223,0.000000,0.000000,out,-488.138672,-491.290497,943.589966,945.782776,9.316496,8.585299,-240.630890,-243.954498,104.688637,93.905891,5328.000000,7173.000000
g121428/Y,35.946507,27.873968,0.004584,0.004590,0.002936,0.003014,0.000000,0.000000,out,-494.115692,-486.594238,963.600403,957.812622,23.460432,13.685559,-306.640320,-237.362198,96.007362,99.631088,4770.000000,7263.000000
FE_OCPC18980_n_19067/Y,13.692036,12.274648,0.003009,0.003072,0.002548,0.002549,0.000000,0.000000,out,-479.828247,-480.981934,956.250000,953.222107,12.164129,10.855326,-280.650330,-262.991455,104.699051,114.687103,3852.000000,6723.000000
g333/Y,26.641691,22.367306,0.002779,0.002787,0.002484,0.002462,0.000000,0.000000,out,-489.741577,-487.664703,958.357666,955.987244,21.128302,12.503004,-238.324844,-235.780762,97.830215,96.178474,4968.000000,6183.000000
g334/A1,15.543964,11.216600,,,,,1.000000,1.205180,in,-485.772491,-480.767334,920.823486,915.620544,9.843554,8.709167,-232.097717,-235.780746,80.035095,74.154373,6876.000000,6057.000000
g333/A,29.801367,23.446196,,,,,1.000000,1.672740,in,-480.767395,-485.772430,928.734192,933.206909,18.977329,17.295424,-235.780746,-238.324829,86.092850,84.177795,5400.000000,6183.000000
g107644__6260/B,29.801367,23.446196,,,,,1.000000,1.049580,in,-469.569824,-479.817505,928.734192,933.206909,18.977329,17.295424,-231.119156,-225.745789,86.092850,84.177795,5454.000000,6057.000000
