sp_name,launch_clock_latency,clock_latency_mean,clock_latency_std
sub1_data_reg_reg[20]/CLK,589.038757,589.038757,0.000000
ks1_key_reg_reg[113]/CLK,174.404358,174.404358,0.000000
sub1_state_reg[4]/CLK,127.122986,127.122986,0.000000
mix1_data_o_reg_reg[75]/CLK,261.6604,261.660400,0.000000
sub1_data_reg_reg[103]/CLK,544.362305,544.362305,0.000000
sub1_state_reg[1]/CLK,-55.0,-55.000000,0.000000
mix1_data_reg_reg[95]/CLK,537.747437,537.747437,0.000000
mix1_data_reg_reg[125]/CLK,430.960815,430.960815,0.000000
mix1_data_reg_reg[52]/CLK,589.21875,589.218750,0.000000
mix1_data_reg_reg[55]/CLK,521.072449,521.072449,0.000000
mix1_data_reg_reg[82]/CLK,588.123352,588.123352,0.000000
mix1_data_reg_reg[84]/CLK,589.194885,589.194885,0.000000
mix1_data_reg_reg[91]/CLK,563.375122,563.375122,0.000000
mix1_data_reg_reg[116]/CLK,589.214966,589.214966,0.000000
mix1_data_reg_reg[50]/CLK,588.425293,588.425293,0.000000
mix1_data_reg_reg[112]/CLK,581.645508,581.645508,0.000000
mix1_data_o_reg_reg[83]/CLK,379.820801,379.820801,0.000000
mix1_data_reg_reg[127]/CLK,555.927368,555.927368,0.000000
mix1_data_reg_reg[62]/CLK,586.870117,586.870117,0.000000
mix1_data_reg_reg[34]/CLK,581.849609,581.849609,0.000000
mix1_data_reg_reg[123]/CLK,563.699463,563.699463,0.000000
mix1_data_reg_reg[67]/CLK,559.631897,559.631897,0.000000
mix1_data_reg_reg[59]/CLK,563.861694,563.861694,0.000000
mix1_data_reg_reg[48]/CLK,581.649353,581.649353,0.000000
mix1_data_reg_reg[99]/CLK,564.388367,564.388367,0.000000
mix1_data_reg_reg[64]/CLK,582.933228,582.933228,0.000000
mix1_data_reg_reg[72]/CLK,580.862915,580.862915,0.000000
mix1_data_reg_reg[122]/CLK,578.617371,578.617371,0.000000
mix1_data_reg_reg[103]/CLK,550.501282,550.501282,0.000000
mix1_data_reg_reg[63]/CLK,547.950745,547.950745,0.000000
mix1_data_reg_reg[101]/CLK,503.910828,503.910828,0.000000
mix1_data_reg_reg[68]/CLK,554.837769,554.837769,0.000000
mix1_data_reg_reg[35]/CLK,554.815613,554.815613,0.000000
mix1_data_reg_reg[119]/CLK,538.724976,538.724976,0.000000
mix1_data_o_reg_reg[115]/CLK,379.621735,379.621735,0.000000
mix1_data_reg_reg[39]/CLK,545.75946,545.759460,0.000000
mix1_data_o_reg_reg[51]/CLK,380.022705,380.022705,0.000000
mix1_data_o_reg_reg[49]/CLK,380.495911,380.495911,0.000000
mix1_data_o_reg_reg[113]/CLK,380.679993,380.679993,0.000000
mix1_data_o_reg_reg[65]/CLK,312.391357,312.391357,0.000000
mix1_data_reg_reg[87]/CLK,532.032349,532.032349,0.000000
mix1_data_o_reg_reg[33]/CLK,261.661224,261.661224,0.000000
mix1_data_o_reg_reg[97]/CLK,243.800995,243.800995,0.000000
mix1_data_o_reg_reg[121]/CLK,231.152832,231.152832,0.000000
mix1_data_o_reg_reg[57]/CLK,192.918579,192.918579,0.000000
mix1_data_reg_reg[117]/CLK,511.857452,511.857452,0.000000
mix1_data_o_reg_reg[41]/CLK,182.016891,182.016891,0.000000
mix1_data_o_reg_reg[43]/CLK,174.223938,174.223938,0.000000
mix1_data_reg_reg[37]/CLK,528.80835,528.808350,0.000000
mix1_data_o_reg_reg[105]/CLK,174.192154,174.192154,0.000000
mix1_data_reg_reg[79]/CLK,476.9328,476.932800,0.000000
mix1_data_o_reg_reg[73]/CLK,167.963104,167.963104,0.000000
ks1_state_reg[1]/CLK,174.4496,174.449600,0.000000
mix1_data_o_reg_reg[120]/CLK,148.478271,148.478271,0.000000
mix1_data_o_reg_reg[89]/CLK,127.128105,127.128105,0.000000
state_reg/CLK,-34.099998,-34.099998,0.000000
ks1_key_reg_reg[95]/CLK,486.321442,486.321442,0.000000
ks1_key_reg_reg[85]/CLK,486.356659,486.356659,0.000000
mix1_data_o_reg_reg[31]/CLK,546.871033,546.871033,0.000000
ks1_key_reg_reg[49]/CLK,543.12854,543.128540,0.000000
ks1_key_reg_reg[3]/CLK,543.195251,543.195251,0.000000
ks1_key_reg_reg[26]/CLK,590.226685,590.226685,0.000000
mix1_data_o_reg_reg[20]/CLK,589.434204,589.434204,0.000000
sub1_data_reg_reg[39]/CLK,544.019653,544.019653,0.000000
