"from_pin.full_name","to_pin.full_name",delay_max_rise,delay_max_fall,"variation_delay_max_rise.mean","variation_delay_max_rise.std_dev","variation_delay_max_fall.mean","variation_delay_max_fall.std_dev"
g223/Y,g222/B,0.035552,0.035554,0.035552,UNINIT,0.035554,UNINIT
g120522/Y,g334/A2,0.039196,0.039229,0.039196,UNINIT,0.039229,UNINIT
g108442/Y,g118169/A2,0.064004,0.064059,0.064004,UNINIT,0.064059,UNINIT
g108442/Y,g118169_dup/A2,0.064004,0.064059,0.064004,UNINIT,0.064059,UNINIT
g29/Y,g124919/B,0.146759,0.143091,0.146759,UNINIT,0.143091,UNINIT
g29/Y,g124919_dup/B,0.146759,0.143091,0.146759,UNINIT,0.143091,UNINIT
g29/Y,g107883/A,0.146759,0.143091,0.146759,UNINIT,0.143091,UNINIT
g29/Y,g90/A2,0.146759,0.143091,0.146759,UNINIT,0.143091,UNINIT
g108443/Y,g120383_dup/A2,0.028242,0.028233,0.028242,UNINIT,0.028233,UNINIT
g108443/Y,g120383/A2,0.028242,0.028233,0.028242,UNINIT,0.028233,UNINIT
g113427/Y,g29/B,0.031066,0.030982,0.031066,UNINIT,0.030982,UNINIT
g335/Y,g120/B1,0.582009,0.578856,0.582009,UNINIT,0.578856,UNINIT
g335/Y,g120_dup/B1,0.578399,0.574616,0.578399,UNINIT,0.574616,UNINIT
g335/Y,FE_DBTC4_n_19067/A,0.468502,0.466110,0.468502,UNINIT,0.466110,UNINIT
g335/Y,g121428/A,0.685453,0.680546,0.685453,UNINIT,0.680546,UNINIT
g335/Y,FE_OCPC18980_n_19067/A,0.624494,0.620470,0.624494,UNINIT,0.620470,UNINIT
g335/Y,g333/B,0.607384,0.589272,0.607384,UNINIT,0.589272,UNINIT
g222/Y,g334/A1,0.042189,0.042333,0.042189,UNINIT,0.042333,UNINIT
g334/Y,g333/A,0.080178,0.082787,0.080178,UNINIT,0.082787,UNINIT
g334/Y,g107644__6260/B,0.080178,0.082787,0.080178,UNINIT,0.082787,UNINIT
g118169/Y,g120383_dup/B,0.022206,0.022146,0.022206,UNINIT,0.022146,UNINIT
g118169_dup/Y,g120383/B,0.023134,0.023071,0.023134,UNINIT,0.023071,UNINIT
g124919/Y,g113269_dup/B,0.083323,0.086666,0.083323,UNINIT,0.086666,UNINIT
g124919/Y,FE_OCPC793_n_22024/A,0.083323,0.086666,0.083323,UNINIT,0.086666,UNINIT
g124919/Y,g113269/B,0.083323,0.086666,0.083323,UNINIT,0.086666,UNINIT
g124919_dup/Y,g120573_dup/B,0.120555,0.126900,0.120555,UNINIT,0.126900,UNINIT
g124919_dup/Y,g107601__112731/A,0.120555,0.126900,0.120555,UNINIT,0.126900,UNINIT
g124919_dup/Y,g120573/B,0.120555,0.126900,0.120555,UNINIT,0.126900,UNINIT
g107883/Y,g90/B1,0.033132,0.033192,0.033132,UNINIT,0.033192,UNINIT
g90/Y,g119/A,0.071003,0.071258,0.071003,UNINIT,0.071258,UNINIT
g90/Y,g119_dup/A,0.071003,0.071258,0.071003,UNINIT,0.071258,UNINIT
g120383_dup/Y,g121/A,0.035808,0.035816,0.035808,UNINIT,0.035816,UNINIT
g120383/Y,g120/B2,0.116289,0.116145,0.116289,UNINIT,0.116145,UNINIT
g120383/Y,g120_dup/B2,0.116289,0.116145,0.116289,UNINIT,0.116145,UNINIT
g120383/Y,FE_OCPC18976_n_14855/A,0.116289,0.116145,0.116289,UNINIT,0.116145,UNINIT
g120383/Y,FE_OCPC18982_n_14855/A,0.116289,0.116145,0.116289,UNINIT,0.116145,UNINIT
g120383/Y,g107644__6260/A,0.116289,0.116145,0.116289,UNINIT,0.116145,UNINIT
g120/Y,g119/B,0.032208,0.035754,0.032208,UNINIT,0.035754,UNINIT
g120_dup/Y,g119_dup/B,0.051477,0.056970,0.051477,UNINIT,0.056970,UNINIT
FE_DBTC4_n_19067/Y,FE_OCPC822_FE_DBTN4_n_19067/A,0.075546,0.075454,0.075546,UNINIT,0.075454,UNINIT
FE_DBTC4_n_19067/Y,g120/A2,0.075546,0.075454,0.075546,UNINIT,0.075454,UNINIT
FE_DBTC4_n_19067/Y,g120_dup/A2,0.075546,0.075454,0.075546,UNINIT,0.075454,UNINIT
g121428/Y,g189/B,0.158721,0.158929,0.158721,UNINIT,0.158929,UNINIT
g121428/Y,g121426/B,0.158721,0.158929,0.158721,UNINIT,0.158929,UNINIT
g121428/Y,g113693/B,0.158721,0.158929,0.158721,UNINIT,0.158929,UNINIT
g121428/Y,FE_OFC1005_n_16504/A,0.158721,0.158929,0.158721,UNINIT,0.158929,UNINIT
FE_OCPC18980_n_19067/Y,g113269_dup/A,0.116198,0.118728,0.116198,UNINIT,0.118728,UNINIT
FE_OCPC18980_n_19067/Y,g113269/A,0.116198,0.118728,0.116198,UNINIT,0.118728,UNINIT
g333/Y,g113433_dup/A,0.082544,0.082789,0.082544,UNINIT,0.082789,UNINIT
g333/Y,g113433/A,0.082544,0.082789,0.082544,UNINIT,0.082789,UNINIT
g333/Y,FE_OCPC18973_n_19068/A,0.082544,0.082789,0.082544,UNINIT,0.082789,UNINIT
g107644__6260/Y,g107576__6783/B2,0.049552,0.049574,0.049552,UNINIT,0.049574,UNINIT
g107644__6260/Y,g107625/A,0.049552,0.049574,0.049552,UNINIT,0.049574,UNINIT
g113269_dup/Y,g113696/A1,0.021138,0.021070,0.021138,UNINIT,0.021070,UNINIT
FE_OCPC793_n_22024/Y,g118513/A,0.130700,0.129861,0.130700,UNINIT,0.129861,UNINIT
FE_OCPC793_n_22024/Y,g120574/A,0.130700,0.129861,0.130700,UNINIT,0.129861,UNINIT
g113269/Y,g125/B,0.048988,0.048860,0.048988,UNINIT,0.048860,UNINIT
g113269/Y,fopt112734/A,0.048988,0.048860,0.048988,UNINIT,0.048860,UNINIT
g113269/Y,FE_OCPC18974_n_4986/A,0.048988,0.048860,0.048988,UNINIT,0.048860,UNINIT
g120573_dup/Y,g120487/A,0.075166,0.075182,0.075166,UNINIT,0.075182,UNINIT
g107601__112731/Y,g120399/B,0.062956,0.059647,0.062956,UNINIT,0.059647,UNINIT
g107601__112731/Y,g113694/B,0.062956,0.059647,0.062956,UNINIT,0.059647,UNINIT
g120573/Y,g107552__1666/A,0.040917,0.040591,0.040917,UNINIT,0.040591,UNINIT
g120573/Y,g107553__7410/A,0.040917,0.040591,0.040917,UNINIT,0.040591,UNINIT
g119/Y,g107559__9945/B,0.023782,0.023794,0.023782,UNINIT,0.023794,UNINIT
g119_dup/Y,g107552__1666/B,0.049357,0.049194,0.049357,UNINIT,0.049194,UNINIT
g119_dup/Y,g113693/A,0.049357,0.049194,0.049357,UNINIT,0.049194,UNINIT
g121/Y,g120/A1,0.080049,0.080340,0.080049,UNINIT,0.080340,UNINIT
g121/Y,g120_dup/A1,0.080049,0.080340,0.080049,UNINIT,0.080340,UNINIT
FE_OCPC18976_n_14855/Y,g107563__5477/B,0.043749,0.043767,0.043749,UNINIT,0.043767,UNINIT
FE_OCPC18982_n_14855/Y,sbox1_alph_reg[0]/D,0.022691,0.022583,0.022691,UNINIT,0.022583,UNINIT
FE_OCPC822_FE_DBTN4_n_19067/Y,g125/C,0.190744,0.192204,0.190744,UNINIT,0.192204,UNINIT
FE_OCPC822_FE_DBTN4_n_19067/Y,g107601__112731/B,0.190744,0.192204,0.190744,UNINIT,0.192204,UNINIT
FE_OCPC822_FE_DBTN4_n_19067/Y,g113696/B,0.190744,0.192204,0.190744,UNINIT,0.192204,UNINIT
FE_OCPC822_FE_DBTN4_n_19067/Y,g107557__6417/B,0.190744,0.192204,0.190744,UNINIT,0.192204,UNINIT
g189/Y,g120491/A,0.052083,0.052271,0.052083,UNINIT,0.052271,UNINIT
g121426/Y,g120306/B,0.034074,0.037995,0.034074,UNINIT,0.037995,UNINIT
g113693/Y,g113690/B,0.031663,0.035355,0.031663,UNINIT,0.035355,UNINIT
FE_OFC1005_n_16504/Y,g107595__1705/B,0.074188,0.074080,0.074188,UNINIT,0.074080,UNINIT
FE_OFC1005_n_16504/Y,sbox1_ah_reg_reg[3]/D,0.074188,0.074080,0.074188,UNINIT,0.074080,UNINIT
g113433_dup/Y,g107560__7482/B,0.090323,0.089790,0.090323,UNINIT,0.089790,UNINIT
g113433_dup/Y,g173/A,0.090323,0.089790,0.090323,UNINIT,0.089790,UNINIT
g113433_dup/Y,FE_OCPC19084_FE_RN_10/A,0.090323,0.089790,0.090323,UNINIT,0.089790,UNINIT
g113433_dup/Y,g107558__112802/A,0.090323,0.089790,0.090323,UNINIT,0.089790,UNINIT
g113433/Y,g107559__9945/A,0.024429,0.024235,0.024429,UNINIT,0.024235,UNINIT
FE_OCPC18973_n_19068/Y,g113435/B,0.044383,0.040159,0.044383,UNINIT,0.040159,UNINIT
g107576__6783/Y,g107550__6161/B,0.041555,0.037181,0.041555,UNINIT,0.037181,UNINIT
g107625/Y,g107576__6783/A1,0.017082,0.017090,0.017082,UNINIT,0.017090,UNINIT
g113696/Y,g113695/A,0.012921,0.012815,0.012921,UNINIT,0.012815,UNINIT
g118513/Y,sbox1_alph_reg[1]/D,0.027346,0.027242,0.027346,UNINIT,0.027242,UNINIT
g120574/Y,FE_OFC431_n_4301/A,0.040104,0.040113,0.040104,UNINIT,0.040113,UNINIT
g125/Y,g113695/B,0.030234,0.030249,0.030234,UNINIT,0.030249,UNINIT
fopt112734/Y,g107574__5107/A,0.017684,0.017536,0.017684,UNINIT,0.017536,UNINIT
fopt112734/Y,g107563__5477/A,0.017684,0.017536,0.017684,UNINIT,0.017536,UNINIT
FE_OCPC18974_n_4986/Y,sbox1_ah_reg_reg[0]/D,0.029862,0.029750,0.029862,UNINIT,0.029750,UNINIT
g120487/Y,g120492/B,0.075657,0.075562,0.075657,UNINIT,0.075562,UNINIT
g120487/Y,sbox1_ah_reg_reg[1]/D,0.075657,0.075562,0.075657,UNINIT,0.075562,UNINIT
g120399/Y,g120398/B,0.035719,0.039844,0.035719,UNINIT,0.039844,UNINIT
g113694/Y,g107536__8428/A,0.049975,0.050155,0.049975,UNINIT,0.050155,UNINIT
g107552__1666/Y,g120400/A,0.079917,0.080194,0.079917,UNINIT,0.080194,UNINIT
g107553__7410/Y,g107542__5122/A,0.043535,0.043694,0.043535,UNINIT,0.043694,UNINIT
g107559__9945/Y,g112778/B,0.038677,0.043018,0.038677,UNINIT,0.043018,UNINIT
g107563__5477/Y,g107542__5122/B,0.042595,0.047327,0.042595,UNINIT,0.047327,UNINIT
g107557__6417/Y,sbox1_alph_reg[3]/D,0.029004,0.028956,0.029004,UNINIT,0.028956,UNINIT
g120491/Y,g120490/B,0.043505,0.048409,0.043505,UNINIT,0.048409,UNINIT
g120306/Y,g120399/A,0.018771,0.018700,0.018771,UNINIT,0.018700,UNINIT
g113690/Y,g113689/A,0.032099,0.032220,0.032099,UNINIT,0.032220,UNINIT
g107595__1705/Y,g107550__6161/A,0.032637,0.032514,0.032637,UNINIT,0.032514,UNINIT
g107560__7482/Y,g107544__1617/B,0.038360,0.042742,0.038360,UNINIT,0.042742,UNINIT
g173/Y,g120398/A,0.041105,0.041257,0.041105,UNINIT,0.041257,UNINIT
FE_OCPC19084_FE_RN_10/Y,FE_OFC1003_FE_OCPN19084_FE_RN_10/A,0.009746,0.009753,0.009746,UNINIT,0.009753,UNINIT
g107558__112802/Y,g107537__2802/A,0.041694,0.041848,0.041694,UNINIT,0.041848,UNINIT
g113435/Y,sbox1_alph_reg[2]/D,0.054258,0.054176,0.054258,UNINIT,0.054176,UNINIT
g107550__6161/Y,g107537__2802/B,0.046498,0.051590,0.046498,UNINIT,0.051590,UNINIT
g113695/Y,g113689/B,0.043708,0.048584,0.043708,UNINIT,0.048584,UNINIT
FE_OFC431_n_4301/Y,g107544__1617/A,0.040252,0.040402,0.040252,UNINIT,0.040402,UNINIT
g107574__5107/Y,g120400/B,0.045949,0.051045,0.045949,UNINIT,0.051045,UNINIT
g120492/Y,g120491/B,0.039763,0.044232,0.039763,UNINIT,0.044232,UNINIT
g120398/Y,g120397/A,0.043466,0.043625,0.043466,UNINIT,0.043625,UNINIT
g107536__8428/Y,g120490/A,0.062666,0.062886,0.062666,UNINIT,0.062886,UNINIT
g120400/Y,g120397/B,0.029046,0.032472,0.029046,UNINIT,0.032472,UNINIT
g107542__5122/Y,g107534__4319/B,0.035416,0.039508,0.035416,UNINIT,0.039508,UNINIT
g112778/Y,g107536__8428/B,0.073026,0.080380,0.073026,UNINIT,0.080380,UNINIT
g120490/Y,sbox1_to_invert_reg[2]/D,0.019022,0.018987,0.019022,UNINIT,0.018987,UNINIT
g113689/Y,g107533__6260/A,0.051381,0.051567,0.051381,UNINIT,0.051567,UNINIT
g107544__1617/Y,g107533__6260/B,0.028742,0.032134,0.028742,UNINIT,0.032134,UNINIT
FE_OFC1003_FE_OCPN19084_FE_RN_10/Y,sbox1_ah_reg_reg[2]/D,0.043074,0.043007,0.043074,UNINIT,0.043007,UNINIT
g107537__2802/Y,g107534__4319/A,0.041685,0.041839,0.041685,UNINIT,0.041839,UNINIT
g120397/Y,sbox1_to_invert_reg[1]/D,0.034309,0.034252,0.034309,UNINIT,0.034252,UNINIT
g107534__4319/Y,sbox1_to_invert_reg[0]/D,0.043440,0.043372,0.043440,UNINIT,0.043372,UNINIT
g107533__6260/Y,sbox1_to_invert_reg[3]/D,0.044208,0.044139,0.044208,UNINIT,0.044139,UNINIT
sbox1_to_invert_reg[0]/QN,g112920/B,0.110873,0.110770,0.110873,UNINIT,0.110770,UNINIT
sbox1_to_invert_reg[0]/QN,g111524/A,0.110873,0.110770,0.110873,UNINIT,0.110770,UNINIT
sbox1_to_invert_reg[0]/QN,g111140/B,0.110873,0.110770,0.110873,UNINIT,0.110770,UNINIT
g112920/Y,g113437/A,0.093902,0.092665,0.093902,UNINIT,0.092665,UNINIT
g111524/Y,g111347/B,0.192552,0.192490,0.192552,UNINIT,0.192490,UNINIT
g111524/Y,g111509/A,0.192552,0.192490,0.192552,UNINIT,0.192490,UNINIT
g111524/Y,g111134/A2,0.192552,0.192490,0.192552,UNINIT,0.192490,UNINIT
g111140/Y,fopt112426/A,0.094193,0.094389,0.094193,UNINIT,0.094389,UNINIT
g111140/Y,g110829/B2,0.094193,0.094389,0.094193,UNINIT,0.094389,UNINIT
g111140/Y,FE_OCPC19053_n_501/A,0.094193,0.094389,0.094193,UNINIT,0.094389,UNINIT
g113437/Y,g112917/A,0.075434,0.073488,0.075434,UNINIT,0.073488,UNINIT
g113437/Y,g112921/B,0.075434,0.073488,0.075434,UNINIT,0.073488,UNINIT
g111347/Y,g110831/A,0.053097,0.052905,0.053097,UNINIT,0.052905,UNINIT
g111509/Y,g118521/A,0.072682,0.072926,0.072682,UNINIT,0.072926,UNINIT
g111509/Y,g111133/A2,0.072682,0.072926,0.072682,UNINIT,0.072926,UNINIT
g111509/Y,g111134/B2,0.072682,0.072926,0.072682,UNINIT,0.072926,UNINIT
g111134/Y,g117910_dup/B1,0.054977,0.054853,0.054977,UNINIT,0.054853,UNINIT
g111134/Y,g110994/B,0.054977,0.054853,0.054977,UNINIT,0.054853,UNINIT
g111134/Y,g111048/A,0.054977,0.054853,0.054977,UNINIT,0.054853,UNINIT
g111134/Y,g117910/B1,0.054977,0.054853,0.054977,UNINIT,0.054853,UNINIT
fopt112426/Y,g110829/A1,0.044099,0.043911,0.044099,UNINIT,0.043911,UNINIT
g110829/Y,g110817/A,0.040357,0.042478,0.040357,UNINIT,0.042478,UNINIT
g110829/Y,g110514/A,0.040357,0.042478,0.040357,UNINIT,0.042478,UNINIT
FE_OCPC19053_n_501/Y,g118054/A,0.085525,0.084410,0.085525,UNINIT,0.084410,UNINIT
g112917/Y,g110312/A,0.068630,0.068107,0.068630,UNINIT,0.068107,UNINIT
g112917/Y,g110317/A,0.068630,0.068107,0.068630,UNINIT,0.068107,UNINIT
g112917/Y,g110319/A,0.068630,0.068107,0.068630,UNINIT,0.068107,UNINIT
g112921/Y,g110470/B,0.121427,0.121182,0.121427,UNINIT,0.121182,UNINIT
g112921/Y,g110471/A,0.121427,0.121182,0.121427,UNINIT,0.121182,UNINIT
g112921/Y,g110472/B,0.121427,0.121182,0.121427,UNINIT,0.121182,UNINIT
g112921/Y,g110473/B,0.121427,0.121182,0.121427,UNINIT,0.121182,UNINIT
g112921/Y,g110474/B,0.121427,0.121182,0.121427,UNINIT,0.121182,UNINIT
g110831/Y,g110515_dup/A1,0.052445,0.052365,0.052445,UNINIT,0.052365,UNINIT
g110831/Y,g110493/A2,0.052445,0.052365,0.052445,UNINIT,0.052365,UNINIT
g110831/Y,FE_OCPC19052_n_716/A,0.052445,0.052365,0.052445,UNINIT,0.052365,UNINIT
g110831/Y,g110515/A1,0.052445,0.052365,0.052445,UNINIT,0.052365,UNINIT
g118521/Y,g112917/B,0.046418,0.051771,0.046418,UNINIT,0.051771,UNINIT
g111133/Y,g118054/B,0.051763,0.049412,0.051763,UNINIT,0.049412,UNINIT
g117910_dup/Y,g110325/B,0.099071,0.099076,0.099071,UNINIT,0.099076,UNINIT
g117910_dup/Y,g110331/B,0.099071,0.099076,0.099071,UNINIT,0.099076,UNINIT
g110994/Y,g110409/A1,0.075678,0.075683,0.075678,UNINIT,0.075683,UNINIT
g110994/Y,g110493/A1,0.075678,0.075683,0.075678,UNINIT,0.075683,UNINIT
g110994/Y,g110514/B,0.075678,0.075683,0.075678,UNINIT,0.075683,UNINIT
g111048/Y,g117910_dup/A1,0.039412,0.039417,0.039412,UNINIT,0.039417,UNINIT
g111048/Y,g117910/A1,0.039412,0.039417,0.039412,UNINIT,0.039417,UNINIT
g117910/Y,g110314/A,0.120012,0.118876,0.120012,UNINIT,0.118876,UNINIT
g117910/Y,g110333/A,0.120012,0.118876,0.120012,UNINIT,0.118876,UNINIT
g117910/Y,g110335/A,0.120012,0.118876,0.120012,UNINIT,0.118876,UNINIT
g117910/Y,g110408/A,0.120012,0.118876,0.120012,UNINIT,0.118876,UNINIT
g110817/Y,g110515_dup/A2,0.037078,0.037043,0.037078,UNINIT,0.037043,UNINIT
g110817/Y,g110515/A2,0.037078,0.037043,0.037078,UNINIT,0.037043,UNINIT
g110514/Y,g110311/A,0.948925,0.948925,0.948925,UNINIT,0.948925,UNINIT
g110514/Y,g110315/A,0.948925,0.948925,0.948925,UNINIT,0.948925,UNINIT
g110514/Y,g110321/A,0.948925,0.948925,0.948925,UNINIT,0.948925,UNINIT
g110514/Y,g110326/A,0.948925,0.948925,0.948925,UNINIT,0.948925,UNINIT
g110514/Y,g110327/B,0.948925,0.948925,0.948925,UNINIT,0.948925,UNINIT
g110514/Y,g110478/A,0.948925,0.948925,0.948925,UNINIT,0.948925,UNINIT
g110514/Y,FE_OCPC19063_n_1056/A,0.948925,0.948925,0.948925,UNINIT,0.948925,UNINIT
g118054/Y,g118053/A,0.018097,0.018029,0.018097,UNINIT,0.018029,UNINIT
g110312/Y,g57/A,0.059951,0.062108,0.059951,UNINIT,0.062108,UNINIT
g110317/Y,g117979/B,0.033360,0.037218,0.033360,UNINIT,0.037218,UNINIT
g110319/Y,g110250/B,0.029733,0.033226,0.029733,UNINIT,0.033226,UNINIT
g110470/Y,g113506/B,0.013759,0.015401,0.013759,UNINIT,0.015401,UNINIT
g110471/Y,g110237/A,0.049694,0.051503,0.049694,UNINIT,0.051503,UNINIT
g110472/Y,g110217/A,0.038128,0.038268,0.038128,UNINIT,0.038268,UNINIT
g110473/Y,g110238/A,0.034886,0.034755,0.034886,UNINIT,0.034755,UNINIT
g110474/Y,g110240/A,0.029741,0.030820,0.029741,UNINIT,0.030820,UNINIT
g110515_dup/Y,g118520/B,0.765515,0.765515,0.765515,UNINIT,0.765515,UNINIT
g110515_dup/Y,g110316/A,0.765515,0.765515,0.765515,UNINIT,0.765515,UNINIT
g110515_dup/Y,g110318/B,0.765515,0.765515,0.765515,UNINIT,0.765515,UNINIT
g110515_dup/Y,g110323/A,0.765515,0.765515,0.765515,UNINIT,0.765515,UNINIT
g110515_dup/Y,g110329/A,0.765515,0.765515,0.765515,UNINIT,0.765515,UNINIT
g110515_dup/Y,g110330/A,0.765515,0.765515,0.765515,UNINIT,0.765515,UNINIT
g110493/Y,g110409/B,0.019923,0.019833,0.019923,UNINIT,0.019833,UNINIT
FE_OCPC19052_n_716/Y,g110409/A2,0.019110,0.019078,0.019110,UNINIT,0.019078,UNINIT
g110515/Y,g110322/A,0.140379,0.138747,0.140379,UNINIT,0.138747,UNINIT
g110515/Y,g110324/A,0.140379,0.138747,0.140379,UNINIT,0.138747,UNINIT
g110325/Y,g110245/B,0.060341,0.061072,0.060341,UNINIT,0.061072,UNINIT
g110331/Y,g110216/B,0.037209,0.033250,0.037209,UNINIT,0.033250,UNINIT
g110409/Y,g110241/A,0.034102,0.033973,0.034102,UNINIT,0.033973,UNINIT
g110314/Y,g117978/A,0.018838,0.018910,0.018838,UNINIT,0.018910,UNINIT
g110333/Y,g110232/A,0.090094,0.093285,0.090094,UNINIT,0.093285,UNINIT
g110335/Y,g113506/A,0.019489,0.019562,0.019489,UNINIT,0.019562,UNINIT
g110408/Y,g110217/B,0.030800,0.034393,0.030800,UNINIT,0.034393,UNINIT
g110311/Y,g118509/A,0.062686,0.062912,0.062686,UNINIT,0.062912,UNINIT
g110315/Y,g117978/B,0.035763,0.039886,0.035763,UNINIT,0.039886,UNINIT
g110321/Y,g110239/B,0.030432,0.033994,0.030432,UNINIT,0.033994,UNINIT
g110326/Y,g110216/A,0.017428,0.017362,0.017428,UNINIT,0.017362,UNINIT
g110327/Y,g110245/A,0.060717,0.062894,0.060717,UNINIT,0.062894,UNINIT
g110478/Y,g28/B,0.036303,0.036295,0.036303,UNINIT,0.036295,UNINIT
FE_OCPC19063_n_1056/Y,g110334/A,0.017923,0.017667,0.017923,UNINIT,0.017667,UNINIT
g118053/Y,g110313/A,0.036685,0.036383,0.036685,UNINIT,0.036383,UNINIT
g118053/Y,g113781/A,0.036685,0.036383,0.036685,UNINIT,0.036383,UNINIT
g57/Y,g56/B,0.075206,0.067589,0.075206,UNINIT,0.067589,UNINIT
g117979/Y,g117977/B,0.052949,0.052806,0.052949,UNINIT,0.052806,UNINIT
g110250/Y,g113063/A,0.038336,0.041808,0.038336,UNINIT,0.041808,UNINIT
g113506/Y,g113505/A,0.056609,0.058653,0.056609,UNINIT,0.058653,UNINIT
g110237/Y,g118434_dup/A,0.104936,0.107232,0.104936,UNINIT,0.107232,UNINIT
g110237/Y,g118434/A,0.104936,0.107232,0.104936,UNINIT,0.107232,UNINIT
g110217/Y,g109979/B,0.097123,0.098258,0.097123,UNINIT,0.098258,UNINIT
g110238/Y,g109986/B,0.069181,0.068995,0.069181,UNINIT,0.068995,UNINIT
