cell,type,class,sx,sy,px,py
FE_OFC397_n_12937,BUFx4f_ASAP7_75t_L,core,432,270,10404,5058
FE_OFC396_n_12937,BUFx2_ASAP7_75t_L,core,270,270,9972,4788
FE_OFC395_n_12937,BUFx2_ASAP7_75t_L,core,270,270,4896,11808
FE_OFC394_n_12937,INVx1_ASAP7_75t_L,core,162,270,3438,4788
FE_OFC393_n_12937,BUFx2_ASAP7_75t_L,core,270,270,10134,5058
FE_OFC392_n_12937,INVx2_ASAP7_75t_L,core,216,270,11700,6138
FE_OFC391_n_12937,INVx2_ASAP7_75t_L,core,216,270,11916,6138
FE_OFC390_n_12937,INVx6_ASAP7_75t_SL,core,432,270,9702,6138
FE_OFC389_n_12937,INVx3_ASAP7_75t_L,core,270,270,5652,11538
FE_OFC388_n_12937,INVx1_ASAP7_75t_L,core,162,270,5976,11538
FE_OFC387_n_12937,INVx1_ASAP7_75t_L,core,162,270,9540,6138
FE_OFC386_n_12937,INVx4_ASAP7_75t_L,core,324,270,5922,8568
FE_OFC385_n_12937,INVx1_ASAP7_75t_L,core,162,270,4950,5328
FE_OFC384_FE_DBTN18_n_14989,BUFx12f_ASAP7_75t_SL,core,972,270,7164,10458
FE_OFC381_n_14927,INVx2_ASAP7_75t_SL,core,216,270,11916,13968
FE_OFC380_n_7951,INVx2_ASAP7_75t_SL,core,216,270,9054,11538
FE_OFC379_n_7951,BUFx6f_ASAP7_75t_L,core,540,270,9108,11268
FE_OFC378_n_7951,BUFx6f_ASAP7_75t_L,core,540,270,9108,9648
FE_OFC377_n_7351,INVx3_ASAP7_75t_SL,core,270,270,10458,12888
FE_OFC376_n_19453,INVx1_ASAP7_75t_SL,core,162,270,12780,7758
FE_OFC375_n_3939,INVx2_ASAP7_75t_SL,core,216,270,12888,11538
FE_OFC374_n_740,INVx1_ASAP7_75t_L,core,162,270,6894,13968
FE_OFC373_n_809,INVx1_ASAP7_75t_L,core,162,270,6300,15588
FE_OFC372_n_8467,INVx1_ASAP7_75t_L,core,162,270,17802,10188
FE_OFC371_n_739,INVx1_ASAP7_75t_L,core,162,270,3438,4248
FE_OFC370_n_9306,INVx1_ASAP7_75t_L,core,162,270,3600,4248
FE_OFC369_n_3568,INVx1_ASAP7_75t_L,core,162,270,10026,13698
FE_OFC368_n_3568,BUFx3_ASAP7_75t_L,core,324,270,9486,12078
FE_OFC367_n_3568,BUFx3_ASAP7_75t_L,core,324,270,10458,11808
FE_OFC366_n_4719,INVx2_ASAP7_75t_L,core,216,270,15642,8568
FE_OFC365_n_14199,INVx3_ASAP7_75t_SL,core,270,270,10188,9918
FE_OFC364_FE_RN_3,BUFx3_ASAP7_75t_SL,core,324,270,8352,9378
FE_OFC363_FE_OCPN13079_FE_OFN85_n_12937,INVx1_ASAP7_75t_L,core,162,270,9810,4788
FE_OFC362_n_3713,INVx1_ASAP7_75t_L,core,162,270,16128,5868
FE_OFC361_n_13412,INVx1_ASAP7_75t_L,core,162,270,10350,10458
FE_OFC360_n_11974,INVx1_ASAP7_75t_L,core,162,270,9162,5328
FE_OFC359_n_568,INVx1_ASAP7_75t_L,core,162,270,10944,9918
FE_OFC358_n_568,INVx2_ASAP7_75t_L,core,216,270,10836,5058
FE_OFC357_n_19485,INVx2_ASAP7_75t_SL,core,216,270,8838,16668
FE_OFC356_n_9055,INVx1_ASAP7_75t_L,core,162,270,3924,12888
FE_OFC355_n_9055,INVx3_ASAP7_75t_SL,core,270,270,3708,13158
FE_OFC354_n_7811,HB1xp67_ASAP7_75t_SL,core,216,270,4572,4518
FE_OFC353_n_7811,INVx4_ASAP7_75t_SL,core,324,270,5436,5058
FE_OFC352_n_980,INVx2_ASAP7_75t_L,core,216,270,16884,18558
FE_OFC351_n_980,BUFx4f_ASAP7_75t_SL,core,432,270,16938,16398
FE_OFC350_n_980,INVx2_ASAP7_75t_SL,core,216,270,15588,16398
FE_OFC349_n_980,BUFx3_ASAP7_75t_SL,core,324,270,15642,16128
FE_OFC348_n_14171,INVx3_ASAP7_75t_SL,core,270,270,11430,8568
FE_OFC347_n_2472,INVx4_ASAP7_75t_SL,core,324,270,3114,15318
FE_OFC346_n_2472,BUFx3_ASAP7_75t_SL,core,324,270,2952,13158
FE_OFC345_FE_DBTN4_n_14147,BUFx3_ASAP7_75t_L,core,324,270,15372,4248
FE_OFC344_n_19492,BUFx6f_ASAP7_75t_SL,core,540,270,15804,16668
FE_OFC343_n_19492,INVx1_ASAP7_75t_SL,core,162,270,15804,15588
FE_OFC342_n_19492,BUFx2_ASAP7_75t_SL,core,270,270,15534,15588
FE_OFC341_n_4340,INVx3_ASAP7_75t_SL,core,270,270,7812,4788
FE_OFC340_n_4340,INVx1_ASAP7_75t_L,core,162,270,7434,5058
FE_OFC339_n_4340,BUFx6f_ASAP7_75t_SL,core,540,270,7272,4788
FE_OFC338_n_12994,BUFx3_ASAP7_75t_SL,core,324,270,16344,16398
FE_OFC337_n_12994,INVx3_ASAP7_75t_SL,core,270,270,16290,15588
FE_OFC336_n_12994,HB1xp67_ASAP7_75t_L,core,216,270,15156,15858
FE_OFC335_FE_DBTN48_n_1050,BUFx3_ASAP7_75t_L,core,324,270,18774,5328
FE_OFC334_n_19231,INVx2_ASAP7_75t_SL,core,216,270,14886,5058
FE_OFC333_n_19231,BUFx3_ASAP7_75t_SL,core,324,270,13698,4788
FE_OFC332_FE_RN_39,BUFx6f_ASAP7_75t_SL,core,540,270,17154,12348
FE_OFC331_FE_RN_39,INVx2_ASAP7_75t_SL,core,216,270,16884,12348
FE_OFC330_n_12445,INVx6_ASAP7_75t_SL,core,432,270,5706,19098
FE_OFC329_n_12445,BUFx3_ASAP7_75t_SL,core,324,270,8082,17478
FE_OFC328_n_12445,BUFx6f_ASAP7_75t_SL,core,540,270,7866,16668
FE_OFC327_n_14173,INVx2_ASAP7_75t_L,core,216,270,18072,8298
FE_OFC326_n_12048,INVx2_ASAP7_75t_SL,core,216,270,5760,18288
FE_OFC325_n_12048,BUFx2_ASAP7_75t_L,core,270,270,5814,17208
FE_OFC324_n_14152,INVx1_ASAP7_75t_L,core,162,270,17478,3978
FE_OFC323_n_1386,INVx1_ASAP7_75t_L,core,162,270,19530,7218
FE_OFC322_n_18595,INVx3_ASAP7_75t_SL,core,270,270,6894,4788
FE_OFC321_n_18595,INVx2_ASAP7_75t_SL,core,216,270,6624,5328
FE_OFC320_n_18595,INVx3_ASAP7_75t_SL,core,270,270,6840,5328
FE_OFC319_n_19314,INVxp67_ASAP7_75t_SL,core,162,270,6732,1548
FE_OFC314_n_16170,INVx3_ASAP7_75t_SL,core,270,270,15318,3438
FE_OFC313_FE_RN_27,INVx1_ASAP7_75t_SL,core,162,270,5760,5058
FE_OFC312_FE_OCPN13062_FE_DBTN17_n_4461,INVx1_ASAP7_75t_L,core,162,270,16182,14508
FE_OFC311_n_16169,INVx1_ASAP7_75t_SL,core,162,270,14616,2898
FE_OFC310_n_3052,INVx2_ASAP7_75t_SL,core,216,270,6840,16938
FE_OFC309_FE_RN_32,INVx3_ASAP7_75t_SL,core,270,270,16668,16398
FE_OFC308_n_7279,INVx2_ASAP7_75t_SL,core,216,270,3492,7758
FE_OFC307_n_1803,INVx1_ASAP7_75t_L,core,162,270,2844,6138
FE_OFC306_n_4794,INVx3_ASAP7_75t_SL,core,270,270,18288,15318
FE_OFC305_n_913,INVx1_ASAP7_75t_L,core,162,270,1872,8568
FE_OFC304_n_19233,INVx1_ASAP7_75t_L,core,162,270,16020,5058
FE_OFC303_n_19318,INVx1_ASAP7_75t_SL,core,162,270,4842,2088
FE_OFC302_n_1550,INVx2_ASAP7_75t_SL,core,216,270,18180,12618
FE_OFC301_n_3512,INVx1_ASAP7_75t_L,core,162,270,17694,6408
FE_OFC300_n_1470,INVx2_ASAP7_75t_SL,core,216,270,18990,7488
FE_OFC299_n_1473,INVx2_ASAP7_75t_L,core,216,270,16668,18558
FE_OFC298_n_1510,INVx1_ASAP7_75t_L,core,162,270,2628,8568
FE_OFC297_n_1831,INVx1_ASAP7_75t_SL,core,162,270,17748,18558
FE_OFC296_n_4757,INVx1_ASAP7_75t_SL,core,162,270,17100,3168
FE_OFC295_n_1131,INVx1_ASAP7_75t_L,core,162,270,5328,18558
FE_OFC294_n_1131,BUFx6f_ASAP7_75t_SL,core,540,270,4734,19098
FE_OCPC455_n_18147,BUFx2_ASAP7_75t_SL,core,270,270,16020,13158
g55171_dup,OAI21xp5_ASAP7_75t_SL,core,270,270,13266,12078
g50518_dup,NAND4xp75_ASAP7_75t_SL,core,756,270,3600,5058
FE_OCPC292_n_846,HB1xp67_ASAP7_75t_L,core,216,270,6138,12348
FE_OCPC291_n_846,BUFx2_ASAP7_75t_SL,core,270,270,4950,12078
FE_OCPC454_n_15865,HB1xp67_ASAP7_75t_L,core,216,270,10728,7218
g44332_dup,OAI21x1_ASAP7_75t_SL,core,432,270,12294,11268
g41345__1881_dup,NAND2x2_ASAP7_75t_SL,core,540,270,18234,18828
g43962_dup1,AO22x2_ASAP7_75t_SL,core,540,270,2250,15318
FE_DBTC18_n_14989_dup1,INVx6_ASAP7_75t_SL,core,432,270,6732,5868
g47098_dup,OA21x2_ASAP7_75t_SL,core,378,270,15318,11268
g55154_dup,OAI21xp5_ASAP7_75t_SL,core,270,270,17640,17478
FE_OCPC289_n_8119,BUFx2_ASAP7_75t_SL,core,270,270,17802,6678
FE_OCPC288_FE_OFN51_n_12937,BUFx4f_ASAP7_75t_L,core,432,270,13320,10998
FE_OCPC287_stage1_iter_0,INVx1_ASAP7_75t_L,core,162,270,4788,5598
FE_OCPC286_stage1_iter_0,INVx2_ASAP7_75t_SL,core,216,270,4572,5598
FE_OCPC285_stage1_iter_0,BUFx4f_ASAP7_75t_L,core,432,270,4788,5058
FE_OCPC284_stage1_iter_0,INVx2_ASAP7_75t_SL,core,216,270,5220,5058
g46538_dup,XNOR2x1_ASAP7_75t_SL,core,648,270,7110,11808
g41107__46582_dup,NOR2x1p5_ASAP7_75t_SL,core,432,270,4680,6678
g59_dup,NAND3xp33_ASAP7_75t_SL,core,270,270,10998,10188
FE_OCPC279_n_13998,BUFx3_ASAP7_75t_SL,core,324,270,4626,7488
FE_OCPC278_n_4332,HB1xp67_ASAP7_75t_L,core,216,270,7488,9108
FE_OCPC450_stage1_iter_1,BUFx2_ASAP7_75t_SL,core,270,270,4140,6408
g41382__53223_dup,AND2x4_ASAP7_75t_SL,core,540,270,17370,14508
FE_OCPC266_n_12937,BUFx12f_ASAP7_75t_SL,core,972,270,5112,5328
g47263_dup,AO22x2_ASAP7_75t_SL,core,540,270,11484,15858
g65_dup,NAND4xp75_ASAP7_75t_SL,core,756,270,15642,13968
g317_dup,AO22x2_ASAP7_75t_SL,core,540,270,7542,15048
g41007__55632_dup,NAND2xp5_ASAP7_75t_SL,core,216,270,16722,18288
g41530__5122_dup,XNOR2x2_ASAP7_75t_SL,core,594,270,12294,9918
g46194_dup,AND2x4_ASAP7_75t_SL,core,540,270,1332,7488
g47837_dup,NAND3xp33_ASAP7_75t_SL,core,270,270,11592,12348
FE_OCPC264_n_18600,BUFx3_ASAP7_75t_SL,core,324,270,5652,3708
FE_OCPC263_FE_OFN88_n_12937,BUFx2_ASAP7_75t_L,core,270,270,14940,9918
g52487_dup,OA21x2_ASAP7_75t_SL,core,378,270,13266,11808
g45939_dup,NOR3xp33_ASAP7_75t_SL,core,270,270,5004,16668
g47251_dup,AO21x2_ASAP7_75t_SL,core,378,270,5112,19368
g41637__52763_dup1,XOR2x2_ASAP7_75t_SL,core,594,270,6516,8298
g47739_dup,OA21x2_ASAP7_75t_SL,core,378,270,8730,9648
g46642_dup,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,17208,5868
g51568_dup,XOR2x2_ASAP7_75t_SL,core,594,270,5598,13968
g40694__50150_dup,AOI33xp33_ASAP7_75t_SL,core,432,270,6624,17748
g41741__5115_dup,OAI211xp5_ASAP7_75t_SL,core,324,270,9810,12888
g51480_dup,AND2x4_ASAP7_75t_SL,core,540,270,5922,8028
FE_OCPC219_n_13021_dup,INVx5_ASAP7_75t_SL,core,378,270,15156,16668
g43953_dup,AND2x2_ASAP7_75t_SL,core,324,270,1926,6138
FE_OCPC448_n_4637,HB1xp67_ASAP7_75t_L,core,216,270,15210,12348
FE_OCPC447_n_16513,BUFx3_ASAP7_75t_SL,core,324,270,19854,13428
FE_OCPC260_n_4521_dup,INVx3_ASAP7_75t_SL,core,270,270,7218,8298
g40657__6161_dup,OAI211xp5_ASAP7_75t_SL,core,324,270,17100,6678
FE_OCPC261_FE_DBTN22_n_16162,BUFx2_ASAP7_75t_SL,core,270,270,13482,3978
FE_OCPC260_n_4521,INVx2_ASAP7_75t_SL,core,216,270,7812,8028
FE_OFC113_n_16141_dup,BUFx6f_ASAP7_75t_SL,core,540,270,3708,9108
g41640__52764_dup,XOR2x2_ASAP7_75t_SL,core,594,270,5652,9648
g40753__1705_dup,OAI21xp5_ASAP7_75t_SL,core,270,270,4194,8298
FE_OCPC259_11884,BUFx2_ASAP7_75t_L,core,270,270,16614,16938
g41793__5526_dup,NAND2xp5_ASAP7_75t_SL,core,216,270,12726,6948
g41633__9945_dup,XOR2x2_ASAP7_75t_SL,core,594,270,12456,5598
FE_OCPC258_FE_DBTN17_n_4461,BUFx2_ASAP7_75t_SL,core,270,270,16182,13698
FE_OCPC257_FE_DBTN47_n_20017,BUFx3_ASAP7_75t_L,core,324,270,18342,17208
FE_OCPC255_FE_DBTN8_n_12531,BUFx2_ASAP7_75t_L,core,270,270,19584,5868
FE_OCPC254_FE_OFN84_n_12937,HB1xp67_ASAP7_75t_L,core,216,270,5166,11538
FE_OCPC253_FE_OFN84_n_12937,BUFx6f_ASAP7_75t_L,core,540,270,6300,10728
FE_OCPC252_n_848,BUFx2_ASAP7_75t_SL,core,270,270,10620,15048
FE_OCPC438_n_4180,HB1xp67_ASAP7_75t_L,core,216,270,10782,8568
FE_OCPC250_n_13584,BUFx3_ASAP7_75t_SL,core,324,270,13860,4248
FE_OCPC437_n_2957,BUFx2_ASAP7_75t_SL,core,270,270,5598,3438
g41021__2398_dup,NAND2x1p5_ASAP7_75t_SL,core,432,270,16884,18828
FE_OCPC436_n_19461,HB1xp67_ASAP7_75t_L,core,216,270,11916,9378
FE_OCPC435_FE_OFN87_n_12937,HB1xp67_ASAP7_75t_L,core,216,270,14724,9918
g318_dup1,XNOR2x2_ASAP7_75t_SL,core,594,270,14670,14508
FE_OCPC249_FE_DBTN41_n_930,BUFx3_ASAP7_75t_SL,core,324,270,17316,5328
FE_OCPC248_n_12965,BUFx3_ASAP7_75t_SL,core,324,270,2520,8298
FE_OCPC247_n_4750,BUFx2_ASAP7_75t_SL,core,270,270,14454,9918
g639_dup,OAI21xp5_ASAP7_75t_SL,core,270,270,2196,6678
FE_OCPC246_n_910,BUFx2_ASAP7_75t_SL,core,270,270,18288,8568
FE_OCPC433_n_13056,HB1xp67_ASAP7_75t_L,core,216,270,12456,10458
g97_dup,NAND3xp33_ASAP7_75t_SL,core,270,270,9648,12348
FE_OCPC245_n_9615,BUFx2_ASAP7_75t_L,core,270,270,14022,4788
g40930__1617_dup,NAND3xp33_ASAP7_75t_SL,core,270,270,1548,6948
FE_OCPC432_n_8474,HB1xp67_ASAP7_75t_L,core,216,270,11214,14778
FE_OCPC431_FE_OFN88_n_12937,BUFx2_ASAP7_75t_L,core,270,270,16884,11268
FE_OCPC430_FE_OFN50_FE_DBTN20_n_12937,BUFx2_ASAP7_75t_L,core,270,270,12510,17208
FE_OCPC429_FE_OFN93_n_12937,BUFx2_ASAP7_75t_L,core,270,270,14022,11268
g41247__52792_dup,OR2x2_ASAP7_75t_SL,core,324,270,14184,4248
g318_dup,XNOR2x2_ASAP7_75t_SL,core,594,270,14076,14508
g44487_dup,XNOR2x1_ASAP7_75t_SL,core,648,270,16128,12348
g41644__47477_dup,XNOR2x2_ASAP7_75t_SL,core,594,270,6192,12618
FE_OCPC428_FE_RN_23,HB1xp67_ASAP7_75t_SL,core,216,270,10890,13158
g140_dup,INVx2_ASAP7_75t_SL,core,216,270,5328,4518
g41129__4319_dup,OR2x2_ASAP7_75t_SL,core,324,270,19422,15318
g41643__6161_dup1,XNOR2x1_ASAP7_75t_SL,core,648,270,10998,15588
g44140_dup,NAND2x1p5_ASAP7_75t_SL,core,432,270,4788,18018
g41261__50575_dup,AND2x4_ASAP7_75t_SL,core,540,270,16560,15588
g41641__2883_dup,XOR2x2_ASAP7_75t_SL,core,594,270,13806,8838
g41358__9945_dup,OR2x2_ASAP7_75t_SL,core,324,270,3600,14778
g53097_dup,INVx4_ASAP7_75t_SL,core,324,270,19422,13968
g44402_dup,OR2x2_ASAP7_75t_SL,core,324,270,18234,6408
g41363__5122_dup,AND2x4_ASAP7_75t_SL,core,540,270,6030,5058
FE_OCPC427_n_16671,HB1xp67_ASAP7_75t_L,core,216,270,12726,15318
fopt44020_dup,INVx2_ASAP7_75t_SL,core,216,270,3222,6948
g40874__49766_dup,NAND2x1_ASAP7_75t_SL,core,324,270,4032,15318
g44300_dup,NAND2xp5_ASAP7_75t_SL,core,216,270,10350,9378
g109_dup,INVx2_ASAP7_75t_SL,core,216,270,11322,13158
g43962_dup,AO22x2_ASAP7_75t_SL,core,540,270,2196,15048
g47174_dup,AO21x2_ASAP7_75t_SL,core,378,270,11538,10998
g40579__46041_dup,OAI211xp5_ASAP7_75t_SL,core,324,270,6030,17748
g41637__52763_dup,XOR2x2_ASAP7_75t_SL,core,594,270,6462,8838
g41643__6161_dup,XNOR2x1_ASAP7_75t_SL,core,648,270,11538,15048
g41627__44044_dup,XOR2x2_ASAP7_75t_SL,core,594,270,11430,4788
g51450_dup,XOR2x2_ASAP7_75t_SL,core,594,270,10404,8028
g41008__2883_dup,NAND2xp5_ASAP7_75t_SL,core,216,270,17370,18828
g41645__1666_dup,XOR2x2_ASAP7_75t_SL,core,594,270,5166,7758
g54265_dup,XNOR2x1_ASAP7_75t_SL,core,648,270,15102,13428
g41529__55511_dup,XNOR2x2_ASAP7_75t_SL,core,594,270,10350,12078
g49797_dup,OAI211xp5_ASAP7_75t_SL,core,324,270,9756,13428
g48_dup,AND2x4_ASAP7_75t_SL,core,540,270,18450,17478
g52785_dup,XNOR2xp5_ASAP7_75t_SL,core,486,270,11916,5328
g51976_dup,OA21x2_ASAP7_75t_SL,core,378,270,14886,9648
FE_OCPC243_FE_OFN87_n_12937,BUFx6f_ASAP7_75t_L,core,540,270,15426,10728
g41356__50547_dup,OR2x2_ASAP7_75t_SL,core,324,270,2682,7758
FE_OCPC421_n_9615,HB1xp67_ASAP7_75t_L,core,216,270,14994,2898
FE_OCPC417_n,BUFx3_ASAP7_75t_L,core,324,270,14832,16668
FE_OCPC416_n_2950,HB1xp67_ASAP7_75t_L,core,216,270,7272,2898
FE_OCPC415_n_2560,BUFx2_ASAP7_75t_L,core,270,270,2358,7758
FE_OCPC414_n_20022,HB1xp67_ASAP7_75t_L,core,216,270,16776,17478
FE_OCPC413_FE_DBTN13_n_8609,HB1xp67_ASAP7_75t_SL,core,216,270,11430,14778
FE_OCPC410_n_19465,HB1xp67_ASAP7_75t_L,core,216,270,9054,12618
FE_OCPC407_n_7091,HB1xp67_ASAP7_75t_L,core,216,270,6894,11808
FE_OCPC406_n_14188,HB1xp67_ASAP7_75t_L,core,216,270,9000,8298
FE_OCPC405_n_7807,HB1xp67_ASAP7_75t_L,core,216,270,8082,5868
FE_OCPC403_n_18600,HB1xp67_ASAP7_75t_L,core,216,270,5328,3168
FE_OCPC402_n_14981,BUFx2_ASAP7_75t_SL,core,270,270,6138,19098
FE_OCPC401_n_7573,HB1xp67_ASAP7_75t_L,core,216,270,11268,15858
FE_OCPC400_stage1_iter_3,HB1xp67_ASAP7_75t_L,core,216,270,1980,5598
g51453_dup,OR2x6_ASAP7_75t_SL,core,648,270,17208,8568
FE_OCPC398_n_4638,HB1xp67_ASAP7_75t_L,core,216,270,17046,12888
FE_OCPC394_n_19491,HB1xp67_ASAP7_75t_L,core,216,270,14508,13428
FE_OCPC393_n_2957,HB1xp67_ASAP7_75t_L,core,216,270,4842,3438
FE_OCPC390_n_4651,BUFx2_ASAP7_75t_SL,core,270,270,12294,12618
FE_OCPC389_n_2329,HB1xp67_ASAP7_75t_L,core,216,270,10404,13428
FE_OCPC388_n_15824,HB1xp67_ASAP7_75t_L,core,216,270,12240,11808
FE_OCPC387_FE_DBTN27_n_12047,HB1xp67_ASAP7_75t_L,core,216,270,6516,17208
FE_OCPC386_n_8559,HB1xp67_ASAP7_75t_L,core,216,270,8298,12348
FE_OCPC382_n_3092,HB1xp67_ASAP7_75t_L,core,216,270,8622,7758
FE_OCPC381_n_7871,HB1xp67_ASAP7_75t_L,core,216,270,10188,7488
FE_OCPC380_n_8672,HB1xp67_ASAP7_75t_L,core,216,270,7488,14778
FE_OCPC379_n_12047,BUFx3_ASAP7_75t_SL,core,324,270,7218,19368
FE_OCPC378_n_4130,HB1xp67_ASAP7_75t_SL,core,216,270,5058,3438
FE_OCPC374_FE_OFN80_n_1156,BUFx2_ASAP7_75t_L,core,270,270,4302,7488
FE_OCPC368_n_789,HB1xp67_ASAP7_75t_L,core,216,270,13698,6138
FE_OCPC365_n_14203,HB1xp67_ASAP7_75t_L,core,216,270,9270,8298
FE_OCPC363_n_714,HB1xp67_ASAP7_75t_L,core,216,270,13482,7218
FE_OCPC362_n_18147,HB1xp67_ASAP7_75t_SL,core,216,270,16236,12888
FE_OCPC361_n_18598,BUFx2_ASAP7_75t_L,core,270,270,7596,4248
FE_OCPC360_n_14930,HB1xp67_ASAP7_75t_L,core,216,270,12078,13158
