"from_pin.full_name","to_pin.full_name",delay_max_rise,delay_max_fall,"variation_delay_max_rise.mean","variation_delay_max_rise.std_dev","variation_delay_max_fall.mean","variation_delay_max_fall.std_dev"
g42541/Y,g42506/B,0.021957,0.021969,0.021957,UNINIT,0.021969,UNINIT
g50583/Y,g44341/A,0.176623,0.177700,0.176623,UNINIT,0.177700,UNINIT
g50583/Y,g44346/A,0.176623,0.177700,0.176623,UNINIT,0.177700,UNINIT
g50583/Y,g46773/B,0.176623,0.177700,0.176623,UNINIT,0.177700,UNINIT
g50583/Y,g50585/B,0.176623,0.177700,0.176623,UNINIT,0.177700,UNINIT
FE_OCPC266_n_12937/Y,FE_OFC392_n_12937/A,1.648297,1.646457,1.648297,UNINIT,1.646457,UNINIT
FE_OCPC266_n_12937/Y,FE_OFC387_n_12937/A,1.415492,1.413857,1.415492,UNINIT,1.413857,UNINIT
FE_OCPC266_n_12937/Y,FE_OFC393_n_12937/A,1.547582,1.545945,1.547582,UNINIT,1.545945,UNINIT
FE_OCPC266_n_12937/Y,FE_OFC390_n_12937/A,1.475572,1.473934,1.475572,UNINIT,1.473934,UNINIT
FE_OCPC266_n_12937/Y,FE_OFC388_n_12937/A,1.196802,1.195210,1.196802,UNINIT,1.195210,UNINIT
FE_OCPC266_n_12937/Y,g49728/A2,1.545766,1.544129,1.545766,UNINIT,1.544129,UNINIT
FE_OCPC266_n_12937/Y,FE_OFC385_n_12937/A,0.170196,0.169785,0.170196,UNINIT,0.169785,UNINIT
FE_OCPC266_n_12937/Y,FE_OFC391_n_12937/A,1.675404,1.673564,1.675404,UNINIT,1.673564,UNINIT
FE_OCPC266_n_12937/Y,FE_OFC389_n_12937/A,1.223009,1.221409,1.223009,UNINIT,1.221409,UNINIT
FE_OCPC266_n_12937/Y,FE_OFC386_n_12937/A,1.057879,1.056345,1.057879,UNINIT,1.056345,UNINIT
FE_OFC174_n_12937/Y,g42147__8246/A1,1.309276,1.291949,1.309276,UNINIT,1.291949,UNINIT
FE_OFC174_n_12937/Y,FE_OFC184_n_12937/A,4.919360,4.886446,4.919360,UNINIT,4.886446,UNINIT
FE_OFC174_n_12937/Y,FE_OFC177_n_12937/A,4.562500,4.530111,4.562500,UNINIT,4.530111,UNINIT
FE_OFC174_n_12937/Y,FE_OCPC429_FE_OFN93_n_12937/A,4.531234,4.499642,4.531234,UNINIT,4.499642,UNINIT
FE_OFC174_n_12937/Y,FE_OFC183_n_12937/A,4.590888,4.558501,4.590888,UNINIT,4.558501,UNINIT
FE_OFC174_n_12937/Y,FE_OFC180_n_12937/A,3.151016,3.123496,3.151016,UNINIT,3.123496,UNINIT
FE_OFC174_n_12937/Y,FE_OFC178_n_12937/A,4.663805,4.631387,4.663805,UNINIT,4.631387,UNINIT
g43266/Y,g47298/B,0.019749,0.019694,0.019749,UNINIT,0.019694,UNINIT
g42506/Y,g47298/A2,0.024089,0.024081,0.024089,UNINIT,0.024081,UNINIT
g44392/Y,g47298/A1,0.021746,0.021820,0.021746,UNINIT,0.021820,UNINIT
FE_DBTC18_n_14989/Y,g51951/A,2.992418,2.965666,2.992418,UNINIT,2.965666,UNINIT
FE_DBTC18_n_14989/Y,g51956/B,2.793618,2.766795,2.793618,UNINIT,2.766795,UNINIT
FE_DBTC18_n_14989/Y,g51962/A,2.563133,2.536488,2.563133,UNINIT,2.536488,UNINIT
FE_DBTC18_n_14989/Y,g51969/B,1.964138,1.945760,1.964138,UNINIT,1.945760,UNINIT
FE_DBTC18_n_14989/Y,g51970/A,1.993036,1.974497,1.993036,UNINIT,1.974497,UNINIT
FE_DBTC18_n_14989/Y,g51973/B,1.320661,1.306544,1.320661,UNINIT,1.306544,UNINIT
FE_DBTC18_n_14989/Y,g51978/A,0.874409,0.864141,0.874409,UNINIT,0.864141,UNINIT
FE_DBTC18_n_14989/Y,g51980/A,1.368349,1.353868,1.368349,UNINIT,1.353868,UNINIT
FE_DBTC18_n_14989/Y,g51981/A,2.737837,2.711031,2.737837,UNINIT,2.711031,UNINIT
FE_DBTC18_n_14989/Y,g51982/A,1.387866,1.373238,1.387866,UNINIT,1.373238,UNINIT
FE_DBTC18_n_14989/Y,FE_OFC384_FE_DBTN18_n_14989/A,1.401255,1.386527,1.401255,UNINIT,1.386527,UNINIT
FE_DBTC18_n_14989/Y,g44214/A,2.793449,2.766625,2.793449,UNINIT,2.766625,UNINIT
FE_DBTC18_n_14989/Y,g44217/A2,1.447784,1.432714,1.447784,UNINIT,1.432714,UNINIT
FE_DBTC18_n_14989/Y,g52489/A,2.915904,2.889099,2.915904,UNINIT,2.889099,UNINIT
FE_DBTC18_n_14989/Y,g47733/A2,3.022341,2.995617,3.022341,UNINIT,2.995617,UNINIT
FE_DBTC18_n_14989/Y,g47735/B,2.831560,2.804734,2.831560,UNINIT,2.804734,UNINIT
FE_DBTC18_n_14989/Y,g47740/A,1.763610,1.746416,1.763610,UNINIT,1.746416,UNINIT
FE_DBTC18_n_14989/Y,g47741/B,2.175129,2.174323,2.175129,UNINIT,2.174323,UNINIT
FE_DBTC18_n_14989_dup1/Y,g51953/A,2.743645,2.731074,2.743645,UNINIT,2.731074,UNINIT
FE_DBTC18_n_14989_dup1/Y,g51954/A,2.259524,2.230787,2.259524,UNINIT,2.230787,UNINIT
FE_DBTC18_n_14989_dup1/Y,g51957/A,2.835758,2.794040,2.835758,UNINIT,2.794040,UNINIT
FE_DBTC18_n_14989_dup1/Y,g51967/B,2.771390,2.757937,2.771390,UNINIT,2.757937,UNINIT
FE_DBTC18_n_14989_dup1/Y,g51968/B,2.505822,2.474917,2.505822,UNINIT,2.474917,UNINIT
FE_DBTC18_n_14989_dup1/Y,g51972/A,2.289700,2.260693,2.289700,UNINIT,2.260693,UNINIT
FE_DBTC18_n_14989_dup1/Y,g51977/A,2.749301,2.736548,2.749301,UNINIT,2.736548,UNINIT
FE_DBTC18_n_14989_dup1/Y,g51979/A2,2.489876,2.458836,2.489876,UNINIT,2.458836,UNINIT
FE_DBTC18_n_14989_dup1/Y,g44212/A,2.989594,2.946863,2.989594,UNINIT,2.946863,UNINIT
FE_DBTC18_n_14989_dup1/Y,g44220/A,2.982239,2.939549,2.982239,UNINIT,2.939549,UNINIT
FE_DBTC18_n_14989_dup/Y,g51950/B,9.146932,9.026428,9.146932,UNINIT,9.026428,UNINIT
FE_DBTC18_n_14989_dup/Y,g51952/A,9.131358,9.012437,9.131358,UNINIT,9.012437,UNINIT
FE_DBTC18_n_14989_dup/Y,g51955/A,9.041167,8.922778,9.041167,UNINIT,8.922778,UNINIT
FE_DBTC18_n_14989_dup/Y,g51959/A,6.765161,6.648252,6.765161,UNINIT,6.648252,UNINIT
FE_DBTC18_n_14989_dup/Y,g51960/A,9.381207,9.260666,9.381207,UNINIT,9.260666,UNINIT
FE_DBTC18_n_14989_dup/Y,g51961/B,9.247904,9.128269,9.247904,UNINIT,9.128269,UNINIT
FE_DBTC18_n_14989_dup/Y,g51963/B,9.334723,9.214504,9.334723,UNINIT,9.214504,UNINIT
FE_DBTC18_n_14989_dup/Y,g51965/B,9.017907,8.898059,9.017907,UNINIT,8.898059,UNINIT
FE_DBTC18_n_14989_dup/Y,g51966/A,8.996367,8.878227,8.996367,UNINIT,8.878227,UNINIT
FE_DBTC18_n_14989_dup/Y,g51971/A,8.595958,8.477927,8.595958,UNINIT,8.477927,UNINIT
FE_DBTC18_n_14989_dup/Y,g51974/B,8.769057,8.652021,8.769057,UNINIT,8.652021,UNINIT
FE_DBTC18_n_14989_dup/Y,g51975/A,8.320104,8.202904,8.320104,UNINIT,8.202904,UNINIT
FE_DBTC18_n_14989_dup/Y,g51984/B,7.526669,7.411096,7.526669,UNINIT,7.411096,UNINIT
FE_DBTC18_n_14989_dup/Y,g44215/A,9.255511,9.135820,9.255511,UNINIT,9.135820,UNINIT
FE_DBTC18_n_14989_dup/Y,g44221/A,8.088498,7.971722,8.088498,UNINIT,7.971722,UNINIT
FE_DBTC18_n_14989_dup/Y,g47738/A,9.092199,8.971979,9.092199,UNINIT,8.971979,UNINIT
FE_DBTC18_n_14989_dup/Y,g47742/B,7.353548,7.237555,7.353548,UNINIT,7.237555,UNINIT
FE_DBTC18_n_14989_dup/Y,g51947/A,9.004726,8.886524,9.004726,UNINIT,8.886524,UNINIT
FE_DBTC18_n_14989_dup/Y,g51949/B,8.846361,8.727306,8.846361,UNINIT,8.727306,UNINIT
FE_OCPC329_n_14989/Y,g55166/A2,0.077197,0.077078,0.077197,UNINIT,0.077078,UNINIT
FE_OCPC260_n_4521_dup/Y,g47287/A,0.127479,0.127265,0.127479,UNINIT,0.127265,UNINIT
FE_OCPC260_n_4521_dup/Y,g43328/B,0.127479,0.127265,0.127479,UNINIT,0.127265,UNINIT
FE_OCPC260_n_4521_dup/Y,g44283/A,0.127479,0.127265,0.127479,UNINIT,0.127265,UNINIT
g51478/Y,g46993/B1,6.014382,5.975566,6.014382,UNINIT,5.975566,UNINIT
g51478/Y,g278/A,3.327858,3.279433,3.327858,UNINIT,3.279433,UNINIT
g51478/Y,g41783__1666/A1,5.180097,5.095236,5.180097,UNINIT,5.095236,UNINIT
g51478/Y,g47255/A1,3.983301,3.898561,3.983301,UNINIT,3.898561,UNINIT
g51478/Y,g41932/A1,6.028436,5.990880,6.028436,UNINIT,5.990880,UNINIT
g51478/Y,g41977__2398/A2,2.500956,2.443386,2.500956,UNINIT,2.443386,UNINIT
g51478/Y,g41731__1881/A1,4.966897,4.883967,4.966897,UNINIT,4.883967,UNINIT
g51478/Y,FE_OFC365_n_14199/A,2.942525,2.878606,2.942525,UNINIT,2.878606,UNINIT
g51478/Y,g371/B1,4.856141,4.773801,4.856141,UNINIT,4.773801,UNINIT
g51478/Y,g41899__46466/A1,5.068614,4.982766,5.068614,UNINIT,4.982766,UNINIT
g51478/Y,g41974__5107/A1,5.011713,4.929877,5.011713,UNINIT,4.929877,UNINIT
g51478/Y,g44175/B2,6.028810,5.991276,6.028810,UNINIT,5.991276,UNINIT
g51478/Y,g41961__5107/A2,4.962574,4.879764,4.962574,UNINIT,4.879764,UNINIT
g51478/Y,g41915__51476/B2,6.381630,6.316479,6.381630,UNINIT,6.316479,UNINIT
g51478/Y,g41963__51482/A2,1.907487,1.859057,1.907487,UNINIT,1.859057,UNINIT
g51478/Y,g42052/A,5.041738,4.957712,5.041738,UNINIT,4.957712,UNINIT
g51478/Y,g635/B1,6.284902,6.220058,6.284902,UNINIT,6.220058,UNINIT
g51478/Y,g41972__1666/A1,5.112032,5.023557,5.112032,UNINIT,5.023557,UNINIT
g51478/Y,g44488/A2,5.926239,5.880337,5.926239,UNINIT,5.880337,UNINIT
g51478/Y,g43946/A1,4.508054,4.423594,4.508054,UNINIT,4.423594,UNINIT
g51478/Y,g54266/A2,6.406659,6.341376,6.406659,UNINIT,6.341376,UNINIT
g51478/Y,g498/A1,5.639221,5.565359,5.639221,UNINIT,5.565359,UNINIT
g51478/Y,g95/B1,5.037640,4.953900,5.037640,UNINIT,4.953900,UNINIT
g51478/Y,g41911__50531/A2,6.124769,6.059917,6.124769,UNINIT,6.059917,UNINIT
g51478/Y,g209/B1,6.252732,6.187988,6.252732,UNINIT,6.187988,UNINIT
g51478/Y,g41951__43344/A2,5.098547,5.010861,5.098547,UNINIT,5.010861,UNINIT
g51480/Y,g277/A1,3.177420,3.129643,3.177420,UNINIT,3.129643,UNINIT
g51480/Y,g281/B1,3.313797,3.266414,3.313797,UNINIT,3.266414,UNINIT
g51480/Y,g41912__5122/A1,1.763853,1.738184,1.763853,UNINIT,1.738184,UNINIT
g51480/Y,g47252/A1,3.495469,3.448843,3.495469,UNINIT,3.448843,UNINIT
g51480/Y,g44301/A2,2.999317,2.986335,2.999317,UNINIT,2.986335,UNINIT
g51480/Y,g41939__51469/B1,3.027065,3.013376,3.027065,UNINIT,3.013376,UNINIT
g51480/Y,g41954__43338/A1,4.131804,4.089929,4.131804,UNINIT,4.089929,UNINIT
g51480/Y,g41900__46465/A2,4.113911,4.071857,4.113911,UNINIT,4.071857,UNINIT
g51480/Y,g41987__43345/A1,3.989652,3.946432,3.989652,UNINIT,3.946432,UNINIT
g51480/Y,g41948__45881/A1,1.435806,1.413295,1.435806,UNINIT,1.413295,UNINIT
g51480/Y,g55203/A2,4.164409,4.122866,4.164409,UNINIT,4.122866,UNINIT
g51480/Y,g372/A1,3.282122,3.234635,3.282122,UNINIT,3.234635,UNINIT
g51480/Y,g41961__5107/B2,4.149886,4.108194,4.149886,UNINIT,4.108194,UNINIT
g51480/Y,g41963__51482/B1,2.550467,2.519667,2.550467,UNINIT,2.519667,UNINIT
g51480/Y,g41921__6417/B2,3.947505,3.903917,3.947505,UNINIT,3.903917,UNINIT
g51480/Y,g42062/A,2.470033,2.439614,2.470033,UNINIT,2.439614,UNINIT
g51480/Y,g48401/B1,3.662483,3.616787,3.662483,UNINIT,3.616787,UNINIT
g51480/Y,g41814__43330/B2,4.041078,3.998326,4.041078,UNINIT,3.998326,UNINIT
g51480/Y,g41958__46618/B1,3.824502,3.779923,3.824502,UNINIT,3.779923,UNINIT
g51480/Y,g50584/B1,2.000786,1.973227,2.000786,UNINIT,1.973227,UNINIT
g51480/Y,g41918__43335/A2,3.812779,3.768112,3.812779,UNINIT,3.768112,UNINIT
g51480/Y,g41960__1617/B2,4.013471,3.970464,4.013471,UNINIT,3.970464,UNINIT
g51480/Y,g41941__50590/A1,1.761128,1.735483,1.761128,UNINIT,1.735483,UNINIT
g47834/Y,g41973__4319/A1,0.678159,0.666730,0.678159,UNINIT,0.666730,UNINIT
g47834/Y,FE_DBTC12_n_9458/A,3.314570,3.286522,3.314570,UNINIT,3.286522,UNINIT
g47834/Y,g51467/A2,1.777173,1.755380,1.777173,UNINIT,1.755380,UNINIT
g47834/Y,g41809__48400/A2,1.506934,1.486900,1.506934,UNINIT,1.486900,UNINIT
g47834/Y,g42073__4733/B,1.773261,1.751490,1.773261,UNINIT,1.751490,UNINIT
g47834/Y,g41962__3680/A2,2.754623,2.723231,2.754623,UNINIT,2.723231,UNINIT
g47834/Y,g45772/A,2.562056,2.530164,2.562056,UNINIT,2.530164,UNINIT
g47834/Y,g50779/B1,3.275145,3.246769,3.275145,UNINIT,3.246769,UNINIT
g47834/Y,g117/A,2.931996,2.901358,2.931996,UNINIT,2.901358,UNINIT
g47834/Y,g41966__51473/B1,3.336865,3.309007,3.336865,UNINIT,3.309007,UNINIT
g47834/Y,g41935__50597/A1,3.359707,3.332051,3.359707,UNINIT,3.332051,UNINIT
g47834/Y,g50592/B2,2.210066,2.204374,2.210066,UNINIT,2.204374,UNINIT
g47834/Y,g46621/A1,3.012241,2.982038,3.012241,UNINIT,2.982038,UNINIT
g51480_dup/Y,g255/B1,2.806922,2.769507,2.806922,UNINIT,2.769507,UNINIT
g51480_dup/Y,g46993/A1,5.023655,4.976303,5.023655,UNINIT,4.976303,UNINIT
g51480_dup/Y,g47213/B1,4.869639,4.820278,4.869639,UNINIT,4.820278,UNINIT
g51480_dup/Y,g41932/B1,5.052362,5.005405,5.052362,UNINIT,5.005405,UNINIT
g51480_dup/Y,g51472/A2,4.743571,4.692702,4.743571,UNINIT,4.692702,UNINIT
g51480_dup/Y,g51475/B1,4.925134,4.876475,4.925134,UNINIT,4.876475,UNINIT
g51480_dup/Y,g41984__45771/A1,3.017732,2.979314,3.017732,UNINIT,2.979314,UNINIT
g51480_dup/Y,g46777/B2,4.258890,4.203385,4.258890,UNINIT,4.203385,UNINIT
g51480_dup/Y,g42060__4733/B,3.017304,2.978889,3.017304,UNINIT,2.978889,UNINIT
g51480_dup/Y,g41952__46460/A1,3.971324,3.913931,3.971324,UNINIT,3.913931,UNINIT
g51480_dup/Y,g41910__43462/A1,4.538953,4.485904,4.538953,UNINIT,4.485904,UNINIT
g51480_dup/Y,g41962__3680/B2,2.920653,2.882672,2.920653,UNINIT,2.882672,UNINIT
g51480_dup/Y,g42061/B,4.961379,4.913192,4.961379,UNINIT,4.913192,UNINIT
g51480_dup/Y,g41917__50528/A2,4.437897,4.383892,4.437897,UNINIT,4.383892,UNINIT
g51480_dup/Y,g168/A2,2.949680,2.911564,2.949680,UNINIT,2.911564,UNINIT
g51480_dup/Y,g41949__50278/B1,2.788054,2.750739,2.788054,UNINIT,2.750739,UNINIT
g51480_dup/Y,g50593/A1,3.319321,3.304229,3.319321,UNINIT,3.304229,UNINIT
g51480_dup/Y,g98/B2,3.711723,3.653176,3.711723,UNINIT,3.653176,UNINIT
g51480_dup/Y,g210/B2,4.818853,4.768870,4.818853,UNINIT,4.768870,UNINIT
FE_OCPC260_n_4521/Y,g42196_dup/B,0.062362,0.062163,0.062362,UNINIT,0.062163,UNINIT
FE_OCPC260_n_4521/Y,g66/A,0.062362,0.062163,0.062362,UNINIT,0.062163,UNINIT
g47834_dup/Y,g271/B2,0.723932,0.709106,0.723932,UNINIT,0.709106,UNINIT
g47834_dup/Y,g41965__6783/B1,0.518004,0.503244,0.518004,UNINIT,0.503244,UNINIT
g47834_dup/Y,FE_OFC364_FE_RN_3/A,0.431298,0.416066,0.431298,UNINIT,0.416066,UNINIT
g47834_dup/Y,g41969__46607/B2,0.587374,0.572776,0.587374,UNINIT,0.572776,UNINIT
g47834_dup/Y,g55093/A1,0.813379,0.798023,0.813379,UNINIT,0.798023,UNINIT
g47834_dup/Y,g46619/B1,0.799407,0.784153,0.799407,UNINIT,0.784153,UNINIT
g47834_dup/Y,g221/B2,0.390382,0.374824,0.390382,UNINIT,0.374824,UNINIT
FE_OFC173_n_8607/Y,g47287/B,0.039019,0.039362,0.039019,UNINIT,0.039362,UNINIT
g44341/Y,g42377__9315/A1,0.047073,0.047764,0.047073,UNINIT,0.047764,UNINIT
g44341/Y,g42507/B,0.047073,0.047764,0.047073,UNINIT,0.047764,UNINIT
g44346/Y,g51478/A,0.056928,0.056584,0.056928,UNINIT,0.056584,UNINIT
g44346/Y,g47834/A,0.056928,0.056584,0.056928,UNINIT,0.056584,UNINIT
g44346/Y,g47834_dup/A,0.056928,0.056584,0.056928,UNINIT,0.056584,UNINIT
g46773/Y,g41973__4319/B1,0.735704,0.731655,0.735704,UNINIT,0.731655,UNINIT
g46773/Y,g41912__5122/B1,0.898999,0.894465,0.898999,UNINIT,0.894465,UNINIT
g46773/Y,FE_OFC378_n_7951/A,1.076385,1.071461,1.076385,UNINIT,1.071461,UNINIT
g46773/Y,g41977__2398/B1,1.154848,1.149794,1.154848,UNINIT,1.149794,UNINIT
g46773/Y,g41948__45881/B1,0.730064,0.726034,0.730064,UNINIT,0.726034,UNINIT
g46773/Y,FE_OFC380_n_7951/A,1.195928,1.190815,1.195928,UNINIT,1.190815,UNINIT
g46773/Y,g41943__43443/B1,0.638020,0.634324,0.638020,UNINIT,0.634324,UNINIT
g46773/Y,g50239/A,1.087635,1.082692,1.087635,UNINIT,1.082692,UNINIT
g46773/Y,FE_OFC379_n_7951/A,1.223897,1.218748,1.223897,UNINIT,1.218748,UNINIT
g50585/Y,g41904__50588/B2,3.527875,3.493022,3.527875,UNINIT,3.493022,UNINIT
g50585/Y,g41945__51463/B2,3.544375,3.509674,3.544375,UNINIT,3.509674,UNINIT
g50585/Y,g372/B1,3.384407,3.348336,3.384407,UNINIT,3.348336,UNINIT
g50585/Y,g41935__50597/B1,3.017295,2.978955,3.017295,UNINIT,2.978955,UNINIT
g50585/Y,g41976__50586/B1,3.459861,3.424407,3.459861,UNINIT,3.424407,UNINIT
g50585/Y,g50584/A1,0.914346,0.899047,0.914346,UNINIT,0.899047,UNINIT
g50585/Y,g50591/A,3.128305,3.090524,3.128305,UNINIT,3.090524,UNINIT
g50585/Y,g50592/A1,2.469335,2.459513,2.469335,UNINIT,2.459513,UNINIT
g50585/Y,g50593/B1,2.482324,2.472150,2.482324,UNINIT,2.472150,UNINIT
g50585/Y,g50594/A,1.820235,1.796145,1.820235,UNINIT,1.796145,UNINIT
g50585/Y,g50595/A1,3.509336,3.474315,3.509336,UNINIT,3.474315,UNINIT
g50585/Y,g74/A1,1.898235,1.873633,1.898235,UNINIT,1.873633,UNINIT
g50585/Y,g41941__50590/B1,1.064690,1.047536,1.064690,UNINIT,1.047536,UNINIT
FE_OFC392_n_12937/Y,g44085/A2,0.893411,0.875107,0.893411,UNINIT,0.875107,UNINIT
FE_OFC392_n_12937/Y,g55172/A2,1.147551,1.127922,1.147551,UNINIT,1.127922,UNINIT
FE_OFC392_n_12937/Y,g42276/A2,0.570833,0.550183,0.570833,UNINIT,0.550183,UNINIT
FE_OFC392_n_12937/Y,g43316/A2,0.594544,0.574137,0.594544,UNINIT,0.574137,UNINIT
FE_OFC392_n_12937/Y,g46065/A2,1.095372,1.076059,1.095372,UNINIT,1.076059,UNINIT
FE_OFC392_n_12937/Y,g46099/A2,0.391995,0.368945,0.391995,UNINIT,0.368945,UNINIT
FE_OFC392_n_12937/Y,g15/A2,0.944189,0.899972,0.944189,UNINIT,0.899972,UNINIT
FE_OFC392_n_12937/Y,g45591/B2,1.113272,1.093860,1.113272,UNINIT,1.093860,UNINIT
FE_OFC392_n_12937/Y,g44298/B1,1.048759,1.029664,1.048759,UNINIT,1.029664,UNINIT
FE_OFC387_n_12937/Y,g55166/B1,0.058332,0.058388,0.058332,UNINIT,0.058388,UNINIT
FE_OFC387_n_12937/Y,g54477/A2,0.058332,0.058388,0.058332,UNINIT,0.058388,UNINIT
FE_OFC393_n_12937/Y,g44042/B1,0.903206,0.914407,0.903206,UNINIT,0.914407,UNINIT
FE_OFC393_n_12937/Y,g52783/B1,0.611985,0.622029,0.611985,UNINIT,0.622029,UNINIT
FE_OFC393_n_12937/Y,g49926/B2,0.912253,0.923453,0.912253,UNINIT,0.923453,UNINIT
FE_OFC393_n_12937/Y,g42275/B2,1.064313,1.075188,1.064313,UNINIT,1.075188,UNINIT
FE_OFC393_n_12937/Y,g43316/B2,0.977067,0.988200,0.977067,UNINIT,0.988200,UNINIT
FE_OFC393_n_12937/Y,g41852__8428/A2,0.905385,0.916586,0.905385,UNINIT,0.916586,UNINIT
FE_OFC393_n_12937/Y,g46028/B2,0.395163,0.402837,0.395163,UNINIT,0.402837,UNINIT
FE_OFC393_n_12937/Y,g46099/B2,1.046207,1.057151,1.046207,UNINIT,1.057151,UNINIT
FE_OFC393_n_12937/Y,g147/B2,0.875859,0.887048,0.875859,UNINIT,0.887048,UNINIT
FE_OFC393_n_12937/Y,g50559/B1,0.372901,0.380259,0.372901,UNINIT,0.380259,UNINIT
FE_OFC393_n_12937/Y,g41849__1666/A2,0.836091,0.846291,0.836091,UNINIT,0.846291,UNINIT
FE_OFC390_n_12937/Y,g55175/A1,0.510986,0.507749,0.510986,UNINIT,0.507749,UNINIT
FE_OFC390_n_12937/Y,g55176/A2,0.460217,0.457242,0.460217,UNINIT,0.457242,UNINIT
FE_OFC390_n_12937/Y,FE_OFC396_n_12937/A,0.663600,0.659647,0.663600,UNINIT,0.659647,UNINIT
FE_OFC390_n_12937/Y,FE_OFC397_n_12937/A,0.679699,0.675676,0.679699,UNINIT,0.675676,UNINIT
FE_OFC390_n_12937/Y,g42320/B,0.830640,0.826012,0.830640,UNINIT,0.826012,UNINIT
FE_OFC390_n_12937/Y,g42338/B,0.770991,0.766591,0.770991,UNINIT,0.766591,UNINIT
FE_OFC390_n_12937/Y,g42340/A,0.966038,0.960937,0.966038,UNINIT,0.960937,UNINIT
