sp_name,launch_clock_latency,clock_latency_mean,clock_latency_std
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[13][12]/CLK,3782.512939,3782.512939,0.000000
i_pci_wbs_wbb3_2_wbb2_wbs_adr_o_reg[20]/CLK,3478.81665,3478.816650,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[28]/CLK,3144.805176,3144.805176,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[17]/CLK,3125.912109,3125.912109,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[21]/CLK,3126.026123,3126.026123,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[13]/CLK,3126.011719,3126.011719,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[7][14]/CLK,2193.498291,2193.498291,0.000000
i_pci_wbs_wbb3_2_wbb2_wbs_adr_o_reg[9]/CLK,3478.782715,3478.782715,0.000000
wishbone_slave_unit_wishbone_slave_d_incoming_reg[15]/CLK,3478.657715,3478.657715,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[26]/CLK,3462.653809,3462.653809,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[7][24]/CLK,2186.052734,2186.052734,0.000000
i_pci_wbs_wbb3_2_wbb2_wbs_dat_i_o_reg[5]/CLK,3492.970215,3492.970215,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[27]/CLK,3439.897461,3439.897461,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[5]/CLK,3456.101074,3456.101074,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[5][16]/CLK,2180.315674,2180.315674,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[8]/CLK,3451.977295,3451.977295,0.000000
i_pci_wbs_wbb3_2_wbb2_wbs_dat_i_o_reg[29]/CLK,3478.942139,3478.942139,0.000000
configuration_rst_inactive_reg/CLK,1633.167236,1633.167236,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[29]/CLK,3464.865967,3464.865967,0.000000
wishbone_slave_unit_del_sync_addr_out_reg[13]/CLK,3478.756592,3478.756592,0.000000
wishbone_slave_unit_del_sync_addr_out_reg[16]/CLK,3478.892334,3478.892334,0.000000
i_pci_wbs_wbb3_2_wbb2_wbs_adr_o_reg[17]/CLK,3393.585938,3393.585938,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[7][30]/CLK,2185.988037,2185.988037,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[9]/CLK,3448.736816,3448.736816,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[31]/CLK,3449.715576,3449.715576,0.000000
wishbone_slave_unit_del_sync_addr_out_reg[12]/CLK,3435.629639,3435.629639,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[5][8]/CLK,2186.574463,2186.574463,0.000000
wishbone_slave_unit_fifos_wbr_fifo_ctrl_waddr_reg[1]/CLK,2157.572754,2157.572754,0.000000
wishbone_slave_unit_fifos_wbr_fifo_ctrl_waddr_reg[2]/CLK,2157.651855,2157.651855,0.000000
wishbone_slave_unit_del_sync_addr_out_reg[14]/CLK,3432.408447,3432.408447,0.000000
i_pci_wbs_wbb3_2_wbb2_wbs_adr_o_reg[24]/CLK,3335.790283,3335.790283,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[3]/CLK,3227.308594,3227.308594,0.000000
i_pci_wbs_wbb3_2_wbb2_wbs_adr_o_reg[2]/CLK,3227.729004,3227.729004,0.000000
wishbone_slave_unit_del_sync_addr_out_reg[19]/CLK,3412.220459,3412.220459,0.000000
wishbone_slave_unit_del_sync_addr_out_reg[23]/CLK,3405.599609,3405.599609,0.000000
wishbone_slave_unit_del_sync_addr_out_reg[1]/CLK,3227.540527,3227.540527,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[28]/CLK,3327.547119,3327.547119,0.000000
configuration_command_bit2_0_reg[0]/CLK,1901.047729,1901.047729,0.000000
wishbone_slave_unit_del_sync_addr_out_reg[25]/CLK,3383.457764,3383.457764,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[25]/CLK,3382.260498,3382.260498,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[4]/CLK,3408.95459,3408.954590,0.000000
i_pci_wbs_wbb3_2_wbb2_wbs_adr_o_reg[11]/CLK,3335.808105,3335.808105,0.000000
wishbone_slave_unit_del_sync_addr_out_reg[2]/CLK,3227.846191,3227.846191,0.000000
wishbone_slave_unit_del_sync_addr_out_reg[28]/CLK,3335.702393,3335.702393,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[7]/CLK,3304.837158,3304.837158,0.000000
input_register_pci_ad_reg_out_reg[2]/CLK,1814.455811,1814.455811,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[24]/CLK,3335.729492,3335.729492,0.000000
wishbone_slave_unit_del_sync_addr_out_reg[3]/CLK,3227.354492,3227.354492,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[0]/CLK,3144.80127,3144.801270,0.000000
wishbone_slave_unit_del_sync_addr_out_reg[30]/CLK,3335.682617,3335.682617,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[2]/CLK,3227.03125,3227.031250,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[6]/CLK,3335.720459,3335.720459,0.000000
wishbone_slave_unit_pci_initiator_if_be_out_reg[2]/CLK,3126.470947,3126.470947,0.000000
i_pci_wbs_wbb3_2_wbb2_wbs_adr_o_reg[18]/CLK,3227.687744,3227.687744,0.000000
wishbone_slave_unit_wishbone_slave_d_incoming_reg[6]/CLK,3227.852295,3227.852295,0.000000
i_pci_wbs_wbb3_2_wbb2_wbs_adr_o_reg[26]/CLK,3227.752197,3227.752197,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[32]/CLK,3124.24585,3124.245850,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[23]/CLK,3407.97998,3407.979980,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[35]/CLK,3144.800049,3144.800049,0.000000
wishbone_slave_unit_pci_initiator_if_be_out_reg[0]/CLK,3126.593506,3126.593506,0.000000
i_pci_wbs_wbb3_2_wbb2_wbs_dat_i_o_reg[16]/CLK,3127.663574,3127.663574,0.000000
configuration_pci_ba0_bit31_8_reg[28]/CLK,1893.772705,1893.772705,0.000000
wishbone_slave_unit_wishbone_slave_wbw_data_out_sel_reg_reg/CLK,3119.897949,3119.897949,0.000000
input_register_pci_ad_reg_out_reg[0]/CLK,1871.783813,1871.783813,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[7][22]/CLK,2196.990723,2196.990723,0.000000
wishbone_slave_unit_del_sync_comp_req_pending_reg/CLK,1345.77063,1345.770630,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[1]/CLK,3227.129395,3227.129395,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[14]/CLK,3226.9729,3226.972900,0.000000
input_register_pci_ad_reg_out_reg[6]/CLK,1843.591675,1843.591675,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[3]/CLK,3122.037109,3122.037109,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[17]/CLK,3119.525635,3119.525635,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[0]/CLK,3120.091064,3120.091064,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[25]/CLK,3124.228027,3124.228027,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[5]/CLK,3212.165039,3212.165039,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[24]/CLK,3119.394775,3119.394775,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[28]/CLK,3117.92041,3117.920410,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[27]/CLK,3121.578613,3121.578613,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[4]/CLK,3226.898682,3226.898682,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[26]/CLK,3124.242676,3124.242676,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[22]/CLK,3129.61084,3129.610840,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[20]/CLK,3119.684814,3119.684814,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[19]/CLK,3426.697998,3426.697998,0.000000
wishbone_slave_unit_pci_initiator_if_data_source_reg/CLK,3126.298828,3126.298828,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[2]/CLK,3120.202637,3120.202637,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[11]/CLK,3188.362793,3188.362793,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[21]/CLK,3120.650879,3120.650879,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[13]/CLK,3119.913574,3119.913574,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[15]/CLK,3123.731934,3123.731934,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[31]/CLK,3123.890869,3123.890869,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[8]/CLK,3144.797607,3144.797607,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[5][12]/CLK,2195.375732,2195.375732,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[7]/CLK,3123.543701,3123.543701,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[6]/CLK,3124.165283,3124.165283,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[9]/CLK,3119.843018,3119.843018,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[7][20]/CLK,2193.728516,2193.728516,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[12]/CLK,3124.071777,3124.071777,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[16]/CLK,3119.849609,3119.849609,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[23]/CLK,3123.734863,3123.734863,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[19]/CLK,3117.733643,3117.733643,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[30]/CLK,3324.642822,3324.642822,0.000000
wishbone_slave_unit_pci_initiator_if_last_transfered_reg/CLK,1203.439819,1203.439819,0.000000
configuration_wb_init_complete_out_reg/CLK,1347.595093,1347.595093,0.000000
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[5][30]/CLK,2335.602783,2335.602783,0.000000
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[4][18]/CLK,2323.141846,2323.141846,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[22]/CLK,3478.670166,3478.670166,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[14]/CLK,3478.671143,3478.671143,0.000000
wishbone_slave_unit_wishbone_slave_img_wallow_reg/CLK,1347.342407,1347.342407,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[10]/CLK,3172.565674,3172.565674,0.000000
input_register_pci_ad_reg_out_reg[7]/CLK,1563.068481,1563.068481,0.000000
pci_target_unit_fifos_pcir_fifo_storage_do_reg_b_reg[10]/CLK,3005.503418,3005.503418,0.000000
input_register_pci_ad_reg_out_reg[3]/CLK,1563.065186,1563.065186,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[16]/CLK,2522.444824,2522.444824,0.000000
pci_target_unit_fifos_pciw_fifo_ctrl_waddr_reg[1]/CLK,1434.605347,1434.605347,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[4]/CLK,3478.653564,3478.653564,0.000000
pci_target_unit_fifos_pciw_fifo_ctrl_i_synchronizer_reg_rgrey_minus2_sync_data_out_reg[0]/CLK,1086.567383,1086.567383,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[15][37]/CLK,2156.904785,2156.904785,0.000000
pci_target_unit_fifos_pciw_fifo_ctrl_i_synchronizer_reg_wgrey_addr_sync_data_out_reg[2]/CLK,1080.581299,1080.581299,0.000000
output_backup_cbe_out_reg[0]/CLK,1316.937744,1316.937744,0.000000
pci_target_unit_fifos_pciw_fifo_ctrl_wgrey_next_reg[1]/CLK,1434.960571,1434.960571,0.000000
pci_target_unit_fifos_pciw_fifo_ctrl_i_synchronizer_reg_wgrey_addr_sync_data_out_reg[0]/CLK,1080.590332,1080.590332,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[6][17]/CLK,2196.998047,2196.998047,0.000000
pci_target_unit_fifos_pciw_fifo_ctrl_i_synchronizer_reg_rgrey_minus2_sync_data_out_reg[1]/CLK,1086.215332,1086.215332,0.000000
pci_target_unit_fifos_wb_clk_inGreyCount_reg[1]/CLK,1084.447876,1084.447876,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[12][36]/CLK,3747.234863,3747.234863,0.000000
pci_target_unit_fifos_pciw_fifo_ctrl_i_synchronizer_reg_wgrey_addr_sync_data_out_reg[1]/CLK,1084.316895,1084.316895,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[15][36]/CLK,2156.354248,2156.354248,0.000000
pci_target_unit_pci_target_if_pciw_fifo_wenable_out_reg/CLK,1070.332031,1070.332031,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[6][2]/CLK,2196.994629,2196.994629,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[15][23]/CLK,2126.552979,2126.552979,0.000000
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[5][37]/CLK,2151.153809,2151.153809,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[30]/CLK,2383.085693,2383.085693,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[18]/CLK,2383.651611,2383.651611,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[2]/CLK,2383.478516,2383.478516,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[19]/CLK,2383.116699,2383.116699,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[5]/CLK,3227.044189,3227.044189,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[2][35]/CLK,3774.207275,3774.207275,0.000000
output_backup_ad_out_reg[30]/CLK,1908.61145,1908.611450,0.000000
output_backup_cbe_out_reg[3]/CLK,1375.223389,1375.223389,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_do_reg_b_reg[37]/CLK,1468.585327,1468.585327,0.000000
pci_target_unit_pci_target_sm_master_will_request_read_reg/CLK,961.752747,961.752747,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[8]/CLK,3211.519775,3211.519775,0.000000
output_backup_cbe_out_reg[2]/CLK,1349.073242,1349.073242,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[26]/CLK,3212.161133,3212.161133,0.000000
output_backup_irdy_out_reg/CLK,1188.762207,1188.762207,0.000000
output_backup_cbe_out_reg[1]/CLK,1373.623413,1373.623413,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[2][0]/CLK,3776.48999,3776.489990,0.000000
input_register_pci_ad_reg_out_reg[1]/CLK,1329.987671,1329.987671,0.000000
pci_target_unit_wishbone_master_pcir_fifo_data_out_reg[24]/CLK,3202.054199,3202.054199,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[13][33]/CLK,3774.155273,3774.155273,0.000000
output_backup_frame_out_reg/CLK,1222.808472,1222.808472,0.000000
output_backup_devsel_out_reg/CLK,1246.271973,1246.271973,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[14][27]/CLK,2195.607178,2195.607178,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[10][15]/CLK,2196.910156,2196.910156,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[14][25]/CLK,2197.006836,2197.006836,0.000000
configuration_sync_cache_lsize_to_wb_bits_reg[6]/CLK,1459.489624,1459.489624,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[9][3]/CLK,2194.858398,2194.858398,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[10][6]/CLK,2190.697754,2190.697754,0.000000
wishbone_slave_unit_fifos_wbw_inTransactionCount_reg[2]/CLK,2617.039307,2617.039307,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[14][7]/CLK,3764.911865,3764.911865,0.000000
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[5][1]/CLK,2312.94165,2312.941650,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[10][32]/CLK,3743.060547,3743.060547,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[12][28]/CLK,3760.40625,3760.406250,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[3][6]/CLK,3749.651855,3749.651855,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[3][24]/CLK,3741.959229,3741.959229,0.000000
pci_target_unit_wishbone_master_burst_chopped_reg/CLK,1088.631714,1088.631714,0.000000
wishbone_slave_unit_del_sync_comp_cycle_count_reg[16]/CLK,2312.06665,2312.066650,0.000000
pci_target_unit_fifos_pcir_fifo_ctrl_wgrey_next_reg[2]/CLK,2315.916504,2315.916504,0.000000
pci_target_unit_fifos_pcir_fifo_ctrl_wgrey_next_reg[0]/CLK,2316.546631,2316.546631,0.000000
pci_target_unit_fifos_pcir_fifo_ctrl_waddr_reg[0]/CLK,2313.871582,2313.871582,0.000000
pci_target_unit_pci_target_if_norm_address_reg[7]/CLK,1883.244507,1883.244507,0.000000
pci_target_unit_fifos_pcir_fifo_ctrl_raddr_reg[0]/CLK,2314.601318,2314.601318,0.000000
wishbone_slave_unit_fifos_wbw_fifo_ctrl_i_synchronizer_reg_rgrey_minus1_sync_data_out_reg[3]/CLK,2681.000244,2681.000244,0.000000
wishbone_slave_unit_fifos_wbw_fifo_ctrl_i_synchronizer_reg_rgrey_minus1_sync_data_out_reg[0]/CLK,2770.884277,2770.884277,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[12][3]/CLK,3744.806641,3744.806641,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[12][1]/CLK,3746.554688,3746.554688,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[3][19]/CLK,3777.648193,3777.648193,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[3][4]/CLK,3735.166748,3735.166748,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[7][7]/CLK,2150.588379,2150.588379,0.000000
wishbone_slave_unit_fifos_wbw_fifo_ctrl_i_synchronizer_reg_rgrey_minus1_sync_data_out_reg[2]/CLK,2717.130859,2717.130859,0.000000
pci_target_unit_del_sync_addr_out_reg[2]/CLK,1883.26001,1883.260010,0.000000
configuration_pci_ba0_bit31_8_reg[29]/CLK,1895.47229,1895.472290,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[3][8]/CLK,3734.908691,3734.908691,0.000000
wishbone_slave_unit_fifos_wbw_fifo_ctrl_i_synchronizer_reg_rgrey_minus1_sync_data_out_reg[1]/CLK,2680.825439,2680.825439,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[3][30]/CLK,3742.114258,3742.114258,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[4][26]/CLK,2181.486572,2181.486572,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[2][34]/CLK,3776.160156,3776.160156,0.000000
wishbone_slave_unit_fifos_wbr_fifo_storage_mem_reg[15][9]/CLK,2177.740967,2177.740967,0.000000
pci_target_unit_pci_target_sm_state_transfere_reg_reg/CLK,964.554199,964.554199,0.000000
pci_target_unit_fifos_pciw_fifo_storage_do_reg_b_reg[39]/CLK,1076.62561,1076.625610,0.000000
wishbone_slave_unit_fifos_wbw_fifo_storage_mem_reg[12][25]/CLK,3741.52417,3741.524170,0.000000
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][22]/CLK,3120.528076,3120.528076,0.000000
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[4][13]/CLK,3120.89502,3120.895020,0.000000
