"from_pin.full_name","to_pin.full_name",delay_max_rise,delay_max_fall,"variation_delay_max_rise.mean","variation_delay_max_rise.std_dev","variation_delay_max_fall.mean","variation_delay_max_fall.std_dev"
g275/Y,g795/A2,0.017283,0.017236,0.017283,UNINIT,0.017236,UNINIT
g123509/Y,g164965/A,0.219609,0.220295,0.219609,UNINIT,0.220295,UNINIT
g176353/Y,g795/B,0.019764,0.019737,0.019764,UNINIT,0.019737,UNINIT
g140916/Y,configuration_wb_err_data_reg[4]/D,0.049092,0.049017,0.049092,UNINIT,0.049017,UNINIT
g795/Y,g146585/A,0.018528,0.018533,0.018528,UNINIT,0.018533,UNINIT
g164965/SN,g121871__6131/B,0.110391,0.111616,0.110391,UNINIT,0.111616,UNINIT
g146585/Y,output_backup_ad_out_reg[4]/D,0.024826,0.024784,0.024826,UNINIT,0.024784,UNINIT
pci_io_mux_ad_iob28_dat_out_reg/QN,FE_OFC82974_pci_ad_o_28/A,0.265194,0.264234,0.265194,UNINIT,0.264234,UNINIT
pci_io_mux_ad_iob28_dat_out_reg/QN,g126/A,0.265194,0.264234,0.265194,UNINIT,0.264234,UNINIT
g126/Y,g123/B,0.047995,0.047986,0.047995,UNINIT,0.047986,UNINIT
g123/Y,pci_io_mux_ad_iob28_dat_out_reg/D,0.027812,0.027765,0.027812,UNINIT,0.027765,UNINIT
pci_io_mux_ad_iob27_dat_out_reg/QN,FE_OFC83100_pci_ad_o_27/A,0.289358,0.288260,0.289358,UNINIT,0.288260,UNINIT
pci_io_mux_ad_iob27_dat_out_reg/QN,g146366/A,0.289358,0.288260,0.289358,UNINIT,0.288260,UNINIT
g146366/Y,g165078/B,0.059550,0.059574,0.059550,UNINIT,0.059574,UNINIT
g165078/Y,g119/A,0.014336,0.014341,0.014336,UNINIT,0.014341,UNINIT
g119/Y,pci_io_mux_ad_iob27_dat_out_reg/D,0.025455,0.025412,0.025455,UNINIT,0.025412,UNINIT
pci_io_mux_ad_iob26_dat_out_reg/QN,g237/A,1.069617,1.068302,1.069617,UNINIT,1.068302,UNINIT
pci_io_mux_ad_iob26_dat_out_reg/QN,FE_OFC256_pci_ad_o_26/A,1.069617,1.068302,1.069617,UNINIT,1.068302,UNINIT
g237/Y,g235/A,0.066186,0.065905,0.066186,UNINIT,0.065905,UNINIT
g237/Y,FE_OFC781_n_8645/A,0.066186,0.065905,0.066186,UNINIT,0.065905,UNINIT
g235/Y,g170181/B,0.022613,0.022515,0.022613,UNINIT,0.022515,UNINIT
FE_OFC781_n_8645/Y,g170183/A,0.014597,0.014697,0.014597,UNINIT,0.014697,UNINIT
g170181/Y,pci_io_mux_ad_iob26_dat_out_reg/D,0.030085,0.030036,0.030085,UNINIT,0.030036,UNINIT
g170183/Y,g170182/A,0.009390,0.009310,0.009390,UNINIT,0.009310,UNINIT
g170182/Y,g170181/A2,0.060507,0.060426,0.060507,UNINIT,0.060426,UNINIT
pci_io_mux_ad_iob25_dat_out_reg/QN,g146593/A,0.566373,0.564914,0.566373,UNINIT,0.564914,UNINIT
pci_io_mux_ad_iob25_dat_out_reg/QN,FE_OFC82628_pci_ad_o_25/A,0.566373,0.564914,0.566373,UNINIT,0.564914,UNINIT
g146593/Y,g146592/A,0.063259,0.062591,0.063259,UNINIT,0.062591,UNINIT
g146593/Y,g146594/A,0.063259,0.062591,0.063259,UNINIT,0.062591,UNINIT
g146592/Y,g83/A2,0.017235,0.017285,0.017235,UNINIT,0.017285,UNINIT
g146594/Y,g83/B,0.034179,0.034167,0.034179,UNINIT,0.034167,UNINIT
g83/Y,pci_io_mux_ad_iob25_dat_out_reg/D,0.022490,0.022450,0.022490,UNINIT,0.022450,UNINIT
pci_io_mux_ad_iob19_dat_out_reg/QN,FE_OFC82786_pci_ad_o_19/A,0.731385,0.730406,0.731385,UNINIT,0.730406,UNINIT
pci_io_mux_ad_iob19_dat_out_reg/QN,g165100/A,0.731385,0.730406,0.731385,UNINIT,0.730406,UNINIT
g165100/Y,g165367/B,0.025951,0.025975,0.025951,UNINIT,0.025975,UNINIT
g165367/Y,g165366/B,0.022945,0.022956,0.022945,UNINIT,0.022956,UNINIT
g165366/Y,g307/A,0.031943,0.032328,0.031943,UNINIT,0.032328,UNINIT
g307/Y,pci_io_mux_ad_iob19_dat_out_reg/D,0.026598,0.026553,0.026598,UNINIT,0.026553,UNINIT
pci_io_mux_ad_iob15_dat_out_reg/QN,FE_OFC82976_pci_ad_o_15/A,0.234828,0.234752,0.234828,UNINIT,0.234752,UNINIT
pci_io_mux_ad_iob15_dat_out_reg/QN,g170477/A2,0.234828,0.234752,0.234828,UNINIT,0.234752,UNINIT
g170477/Y,g179998/B,0.029458,0.029460,0.029458,UNINIT,0.029460,UNINIT
g170477/Y,g179999/B,0.029458,0.029460,0.029458,UNINIT,0.029460,UNINIT
g179998/Y,g179996/A2,0.023773,0.023734,0.023773,UNINIT,0.023734,UNINIT
g179999/Y,g179996/B,0.024911,0.024804,0.024911,UNINIT,0.024804,UNINIT
g179996/Y,pci_io_mux_ad_iob15_dat_out_reg/D,0.033534,0.033476,0.033534,UNINIT,0.033476,UNINIT
pci_io_mux_ad_iob13_dat_out_reg/QN,FE_OFC82768_pci_ad_o_13/A,0.231845,0.231276,0.231845,UNINIT,0.231276,UNINIT
pci_io_mux_ad_iob13_dat_out_reg/QN,g139712/A1,0.231845,0.231276,0.231845,UNINIT,0.231276,UNINIT
g139712/Y,g134827/B,0.035591,0.035584,0.035591,UNINIT,0.035584,UNINIT
g134827/Y,pci_io_mux_ad_iob13_dat_out_reg/D,0.046347,0.046278,0.046347,UNINIT,0.046278,UNINIT
pci_io_mux_ad_iob12_dat_out_reg/QN,FE_OFC82762_pci_ad_o_12/A,0.116983,0.116326,0.116983,UNINIT,0.116326,UNINIT
pci_io_mux_ad_iob12_dat_out_reg/QN,g164930/A,0.116983,0.116326,0.116983,UNINIT,0.116326,UNINIT
g164930/Y,g180225/B,0.064806,0.064810,0.064806,UNINIT,0.064810,UNINIT
g180225/Y,g180224/B,0.029095,0.029255,0.029095,UNINIT,0.029255,UNINIT
g180224/Y,pci_io_mux_ad_iob12_dat_out_reg/D,0.040044,0.039983,0.040044,UNINIT,0.039983,UNINIT
pci_io_mux_ad_iob10_dat_out_reg/QN,g146563/A,0.129413,0.128489,0.129413,UNINIT,0.128489,UNINIT
pci_io_mux_ad_iob10_dat_out_reg/QN,FE_OFC82772_pci_ad_o_10/A,0.129413,0.128489,0.129413,UNINIT,0.128489,UNINIT
g146563/Y,g1373/B,0.062751,0.063274,0.062751,UNINIT,0.063274,UNINIT
g146563/Y,g1375/A,0.062751,0.063274,0.062751,UNINIT,0.063274,UNINIT
g1373/Y,g165125/B,0.022919,0.022819,0.022919,UNINIT,0.022819,UNINIT
g1375/Y,g1370/A,0.023754,0.023775,0.023754,UNINIT,0.023775,UNINIT
g165125/Y,pci_io_mux_ad_iob10_dat_out_reg/D,0.025261,0.025218,0.025261,UNINIT,0.025218,UNINIT
g1370/Y,g165125/A1,0.037104,0.037187,0.037104,UNINIT,0.037187,UNINIT
pci_io_mux_ad_iob8_dat_out_reg/QN,g147165/A,0.659073,0.657409,0.659073,UNINIT,0.657409,UNINIT
pci_io_mux_ad_iob8_dat_out_reg/QN,FE_OFC82950_pci_ad_o_8/A,0.659073,0.657409,0.659073,UNINIT,0.657409,UNINIT
g147165/Y,g288/B,0.028431,0.028414,0.028431,UNINIT,0.028414,UNINIT
g147165/Y,g147166/B,0.028431,0.028414,0.028431,UNINIT,0.028414,UNINIT
g288/Y,g285/A3,0.020275,0.020338,0.020275,UNINIT,0.020338,UNINIT
g147166/Y,g285/B,0.018707,0.018699,0.018707,UNINIT,0.018699,UNINIT
g285/Y,pci_io_mux_ad_iob8_dat_out_reg/D,0.036959,0.036897,0.036959,UNINIT,0.036897,UNINIT
pci_io_mux_ad_iob7_dat_out_reg/QN,g146887/A,0.107237,0.106643,0.107237,UNINIT,0.106643,UNINIT
pci_io_mux_ad_iob7_dat_out_reg/QN,FE_OFC82788_pci_ad_o_7/A,0.107237,0.106643,0.107237,UNINIT,0.106643,UNINIT
g146887/Y,g193566/A,0.056247,0.057020,0.056247,UNINIT,0.057020,UNINIT
g193566/Y,pci_io_mux_ad_iob7_dat_out_reg/D,0.029647,0.029597,0.029647,UNINIT,0.029597,UNINIT
pci_io_mux_ad_iob4_dat_out_reg/QN,FE_OFC82766_pci_ad_o_4/A,0.166274,0.165833,0.166274,UNINIT,0.165833,UNINIT
pci_io_mux_ad_iob4_dat_out_reg/QN,g35/A,0.166274,0.165833,0.166274,UNINIT,0.165833,UNINIT
g35/Y,g163477/B,0.040302,0.040095,0.040302,UNINIT,0.040095,UNINIT
g35/Y,g155872/A,0.040302,0.040095,0.040302,UNINIT,0.040095,UNINIT
g163477/Y,g155868/A1,0.018689,0.018734,0.018689,UNINIT,0.018734,UNINIT
g155872/Y,g155868/B,0.026699,0.026586,0.026699,UNINIT,0.026586,UNINIT
g155868/Y,pci_io_mux_ad_iob4_dat_out_reg/D,0.031434,0.031383,0.031434,UNINIT,0.031383,UNINIT
pci_io_mux_ad_iob1_dat_out_reg/QN,FE_OFC82982_pci_ad_o_1/A,0.208005,0.207506,0.208005,UNINIT,0.207506,UNINIT
pci_io_mux_ad_iob1_dat_out_reg/QN,g110/A,0.208005,0.207506,0.208005,UNINIT,0.207506,UNINIT
g110/Y,g108/A,0.056919,0.056787,0.056919,UNINIT,0.056787,UNINIT
g110/Y,g109/B,0.056919,0.056787,0.056919,UNINIT,0.056787,UNINIT
g108/Y,g156672/B,0.085262,0.085000,0.085262,UNINIT,0.085000,UNINIT
g109/Y,g156672/A2,0.080795,0.080698,0.080795,UNINIT,0.080698,UNINIT
g156672/Y,pci_io_mux_ad_iob1_dat_out_reg/D,0.018310,0.018276,0.018310,UNINIT,0.018276,UNINIT
output_backup_ad_out_reg[28]/QN,g164970/CI,0.169761,0.169514,0.169761,UNINIT,0.169514,UNINIT
output_backup_ad_out_reg[28]/QN,g140931/A1,0.169761,0.169514,0.169761,UNINIT,0.169514,UNINIT
output_backup_ad_out_reg[28]/QN,g127/A,0.169761,0.169514,0.169761,UNINIT,0.169514,UNINIT
g164970/SN,g122982/B,0.032975,0.036769,0.032975,UNINIT,0.036769,UNINIT
g140931/Y,configuration_wb_err_data_reg[28]/D,0.033191,0.033072,0.033191,UNINIT,0.033072,UNINIT
g127/Y,g124/B,0.041859,0.041851,0.041859,UNINIT,0.041851,UNINIT
g124/Y,output_backup_ad_out_reg[28]/D,0.040762,0.040696,0.040762,UNINIT,0.040696,UNINIT
output_backup_ad_out_reg[27]/QN,g164969/A,0.251350,0.251270,0.251350,UNINIT,0.251270,UNINIT
output_backup_ad_out_reg[27]/QN,g165077/A,0.251350,0.251270,0.251350,UNINIT,0.251270,UNINIT
output_backup_ad_out_reg[27]/QN,g140930/A1,0.251350,0.251270,0.251350,UNINIT,0.251270,UNINIT
g165077/Y,g152/B,0.025656,0.025668,0.025656,UNINIT,0.025668,UNINIT
g140930/Y,configuration_wb_err_data_reg[27]/D,0.047080,0.046917,0.047080,UNINIT,0.046917,UNINIT
g152/Y,g151/A,0.008174,0.008177,0.008174,UNINIT,0.008177,UNINIT
g151/Y,output_backup_ad_out_reg[27]/D,0.024848,0.024805,0.024848,UNINIT,0.024805,UNINIT
output_backup_ad_out_reg[26]/QN,g146740/A2,0.113578,0.113519,0.113578,UNINIT,0.113519,UNINIT
output_backup_ad_out_reg[26]/QN,g176349/A,0.113578,0.113519,0.113578,UNINIT,0.113519,UNINIT
output_backup_ad_out_reg[26]/QN,g164970/B,0.113578,0.113519,0.113578,UNINIT,0.113519,UNINIT
output_backup_ad_out_reg[26]/QN,g140945/A1,0.113578,0.113519,0.113578,UNINIT,0.113519,UNINIT
g146740/Y,g166017/A,0.027375,0.027166,0.027375,UNINIT,0.027166,UNINIT
g176349/Y,g166018/A,0.015028,0.014807,0.015028,UNINIT,0.014807,UNINIT
g140945/Y,configuration_wb_err_data_reg[26]/D,0.041060,0.040910,0.041060,UNINIT,0.040910,UNINIT
g166017/Y,g166015/A2,0.030638,0.030591,0.030638,UNINIT,0.030591,UNINIT
g166018/Y,g166015/B,0.022565,0.022467,0.022565,UNINIT,0.022467,UNINIT
g166015/Y,output_backup_ad_out_reg[26]/D,0.051341,0.051263,0.051341,UNINIT,0.051263,UNINIT
output_backup_ad_out_reg[25]/QN,g239/A,0.129083,0.129305,0.129083,UNINIT,0.129305,UNINIT
output_backup_ad_out_reg[25]/QN,g123499/B,0.129083,0.129305,0.129083,UNINIT,0.129305,UNINIT
output_backup_ad_out_reg[25]/QN,g140939/A1,0.129083,0.129305,0.129083,UNINIT,0.129305,UNINIT
g239/Y,g234/A,0.033321,0.032863,0.033321,UNINIT,0.032863,UNINIT
g239/Y,g146588/A,0.033321,0.032863,0.033321,UNINIT,0.032863,UNINIT
g123499/Y,g164966/CI,0.161934,0.162321,0.161934,UNINIT,0.162321,UNINIT
g140939/Y,configuration_wb_err_data_reg[25]/D,0.036777,0.036638,0.036777,UNINIT,0.036638,UNINIT
g234/Y,g82/B,0.017456,0.017449,0.017456,UNINIT,0.017449,UNINIT
g146588/Y,g82/A3,0.030581,0.030673,0.030581,UNINIT,0.030673,UNINIT
g164966/SN,g164964/A,0.219758,0.220445,0.219758,UNINIT,0.220445,UNINIT
g82/Y,output_backup_ad_out_reg[25]/D,0.019800,0.019764,0.019800,UNINIT,0.019764,UNINIT
output_backup_ad_out_reg[19]/QN,g164968/B,0.191985,0.191750,0.191985,UNINIT,0.191750,UNINIT
output_backup_ad_out_reg[19]/QN,g140952/A1,0.191985,0.191750,0.191985,UNINIT,0.191750,UNINIT
output_backup_ad_out_reg[19]/QN,g173538/B1,0.191985,0.191750,0.191985,UNINIT,0.191750,UNINIT
g164968/SN,g164964/B,0.155757,0.155615,0.155757,UNINIT,0.155615,UNINIT
g140952/Y,configuration_wb_err_data_reg[19]/D,0.024304,0.024209,0.024304,UNINIT,0.024209,UNINIT
g173538/Y,g306/B,0.021267,0.021278,0.021267,UNINIT,0.021278,UNINIT
g306/Y,g165363/B,0.036019,0.036011,0.036019,UNINIT,0.036011,UNINIT
g165363/Y,output_backup_ad_out_reg[19]/D,0.038349,0.038286,0.038349,UNINIT,0.038286,UNINIT
output_backup_ad_out_reg[15]/QN,g123498/A,0.126300,0.126257,0.126300,UNINIT,0.126257,UNINIT
output_backup_ad_out_reg[15]/QN,g140906/A1,0.126300,0.126257,0.126300,UNINIT,0.126257,UNINIT
output_backup_ad_out_reg[15]/QN,g170484/A2,0.126300,0.126257,0.126300,UNINIT,0.126257,UNINIT
g123498/Y,g123189/B,0.046731,0.051092,0.046731,UNINIT,0.051092,UNINIT
g140906/Y,configuration_wb_err_data_reg[15]/D,0.022915,0.022824,0.022915,UNINIT,0.022824,UNINIT
g170484/Y,g170483/B,0.039155,0.039164,0.039155,UNINIT,0.039164,UNINIT
g170484/Y,g170486/B,0.039155,0.039164,0.039155,UNINIT,0.039164,UNINIT
g170483/Y,g170482/A2,0.043409,0.043343,0.043409,UNINIT,0.043343,UNINIT
g170486/Y,g170482/B,0.022197,0.022099,0.022197,UNINIT,0.022099,UNINIT
g170482/Y,output_backup_ad_out_reg[15]/D,0.024000,0.023958,0.024000,UNINIT,0.023958,UNINIT
output_backup_ad_out_reg[13]/QN,g123506/A,0.126807,0.126537,0.126807,UNINIT,0.126537,UNINIT
output_backup_ad_out_reg[13]/QN,g139714/A1,0.126807,0.126537,0.126807,UNINIT,0.126537,UNINIT
output_backup_ad_out_reg[13]/QN,g140925/A1,0.126807,0.126537,0.126807,UNINIT,0.126537,UNINIT
g123506/Y,g123192/A,0.037529,0.037534,0.037529,UNINIT,0.037534,UNINIT
g139714/Y,g134823/B,0.040849,0.040840,0.040849,UNINIT,0.040840,UNINIT
g140925/Y,configuration_wb_err_data_reg[13]/D,0.056040,0.055956,0.056040,UNINIT,0.055956,UNINIT
g123192/Y,g123034/A,0.068424,0.068183,0.068424,UNINIT,0.068183,UNINIT
g134823/Y,output_backup_ad_out_reg[13]/D,0.015715,0.015688,0.015715,UNINIT,0.015688,UNINIT
output_backup_ad_out_reg[12]/QN,g123506/B,0.109078,0.104320,0.109078,UNINIT,0.104320,UNINIT
output_backup_ad_out_reg[12]/QN,g164929/A,0.109078,0.104320,0.109078,UNINIT,0.104320,UNINIT
output_backup_ad_out_reg[12]/QN,g140968/A1,0.109078,0.104320,0.109078,UNINIT,0.104320,UNINIT
g164929/Y,g223/B,0.051441,0.051444,0.051441,UNINIT,0.051444,UNINIT
g140968/Y,configuration_wb_err_data_reg[12]/D,0.037657,0.037514,0.037657,UNINIT,0.037514,UNINIT
g223/Y,g166009/B,0.041233,0.041448,0.041233,UNINIT,0.041448,UNINIT
g166009/Y,output_backup_ad_out_reg[12]/D,0.066722,0.066625,0.066722,UNINIT,0.066625,UNINIT
output_backup_ad_out_reg[10]/QN,g146565/A,0.145177,0.139345,0.145177,UNINIT,0.139345,UNINIT
output_backup_ad_out_reg[10]/QN,g123516/B,0.145177,0.139345,0.145177,UNINIT,0.139345,UNINIT
output_backup_ad_out_reg[10]/QN,g140924/A1,0.145177,0.139345,0.145177,UNINIT,0.139345,UNINIT
g146565/Y,g1374/B,0.070804,0.071377,0.070804,UNINIT,0.071377,UNINIT
g146565/Y,g1376/A,0.070804,0.071377,0.070804,UNINIT,0.071377,UNINIT
g123516/Y,g123192/B,0.046783,0.051419,0.046783,UNINIT,0.051419,UNINIT
g140924/Y,configuration_wb_err_data_reg[10]/D,0.039881,0.039815,0.039881,UNINIT,0.039815,UNINIT
g1374/Y,g118/B,0.034446,0.034299,0.034446,UNINIT,0.034299,UNINIT
g1376/Y,g1371/A,0.053820,0.053828,0.053820,UNINIT,0.053828,UNINIT
g118/Y,output_backup_ad_out_reg[10]/D,0.065253,0.065159,0.065253,UNINIT,0.065159,UNINIT
g1371/Y,g118/A1,0.025938,0.025997,0.025938,UNINIT,0.025997,UNINIT
output_backup_ad_out_reg[9]/QN,g123514/A,0.073921,0.073754,0.073921,UNINIT,0.073754,UNINIT
output_backup_ad_out_reg[9]/QN,g140923/A1,0.073921,0.073754,0.073921,UNINIT,0.073754,UNINIT
output_backup_ad_out_reg[9]/QN,g165297/A,0.073921,0.073754,0.073921,UNINIT,0.073754,UNINIT
g123514/Y,g123181/A,0.045273,0.045279,0.045273,UNINIT,0.045279,UNINIT
g140923/Y,configuration_wb_err_data_reg[9]/D,0.024533,0.024438,0.024533,UNINIT,0.024438,UNINIT
g165297/Y,g165296/B,0.028189,0.028191,0.028189,UNINIT,0.028191,UNINIT
g165297/Y,g165298/B,0.028189,0.028191,0.028189,UNINIT,0.028191,UNINIT
g123181/Y,g164965/CI,0.067657,0.067834,0.067657,UNINIT,0.067834,UNINIT
g165296/Y,g165493/A3,0.018620,0.018679,0.018620,UNINIT,0.018679,UNINIT
g165298/Y,g165493/B,0.022520,0.022511,0.022520,UNINIT,0.022511,UNINIT
g165493/Y,output_backup_ad_out_reg[9]/D,0.034629,0.034574,0.034629,UNINIT,0.034574,UNINIT
output_backup_ad_out_reg[8]/QN,g123514/B,0.104310,0.099608,0.104310,UNINIT,0.099608,UNINIT
output_backup_ad_out_reg[8]/QN,g147167/A,0.104310,0.099608,0.104310,UNINIT,0.099608,UNINIT
output_backup_ad_out_reg[8]/QN,g140920/A1,0.104310,0.099608,0.104310,UNINIT,0.099608,UNINIT
g147167/Y,g287/B,0.020488,0.020467,0.020488,UNINIT,0.020467,UNINIT
g147167/Y,g147168/B,0.020488,0.020467,0.020488,UNINIT,0.020467,UNINIT
g140920/Y,configuration_wb_err_data_reg[8]/D,0.022103,0.022015,0.022103,UNINIT,0.022015,UNINIT
g287/Y,g286/A3,0.020513,0.020577,0.020513,UNINIT,0.020577,UNINIT
g147168/Y,g286/B,0.019844,0.019837,0.019844,UNINIT,0.019837,UNINIT
g286/Y,output_backup_ad_out_reg[8]/D,0.033383,0.033330,0.033383,UNINIT,0.033330,UNINIT
output_backup_ad_out_reg[7]/QN,g123495/A,0.148955,0.148482,0.148955,UNINIT,0.148482,UNINIT
output_backup_ad_out_reg[7]/QN,g146889/A,0.148955,0.148482,0.148955,UNINIT,0.148482,UNINIT
output_backup_ad_out_reg[7]/QN,g140919/A1,0.148955,0.148482,0.148955,UNINIT,0.148482,UNINIT
g123495/Y,g123181/B,0.036740,0.040311,0.036740,UNINIT,0.040311,UNINIT
g146889/Y,g193570/B,0.075988,0.075973,0.075988,UNINIT,0.075973,UNINIT
g140919/Y,configuration_wb_err_data_reg[7]/D,0.028920,0.028811,0.028920,UNINIT,0.028811,UNINIT
g193570/Y,output_backup_ad_out_reg[7]/D,0.037631,0.037568,0.037631,UNINIT,0.037568,UNINIT
output_backup_ad_out_reg[1]/QN,g123494/A,0.176331,0.176008,0.176331,UNINIT,0.176008,UNINIT
output_backup_ad_out_reg[1]/QN,g164931/A,0.176331,0.176008,0.176331,UNINIT,0.176008,UNINIT
output_backup_ad_out_reg[1]/QN,g140929/A1,0.176331,0.176008,0.176331,UNINIT,0.176008,UNINIT
g123494/Y,g123031/B,0.106369,0.097139,0.106369,UNINIT,0.097139,UNINIT
g164931/Y,g164454/A,0.032974,0.032629,0.032974,UNINIT,0.032629,UNINIT
g164931/Y,g164456/B,0.032974,0.032629,0.032974,UNINIT,0.032629,UNINIT
g140929/Y,configuration_wb_err_data_reg[1]/D,0.064283,0.064193,0.064283,UNINIT,0.064193,UNINIT
g164454/Y,g164453/A1,0.020830,0.020879,0.020830,UNINIT,0.020879,UNINIT
g164456/Y,g164453/B,0.020803,0.020711,0.020803,UNINIT,0.020711,UNINIT
g164453/Y,output_backup_ad_out_reg[1]/D,0.026889,0.026843,0.026889,UNINIT,0.026843,UNINIT
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[36]/QN,g142450/A,0.743336,0.741204,0.743336,UNINIT,0.741204,UNINIT
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[36]/QN,g141877/B1,0.743336,0.741204,0.743336,UNINIT,0.741204,UNINIT
wishbone_slave_unit_fifos_wbw_fifo_storage_do_reg_b_reg[36]/QN,g143155/A,0.743336,0.741204,0.743336,UNINIT,0.741204,UNINIT
g142450/Y,g142361/A,0.407990,0.408500,0.407990,UNINIT,0.408500,UNINIT
g142450/Y,g141320/A2,0.407990,0.408500,0.407990,UNINIT,0.408500,UNINIT
g142450/Y,g141619/A2,0.407990,0.408500,0.407990,UNINIT,0.408500,UNINIT
