cell,type,class,sx,sy,px,py
FE_OFC19431_data_o_39,BUFx6f_ASAP7_75t_L,core,540,270,18936,1008
FE_OFC19429_data_o_76,BUFx6f_ASAP7_75t_L,core,540,270,17802,31518
FE_OFC19427_data_o_82,BUFx6f_ASAP7_75t_L,core,540,270,1008,14778
FE_OFC19425_data_o_100,BUFx6f_ASAP7_75t_L,core,540,270,17910,31788
FE_OFC19423_data_o_78,BUFx6f_ASAP7_75t_L,core,540,270,14130,31788
FE_OFC19421_data_o_49,BUFx6f_ASAP7_75t_L,core,540,270,14184,1818
FE_OFC19419_data_o_69,BUFx6f_ASAP7_75t_L,core,540,270,1548,16938
FE_OFC19417_data_o_48,BUFx6f_ASAP7_75t_L,core,540,270,1008,17478
FE_OFC19415_data_o_91,BUFx6f_ASAP7_75t_L,core,540,270,1008,16938
FE_OFC1238_data_o_68,HB1xp67_ASAP7_75t_SL,core,216,270,27198,17748
FE_OFC1237_data_o_26,HB1xp67_ASAP7_75t_SL,core,216,270,21366,30978
FE_OFC1236_data_o_103,HB1xp67_ASAP7_75t_L,core,216,270,31896,12078
FE_OFC1235_data_o_40,HB1xp67_ASAP7_75t_SL,core,216,270,14454,30978
FE_OFC1234_data_o_40,HB1xp67_ASAP7_75t_L,core,216,270,14184,27468
FE_OFC1233_data_o_56,HB1xp67_ASAP7_75t_SL,core,216,270,2088,16668
FE_OFC1232_data_o_95,HB1xp67_ASAP7_75t_SL,core,216,270,20664,1278
FE_OFC1231_data_o_101,HB1xp67_ASAP7_75t_SL,core,216,270,31140,15048
FE_OFC1230_data_o_31,HB1xp67_ASAP7_75t_SL,core,216,270,20394,1278
FE_OFC1229_data_o_80,HB1xp67_ASAP7_75t_SL,core,216,270,21042,31788
FE_OFC1228_data_o_87,HB1xp67_ASAP7_75t_SL,core,216,270,21636,1008
FE_OFC1227_data_o_112,HB1xp67_ASAP7_75t_SL,core,216,270,16830,31518
FE_OFC19413_data_o_85,BUFx6f_ASAP7_75t_L,core,540,270,31680,14508
FE_OFC19411_data_o_64,BUFx6f_ASAP7_75t_L,core,540,270,17910,30978
FE_OFC19409_data_o_84,BUFx6f_ASAP7_75t_L,core,540,270,15210,31518
FE_OFC19407_data_o_123,BUFx6f_ASAP7_75t_L,core,540,270,31680,15318
FE_OFC19405_data_o_71,BUFx6f_ASAP7_75t_L,core,540,270,31140,13428
FE_OFC19403_data_o_67,BUFx6f_ASAP7_75t_L,core,540,270,31140,16938
FE_OFC19401_data_o_116,BUFx6f_ASAP7_75t_L,core,540,270,17586,31248
FE_OFC19399_data_o_97,BUFx6f_ASAP7_75t_L,core,540,270,15264,1278
FE_OFC19397_data_o_115,BUFx6f_ASAP7_75t_L,core,540,270,17856,1008
FE_OFC19395_data_o_83,BUFx6f_ASAP7_75t_L,core,540,270,15264,1008
FE_OFC19393_data_o_81,BUFx6f_ASAP7_75t_L,core,540,270,31680,16128
FE_OFC19391_data_o_0,BUFx6f_ASAP7_75t_L,core,540,270,1548,14508
FE_OFC19389_data_o_117,BUFx6f_ASAP7_75t_L,core,540,270,31680,16398
FE_OFC19387_data_o_32,BUFx6f_ASAP7_75t_L,core,540,270,18990,30978
FE_OFC19385_data_o_51,BUFx6f_ASAP7_75t_L,core,540,270,18180,2088
FE_OFC19383_data_o_120,BUFx6f_ASAP7_75t_L,core,540,270,1548,15858
FE_OFC19381_data_o_65,BUFx6f_ASAP7_75t_L,core,540,270,17964,1278
FE_OFC19379_data_o_45,BUFx6f_ASAP7_75t_L,core,540,270,19044,1278
FE_OFC19377_data_o_75,BUFx6f_ASAP7_75t_L,core,540,270,16884,1008
FE_OFC19375_data_o_30,BUFx6f_ASAP7_75t_L,core,540,270,14346,31248
FE_OFC19373_data_o_63,BUFx6f_ASAP7_75t_L,core,540,270,18396,1008
FE_OFC19371_data_o_1,BUFx6f_ASAP7_75t_L,core,540,270,19314,1818
FE_OFC19369_data_o_119,BUFx6f_ASAP7_75t_L,core,540,270,31680,13968
FE_OFC19367_data_o_47,BUFx6f_ASAP7_75t_L,core,540,270,31680,17478
FE_OFC19365_data_o_90,BUFx6f_ASAP7_75t_L,core,540,270,31680,18828
FE_OFC19363_data_o_17,BUFx6f_ASAP7_75t_L,core,540,270,31680,17208
FE_OFC19361_data_o_15,BUFx6f_ASAP7_75t_L,core,540,270,19476,1008
FE_OFC19359_data_o_50,BUFx6f_ASAP7_75t_L,core,540,270,15426,30978
FE_OFC19357_ready_o,BUFx6f_ASAP7_75t_L,core,540,270,20178,31248
FE_OFC19355_data_o_23,BUFx6f_ASAP7_75t_L,core,540,270,14724,1818
FE_OFC19353_data_o_13,BUFx6f_ASAP7_75t_L,core,540,270,19152,1548
FE_OFC19351_data_o_29,BUFx6f_ASAP7_75t_L,core,540,270,14454,1548
FE_OFC19349_data_o_93,BUFx6f_ASAP7_75t_L,core,540,270,15534,1548
FE_OFC19347_data_o_79,BUFx6f_ASAP7_75t_L,core,540,270,18504,1278
FE_OFC19345_data_o_121,BUFx6f_ASAP7_75t_L,core,540,270,15804,1008
FE_OFC19343_data_o_73,BUFx6f_ASAP7_75t_L,core,540,270,14886,2358
FE_OFC19341_data_o_94,BUFx6f_ASAP7_75t_L,core,540,270,14670,31518
FE_OFC19339_data_o_53,BUFx6f_ASAP7_75t_L,core,540,270,31140,16668
FE_OFC19337_data_o_6,BUFx6f_ASAP7_75t_L,core,540,270,31626,18288
FE_OFC19335_data_o_66,BUFx6f_ASAP7_75t_L,core,540,270,18990,31788
FE_OFC19333_data_o_37,BUFx6f_ASAP7_75t_L,core,540,270,31680,13428
FE_OFC19331_data_o_36,BUFx6f_ASAP7_75t_L,core,540,270,14130,31518
FE_OFC19329_data_o_59,BUFx6f_ASAP7_75t_L,core,540,270,31680,15588
FE_OFC19327_data_o_122,BUFx6f_ASAP7_75t_L,core,540,270,16290,31518
FE_OFC19325_data_o_54,BUFx6f_ASAP7_75t_L,core,540,270,1008,18018
FE_OFC19323_data_o_108,BUFx6f_ASAP7_75t_L,core,540,270,2088,17478
FE_OFC19321_data_o_4,BUFx6f_ASAP7_75t_L,core,540,270,1008,14508
FE_OFC19319_data_o_19,BUFx6f_ASAP7_75t_L,core,540,270,31680,13698
FE_OFC19317_data_o_104,BUFx6f_ASAP7_75t_L,core,540,270,31680,15858
FE_OFC19315_data_o_33,BUFx6f_ASAP7_75t_L,core,540,270,31626,17748
FE_OFC19313_data_o_109,BUFx6f_ASAP7_75t_L,core,540,270,16074,1548
FE_OFC19311_data_o_2,BUFx6f_ASAP7_75t_L,core,540,270,17748,30708
FE_OFC19309_data_o_114,BUFx6f_ASAP7_75t_L,core,540,270,18558,31248
FE_OFC19307_data_o_99,BUFx6f_ASAP7_75t_L,core,540,270,19584,1278
FE_OFC19305_data_o_38,BUFx6f_ASAP7_75t_L,core,540,270,1980,15588
FE_OFC19303_data_o_72,BUFx6f_ASAP7_75t_L,core,540,270,2088,15318
FE_OFC19301_data_o_57,BUFx6f_ASAP7_75t_L,core,540,270,14724,1278
FE_OFC19299_data_o_96,BUFx6f_ASAP7_75t_L,core,540,270,18450,31788
FE_OFC19297_data_o_28,BUFx6f_ASAP7_75t_L,core,540,270,1008,18288
FE_OFC19295_data_o_126,BUFx6f_ASAP7_75t_L,core,540,270,17370,31788
FE_OFC19293_data_o_25,BUFx6f_ASAP7_75t_L,core,540,270,17694,1818
FE_OFC19291_data_o_12,BUFx6f_ASAP7_75t_L,core,540,270,13050,31788
FE_OFC19289_data_o_89,BUFx6f_ASAP7_75t_L,core,540,270,31680,16668
FE_OFC19287_data_o_41,BUFx6f_ASAP7_75t_L,core,540,270,31140,14238
FE_OFC19285_data_o_77,BUFx6f_ASAP7_75t_L,core,540,270,14724,1008
FE_OFC19283_data_o_98,BUFx6f_ASAP7_75t_L,core,540,270,15210,31788
FE_OFC19281_data_o_14,BUFx6f_ASAP7_75t_L,core,540,270,19638,31248
FE_OFC19279_data_o_9,BUFx6f_ASAP7_75t_L,core,540,270,13644,1278
FE_OFC19277_data_o_92,BUFx6f_ASAP7_75t_L,core,540,270,1548,17478
FE_OFC19275_data_o_20,BUFx6f_ASAP7_75t_L,core,540,270,31680,15048
FE_OFC19273_data_o_106,BUFx6f_ASAP7_75t_L,core,540,270,1008,16128
FE_OFC19271_data_o_70,BUFx6f_ASAP7_75t_L,core,540,270,2088,18288
FE_OFC19269_data_o_27,BUFx6f_ASAP7_75t_L,core,540,270,31086,17748
FE_OFC19267_data_o_10,BUFx6f_ASAP7_75t_L,core,540,270,13320,2088
FE_OFC19265_data_o_62,BUFx6f_ASAP7_75t_L,core,540,270,1008,15588
FE_OFC19263_data_o_107,BUFx6f_ASAP7_75t_L,core,540,270,30600,17208
FE_OFC19261_data_o_34,BUFx6f_ASAP7_75t_L,core,540,270,1116,19098
FE_OFC19259_data_o_113,BUFx6f_ASAP7_75t_L,core,540,270,17586,1548
FE_OFC19257_data_o_60,BUFx6f_ASAP7_75t_L,core,540,270,14670,31788
FE_OFC19255_data_o_110,BUFx6f_ASAP7_75t_L,core,540,270,15804,1278
FE_OFC19253_data_o_7,BUFx6f_ASAP7_75t_L,core,540,270,1008,17748
FE_OFC19251_data_o_18,BUFx6f_ASAP7_75t_L,core,540,270,1548,18288
FE_OFC19249_data_o_46,BUFx6f_ASAP7_75t_L,core,540,270,18450,30978
FE_OFC19247_data_o_21,BUFx6f_ASAP7_75t_L,core,540,270,1008,14238
FE_OFC19245_data_o_88,BUFx6f_ASAP7_75t_L,core,540,270,18558,31518
FE_OFC19243_data_o_61,BUFx6f_ASAP7_75t_L,core,540,270,15750,31788
FE_OFC19241_data_o_35,BUFx6f_ASAP7_75t_L,core,540,270,14184,1278
FE_OFC19239_data_o_11,BUFx6f_ASAP7_75t_L,core,540,270,13590,31518
FE_OFC19237_data_o_58,BUFx6f_ASAP7_75t_L,core,540,270,14994,1548
FE_OFC19235_data_o_42,BUFx6f_ASAP7_75t_L,core,540,270,1548,14778
FE_OFC19233_data_o_111,BUFx6f_ASAP7_75t_L,core,540,270,15426,31248
FE_OFC1226_data_o_35,INVx1_ASAP7_75t_L,core,162,270,23796,11808
FE_OFC1225_round_key_var_20,INVx1_ASAP7_75t_L,core,162,270,6840,30168
FE_OFC1224_data_o_103,BUFx2_ASAP7_75t_L,core,270,270,29952,12078
FE_OFC1223_data_o_103,HB1xp67_ASAP7_75t_L,core,216,270,29034,8298
FE_OFC1222_state,INVx1_ASAP7_75t_L,core,162,270,5220,13698
FE_OFC1221_data_o_40,HB1xp67_ASAP7_75t_L,core,216,270,14022,26928
FE_OFC1220_addroundkey_ready_o,INVx2_ASAP7_75t_L,core,216,270,5490,13698
FE_OFC1219_addroundkey_round_1,INVx1_ASAP7_75t_L,core,162,270,2790,9918
FE_OFC1218_addroundkey_round_1,HB1xp67_ASAP7_75t_L,core,216,270,2952,9378
FE_OFC1217_round_key_var_27,INVx1_ASAP7_75t_L,core,162,270,27144,4788
FE_OFC1216_round_0,INVx1_ASAP7_75t_L,core,162,270,2898,11268
FE_OFC1215_round_0,INVx2_ASAP7_75t_L,core,216,270,2844,10998
FE_OFC1214_sub1_state_3,INVx1_ASAP7_75t_L,core,162,270,16182,15048
FE_OFC1213_sub1_state_3,INVx2_ASAP7_75t_L,core,216,270,16992,15318
FE_OFC1212_sub1_state_3,HB1xp67_ASAP7_75t_L,core,216,270,16020,14508
FE_OFC1211_sbox1_to_invert_3,INVx2_ASAP7_75t_L,core,216,270,2574,2358
FE_OFC1210_sbox1_to_invert_3,BUFx3_ASAP7_75t_SL,core,324,270,2736,2898
FE_OFC1209_round_2,BUFx3_ASAP7_75t_L,core,324,270,1980,11808
FE_OFC1208_round_2,HB1xp67_ASAP7_75t_L,core,216,270,1224,11808
FE_OFC1207_round_2,BUFx6f_ASAP7_75t_SL,core,540,270,2844,11808
FE_OFC1206_round_2,INVx2_ASAP7_75t_SL,core,216,270,2574,11538
FE_OFC1205_sub1_state_2,HB1xp67_ASAP7_75t_L,core,216,270,16344,16668
FE_OFC1204_sub1_state_2,INVx2_ASAP7_75t_L,core,216,270,16020,16398
FE_OFC1203_sub1_state_2,INVx2_ASAP7_75t_L,core,216,270,15426,16398
FE_OFC1202_sub1_state_2,INVx1_ASAP7_75t_L,core,162,270,14724,16128
FE_OFC1201_FE_OCPN18760_sub1_state_1,INVx1_ASAP7_75t_L,core,162,270,17316,15588
FE_OFC1200_FE_OCPN18760_sub1_state_1,INVx2_ASAP7_75t_L,core,216,270,17100,15588
FE_OFC1199_n_5420,INVx1_ASAP7_75t_L,core,162,270,2358,9648
FE_OFC1198_FE_DBTN26_decrypt_i,BUFx2_ASAP7_75t_SL,core,270,270,26550,18288
FE_OFC1194_reset,BUFx3_ASAP7_75t_L,core,324,270,8676,27198
FE_OFC1193_reset,BUFx2_ASAP7_75t_L,core,270,270,9054,10998
FE_OFC1192_reset,BUFx3_ASAP7_75t_L,core,324,270,9594,17208
FE_OFC1191_reset,BUFx3_ASAP7_75t_L,core,324,270,20016,20448
FE_OFC1190_reset,BUFx4_ASAP7_75t_R,core,378,270,19692,6948
FE_OFC1189_FE_OCPN5530_round_0,INVx1_ASAP7_75t_L,core,162,270,2142,12348
FE_OFC1188_n_13650,INVx1_ASAP7_75t_L,core,162,270,2952,9648
FE_OFC1186_n_179,HB1xp67_ASAP7_75t_L,core,216,270,22338,23958
FE_OFC1185_n_179,INVx2_ASAP7_75t_L,core,216,270,29034,23688
FE_OFC1184_n_179,HB1xp67_ASAP7_75t_L,core,216,270,29574,20988
FE_OFC1183_n_14898,INVx1_ASAP7_75t_L,core,162,270,1764,10458
FE_OFC1181_FE_DBTN20_n_161,INVx2_ASAP7_75t_L,core,216,270,10458,13968
FE_OFC1180_FE_DBTN20_n_161,INVx1_ASAP7_75t_L,core,162,270,8838,13428
FE_OFC1179_FE_DBTN20_n_161,INVx2_ASAP7_75t_L,core,216,270,9918,11808
FE_OFC1178_n_416,INVx1_ASAP7_75t_L,core,162,270,3384,8298
FE_OFC1177_n_535,INVx1_ASAP7_75t_L,core,162,270,14940,13968
FE_OFC1176_n_535,HB1xp67_ASAP7_75t_L,core,216,270,15156,16938
FE_OFC1175_n_535,INVx1_ASAP7_75t_L,core,162,270,14994,15318
FE_OFC1174_n_523,INVx1_ASAP7_75t_L,core,162,270,4788,12618
FE_OFC1173_n_5178,INVx1_ASAP7_75t_L,core,162,270,14238,15048
FE_OFC1172_n_3268,BUFx2_ASAP7_75t_SL,core,270,270,24228,1548
FE_OFC1171_n_3268,BUFx2_ASAP7_75t_L,core,270,270,10512,29628
FE_OFC1170_n_3268,BUFx2_ASAP7_75t_L,core,270,270,3654,27198
FE_OFC1169_n_3268,BUFx2_ASAP7_75t_L,core,270,270,6732,9918
FE_OFC1168_n_3268,BUFx2_ASAP7_75t_L,core,270,270,7002,9918
FE_OFC1167_n_3268,INVx2_ASAP7_75t_L,core,216,270,6786,9378
FE_OFC1166_n_3268,INVx2_ASAP7_75t_L,core,216,270,4680,10458
FE_OFC1165_n_3268,INVx2_ASAP7_75t_SL,core,216,270,5166,10188
FE_OFC1164_n_18671,INVx1_ASAP7_75t_L,core,162,270,4302,9918
FE_OFC1163_n_18671,INVx1_ASAP7_75t_L,core,162,270,3600,9918
FE_OFC1161_n_3228,INVx1_ASAP7_75t_L,core,162,270,15372,17478
FE_OFC1160_n_15608,INVx1_ASAP7_75t_L,core,162,270,19152,16668
FE_OFC1159_n_5899,INVx1_ASAP7_75t_L,core,162,270,13806,16668
FE_OFC1158_n_527,INVx1_ASAP7_75t_L,core,162,270,15264,14508
FE_OFC1155_n_3208,INVx1_ASAP7_75t_L,core,162,270,21258,17208
FE_OFC1154_n_717,INVx1_ASAP7_75t_L,core,162,270,4896,12888
FE_OFC1153_n_18672,BUFx6f_ASAP7_75t_L,core,540,270,11484,17208
FE_OFC1152_n_18672,BUFx2_ASAP7_75t_L,core,270,270,11808,17478
FE_OFC1151_n_18672,BUFx3_ASAP7_75t_L,core,324,270,6732,11268
FE_OFC1150_n_18672,BUFx3_ASAP7_75t_L,core,324,270,5868,12078
FE_OFC1149_n_18672,BUFx3_ASAP7_75t_L,core,324,270,12510,10188
FE_OFC1148_n_18672,BUFx3_ASAP7_75t_L,core,324,270,12510,10458
FE_OFC1147_n_18672,BUFx3_ASAP7_75t_L,core,324,270,4356,11808
FE_OFC1146_n_18672,BUFx3_ASAP7_75t_L,core,324,270,9432,10458
FE_OFC1145_FE_RN_35,BUFx2_ASAP7_75t_SL,core,270,270,13752,19638
FE_OFC1144_FE_RN_34,BUFx2_ASAP7_75t_SL,core,270,270,12510,21528
FE_OFC1143_FE_RN_34,BUFx4f_ASAP7_75t_SL,core,432,270,17316,21798
FE_OFC1142_FE_OCPN5523_FE_OFN290_n_15024,BUFx2_ASAP7_75t_L,core,270,270,9594,29358
FE_OFC1141_n_5143,INVx1_ASAP7_75t_L,core,162,270,21096,9648
FE_OFC1139_n_18672,BUFx2_ASAP7_75t_L,core,270,270,11700,27198
FE_OFC1138_n_18672,BUFx2_ASAP7_75t_L,core,270,270,7272,25038
FE_OFC1137_n_18672,BUFx3_ASAP7_75t_L,core,324,270,4464,12348
FE_OFC1136_n_18672,BUFx3_ASAP7_75t_L,core,324,270,9594,8298
FE_OFC1128_n_1456,BUFx2_ASAP7_75t_L,core,270,270,5868,15588
FE_OFC1127_n_1456,BUFx2_ASAP7_75t_L,core,270,270,9756,8028
FE_OFC1126_n_1456,INVx2_ASAP7_75t_L,core,216,270,7218,12348
FE_OFC1125_n_1456,INVx2_ASAP7_75t_L,core,216,270,9918,9918
FE_OFC1124_n_1882,INVx1_ASAP7_75t_L,core,162,270,3438,9648
FE_OFC1123_n_5525,INVx2_ASAP7_75t_L,core,216,270,9054,8838
FE_OFC1122_n_5525,BUFx12f_ASAP7_75t_SL,core,972,270,4896,9918
FE_OFC1120_n_1223,INVx3_ASAP7_75t_SL,core,270,270,24228,11268
FE_OFC1119_n_4689,INVx4_ASAP7_75t_L,core,324,270,29844,23688
FE_OFC1118_n_4689,HB1xp67_ASAP7_75t_L,core,216,270,9162,15318
FE_OFC1117_n_15584,INVx3_ASAP7_75t_L,core,270,270,11106,9648
FE_OFC1116_n_15584,BUFx2_ASAP7_75t_L,core,270,270,7920,9918
FE_OFC1115_n_15584,INVx2_ASAP7_75t_L,core,216,270,6840,10188
FE_OFC1114_n_15584,INVx3_ASAP7_75t_SL,core,270,270,6030,9648
FE_OFC1113_n_1078,INVx1_ASAP7_75t_L,core,162,270,14778,18018
FE_OFC1112_n_1078,INVx4_ASAP7_75t_L,core,324,270,13752,17748
FE_OFC1111_n_1078,INVx2_ASAP7_75t_L,core,216,270,19584,11808
FE_OFC1110_n_1078,INVx4_ASAP7_75t_L,core,324,270,19260,11808
FE_OFC1109_n_1078,INVx3_ASAP7_75t_L,core,270,270,10674,16938
FE_OFC1108_n_1078,INVx1_ASAP7_75t_L,core,162,270,10890,13428
FE_OFC1107_n_1078,BUFx3_ASAP7_75t_SL,core,324,270,9324,12888
FE_OFC1106_n_2598,INVx1_ASAP7_75t_L,core,162,270,3924,27198
FE_OFC1105_n_2576,BUFx2_ASAP7_75t_L,core,270,270,8136,10998
FE_OFC1104_n_2576,BUFx2_ASAP7_75t_L,core,270,270,4086,10998
FE_OFC1101_n_1137,INVx1_ASAP7_75t_L,core,162,270,23418,21528
FE_OFC1099_n_11698,INVx3_ASAP7_75t_SL,core,270,270,23796,19908
FE_OFC1098_n_11698,HB1xp67_ASAP7_75t_L,core,216,270,23094,20178
FE_OFC1097_n_10814,INVx3_ASAP7_75t_L,core,270,270,27792,21798
FE_OFC1096_n_10814,BUFx3_ASAP7_75t_SL,core,324,270,27036,21798
FE_OFC1095_FE_OCPN18687_n_1027,INVx1_ASAP7_75t_L,core,162,270,23904,18288
FE_OFC1092_n_2560,INVx1_ASAP7_75t_L,core,162,270,2574,16128
FE_OFC1091_n_2600,INVx1_ASAP7_75t_L,core,162,270,11754,29898
FE_OFC1090_n_2604,INVx1_ASAP7_75t_L,core,162,270,11646,29088
FE_OFC1089_n_2524,INVx1_ASAP7_75t_L,core,162,270,2142,19098
FE_OFC1088_n_2487,INVx1_ASAP7_75t_L,core,162,270,18180,2358
FE_OFC1087_n_2601,INVx1_ASAP7_75t_L,core,162,270,4680,18018
FE_OFC1086_n_2615,INVx1_ASAP7_75t_L,core,162,270,2736,18018
FE_OFC1085_n_5856,INVx1_ASAP7_75t_L,core,162,270,9054,28008
FE_OFC1084_n_2488,INVx1_ASAP7_75t_L,core,162,270,18018,2088
FE_OFC1083_n_2548,INVx1_ASAP7_75t_L,core,162,270,6786,12348
FE_OFC1082_n_4977,INVx1_ASAP7_75t_L,core,162,270,25740,18828
FE_OFC1081_n_10937,INVx1_ASAP7_75t_SL,core,162,270,26550,21258
FE_OFC1080_n_10937,HB1xp67_ASAP7_75t_SL,core,216,270,23742,21258
FE_OFC1079_n_1251,INVx1_ASAP7_75t_L,core,162,270,25956,21798
FE_OFC1078_n_1251,INVx2_ASAP7_75t_SL,core,216,270,25416,21798
FE_OFC1077_n_19233,INVx1_ASAP7_75t_L,core,162,270,29898,10728
FE_OFC1076_n_10938,INVx1_ASAP7_75t_L,core,162,270,27684,20178
FE_OFC1075_n_10938,INVx1_ASAP7_75t_L,core,162,270,24714,22608
FE_OFC1074_n_10938,BUFx3_ASAP7_75t_L,core,324,270,23850,20988
FE_OFC1073_n_2596,INVx1_ASAP7_75t_L,core,162,270,30114,10728
FE_OFC1072_n_2564,INVx1_ASAP7_75t_L,core,162,270,4896,25848
FE_OFC1071_n_2520,INVx1_ASAP7_75t_L,core,162,270,7596,30708
FE_OFC1070_n_2556,INVx1_ASAP7_75t_L,core,162,270,23850,1818
FE_OFC1069_n_2546,INVx1_ASAP7_75t_L,core,162,270,2628,27468
FE_OFC1068_n_2610,INVx1_ASAP7_75t_L,core,162,270,3762,28008
FE_OFC1067_n_2554,INVx1_ASAP7_75t_L,core,162,270,5868,28818
FE_OFC1066_n_2606,INVx1_ASAP7_75t_L,core,162,270,2466,22068
FE_OFC1065_n_2607,INVx1_ASAP7_75t_L,core,162,270,3114,28548
FE_OFC1064_n_2597,INVx1_ASAP7_75t_L,core,162,270,4734,23688
FE_OFC1063_n_2594,INVx1_ASAP7_75t_L,core,162,270,6246,30708
FE_OFC1062_n_2613,INVx1_ASAP7_75t_L,core,162,270,26928,2358
FE_OFC1061_n_2574,INVx1_ASAP7_75t_L,core,162,270,6948,29628
FE_OFC1060_n_2550,INVx1_ASAP7_75t_L,core,162,270,21960,29898
FE_OFC1059_n_10797,INVx1_ASAP7_75t_L,core,162,270,24876,22338
FE_OFC1058_n_10797,INVx1_ASAP7_75t_SL,core,162,270,24714,22338
FE_OFC1057_n_5042,INVx1_ASAP7_75t_L,core,162,270,10782,4248
FE_OFC1056_n_2609,BUFx2_ASAP7_75t_SL,core,270,270,4680,8838
FE_OFC1055_n_5425,INVx1_ASAP7_75t_L,core,162,270,5382,9378
FE_OFC1054_n_5425,INVx1_ASAP7_75t_L,core,162,270,4518,8298
FE_OFC1053_n_1283,INVx2_ASAP7_75t_SL,core,216,270,23742,20178
FE_OFC1052_n_5432,HB1xp67_ASAP7_75t_L,core,216,270,25740,22878
FE_OFC1051_n_5432,BUFx2_ASAP7_75t_L,core,270,270,26928,19638
FE_OFC1050_FE_RN_15,INVx3_ASAP7_75t_L,core,270,270,23526,19908
FE_OFC1049_n_1312,INVx4_ASAP7_75t_L,core,324,270,14022,23688
FE_OFC1048_n_1312,INVx2_ASAP7_75t_L,core,216,270,13806,23688
FE_OFC1047_n_1470,BUFx3_ASAP7_75t_SL,core,324,270,26280,21798
FE_OFC1046_n_1470,INVx1_ASAP7_75t_L,core,162,270,26118,21798
FE_OFC1045_n_1470,HB1xp67_ASAP7_75t_L,core,216,270,22770,20988
FE_OFC1044_n_2603,INVx1_ASAP7_75t_L,core,162,270,30060,4248
FE_OFC1043_n_2801,INVx1_ASAP7_75t_L,core,162,270,4086,17208
FE_OFC1042_n_2518,INVx1_ASAP7_75t_L,core,162,270,31410,5868
FE_OFC1041_n_2814,INVx1_ASAP7_75t_L,core,162,270,12672,29898
FE_OFC1040_n_2805,INVx1_ASAP7_75t_L,core,162,270,10458,29088
FE_OFC1039_n_2795,INVx1_ASAP7_75t_L,core,162,270,3222,18018
FE_OFC1038_n_2818,INVx1_ASAP7_75t_L,core,162,270,3492,26118
FE_OFC1037_n_11094,INVx1_ASAP7_75t_L,core,162,270,26982,22608
FE_OFC1036_n_11094,INVx1_ASAP7_75t_L,core,162,270,25794,22338
FE_OFC1035_n_11094,INVx1_ASAP7_75t_L,core,162,270,25416,22608
FE_OFC1034_n_1330,INVx1_ASAP7_75t_L,core,162,270,28710,21528
FE_OFC1033_n_11693,INVx1_ASAP7_75t_L,core,162,270,21960,2628
FE_OFC1032_n_2803,INVx1_ASAP7_75t_L,core,162,270,8082,7488
FE_OFC1031_n_19237,INVx1_ASAP7_75t_L,core,162,270,30654,11538
FE_OFC1030_n_2791,INVx1_ASAP7_75t_L,core,162,270,26550,1548
FE_OFC1029_n_2797,INVx1_ASAP7_75t_L,core,162,270,32004,11538
FE_OFC1028_n_2822,INVx1_ASAP7_75t_L,core,162,270,7002,30978
FE_OFC1027_n_2793,INVx1_ASAP7_75t_L,core,162,270,30168,5868
FE_OFC1026_n_2807,INVx1_ASAP7_75t_L,core,162,270,30006,3438
FE_OFC1025_n_2799,INVx1_ASAP7_75t_L,core,162,270,4140,28818
