cell,type,class,sx,sy,px,py
FE_OFC936_ld,BUFx2_ASAP7_75t_L,core,270,270,25362,42048
FE_OFC935_ld,BUFx2_ASAP7_75t_L,core,270,270,23310,29628
FE_OFC934_ld,INVx1_ASAP7_75t_L,core,162,270,22608,34218
FE_OFC933_ld,INVx2_ASAP7_75t_L,core,216,270,22608,30168
FE_OFC932_ld,HB1xp67_ASAP7_75t_L,core,216,270,42804,20178
FE_OFC931_ld,INVx2_ASAP7_75t_L,core,216,270,22878,30168
FE_OFC930_i3_full,INVx2_ASAP7_75t_SL,core,216,270,19476,13158
FE_OFC929_in_valid_s_0,INVx1_ASAP7_75t_L,core,162,270,20124,13158
FE_OFC928_in_slt3_6,INVx1_ASAP7_75t_L,core,162,270,22770,10728
FE_OFC927_u6_rp_0,INVx1_ASAP7_75t_SL,core,162,270,19368,32058
FE_OFC926_u6_rp_0,INVx1_ASAP7_75t_L,core,162,270,19584,31788
FE_OFC925_u6_rp_0,INVx1_ASAP7_75t_SL,core,162,270,17586,30978
FE_OFC924_u6_rp_0,INVx2_ASAP7_75t_SL,core,216,270,17424,31788
FE_OFC923_in_slt4_8,INVx1_ASAP7_75t_L,core,162,270,30384,11268
FE_OFC922_in_slt3_10,INVx1_ASAP7_75t_L,core,162,270,21906,10458
FE_OFC921_in_slt3_12,INVx1_ASAP7_75t_L,core,162,270,24876,10728
FE_OFC920_in_slt6_13,INVx1_ASAP7_75t_L,core,162,270,19098,10728
FE_OFC919_in_slt3_14,INVx1_ASAP7_75t_L,core,162,270,25686,8838
FE_OFC918_in_slt4_15,INVx1_ASAP7_75t_L,core,162,270,30168,9918
FE_OFC917_oc5_cfg_5,INVx1_ASAP7_75t_SL,core,162,270,15588,22608
FE_OFC916_u13_intm_r_3,INVx1_ASAP7_75t_SL,core,162,270,25794,19638
FE_OFC915_o3_empty,INVx2_ASAP7_75t_SL,core,216,270,30060,25308
FE_OFC914_oc5_cfg_6,INVx2_ASAP7_75t_L,core,216,270,14886,23148
FE_OFC913_oc4_cfg_4,INVx1_ASAP7_75t_L,core,162,270,16506,25578
FE_OFC912_u13_ints_r_25,INVx1_ASAP7_75t_L,core,162,270,21312,17748
FE_OFC911_u4_rp_1,INVx2_ASAP7_75t_SL,core,216,270,34812,32328
FE_OFC910_u4_rp_1,BUFx2_ASAP7_75t_SL,core,270,270,34704,31518
FE_OFC909_u4_rp_3,INVx1_ASAP7_75t_L,core,162,270,32490,32328
FE_OFC908_u4_rp_3,INVx2_ASAP7_75t_L,core,216,270,31140,32328
FE_OFC907_oc0_cfg_5,INVx1_ASAP7_75t_L,core,162,270,29682,21258
FE_OFC906_oc1_cfg_4,INVx1_ASAP7_75t_SL,core,162,270,29952,26118
FE_OFC905_u10_rp_0,INVx1_ASAP7_75t_SL,core,162,270,33570,14778
FE_OFC904_u10_rp_0,INVxp67_ASAP7_75t_SL,core,162,270,33678,16398
FE_OFC903_u10_rp_0,BUFx2_ASAP7_75t_SL,core,270,270,34056,14508
FE_OFC902_u10_rp_0,INVx1_ASAP7_75t_SL,core,162,270,34380,14508
FE_OFC901_u10_rp_0,INVx1_ASAP7_75t_SL,core,162,270,34380,15318
FE_OFC900_u10_rp_0,INVx1_ASAP7_75t_SL,core,162,270,34380,16398
FE_OFC899_oc4_cfg_3,BUFx3_ASAP7_75t_L,core,324,270,8082,30708
FE_OFC898_oc4_cfg_3,INVx1_ASAP7_75t_L,core,162,270,8244,29358
FE_OFC897_oc4_cfg_3,HB1xp67_ASAP7_75t_L,core,216,270,9270,29358
FE_OFC896_oc4_cfg_3,BUFx2_ASAP7_75t_SL,core,270,270,11592,27468
FE_OFC895_oc4_cfg_3,INVx3_ASAP7_75t_SL,core,270,270,11322,26658
FE_OFC894_oc1_cfg_5,INVx1_ASAP7_75t_SL,core,162,270,29250,26658
FE_OFC893_oc1_cfg_1,INVx1_ASAP7_75t_SL,core,162,270,28386,24228
FE_OFC892_oc0_cfg_1,INVx1_ASAP7_75t_L,core,162,270,26928,22068
FE_OFC891_ic1_cfg_0,BUFx3_ASAP7_75t_SL,core,324,270,29898,18828
FE_OFC890_ic1_cfg_0,INVx2_ASAP7_75t_SL,core,216,270,30060,19098
FE_OFC889_oc4_cfg_6,INVx1_ASAP7_75t_SL,core,162,270,16452,25038
FE_OFC888_u16_u7_dma_req_52,INVx1_ASAP7_75t_L,core,162,270,25362,16938
FE_OFC887_u16_u7_dma_req_52,HB1xp67_ASAP7_75t_SL,core,216,270,25146,16938
FE_OFC886_oc2_cfg_2,INVx2_ASAP7_75t_SL,core,216,270,24660,31248
FE_OFC885_oc2_cfg_2,BUFx3_ASAP7_75t_SL,core,324,270,25200,28008
FE_OFC884_n_65990,INVx2_ASAP7_75t_L,core,216,270,18018,22878
FE_OFC883_n_65990,INVx4_ASAP7_75t_L,core,324,270,18072,23148
FE_OFC882_n_65990,INVx1_ASAP7_75t_L,core,162,270,17478,16938
FE_OFC881_n_65990,INVx3_ASAP7_75t_SL,core,270,270,21150,14508
FE_OFC880_u7_wp_1,BUFx3_ASAP7_75t_SL,core,324,270,9378,31788
FE_OFC879_u6_wp_1,BUFx6f_ASAP7_75t_SL,core,540,270,21096,34218
FE_OFC877_oc2_cfg_0,INVx1_ASAP7_75t_L,core,162,270,28440,30168
FE_OFC876_oc2_cfg_0,HB1xp67_ASAP7_75t_SL,core,216,270,25362,30168
FE_OFC873_n_415,INVx4_ASAP7_75t_SL,core,324,270,36378,34218
FE_OFC872_n_415,INVx6_ASAP7_75t_SL,core,432,270,36108,33678
FE_OFC871_FE_DBTN65_u3_wp_1,BUFx6f_ASAP7_75t_SL,core,540,270,34650,25038
FE_OFC870_FE_DBTN51_ic2_cfg_2,BUFx2_ASAP7_75t_L,core,270,270,13806,12348
FE_OFC869_FE_DBTN51_ic2_cfg_2,INVx1_ASAP7_75t_L,core,162,270,14076,12348
FE_OFC868_FE_DBTN51_ic2_cfg_2,BUFx2_ASAP7_75t_SL,core,270,270,14886,15048
FE_OFC867_n_684,INVx4_ASAP7_75t_L,core,324,270,37188,8838
FE_OFC866_n_684,INVx3_ASAP7_75t_SL,core,270,270,35082,8298
FE_OFC865_n_684,BUFx5_ASAP7_75t_SL,core,432,270,32274,12618
FE_OFC862_n_434,BUFx2_ASAP7_75t_L,core,270,270,21744,29358
FE_OFC861_n_434,BUFx4_ASAP7_75t_R,core,378,270,21366,15858
FE_OFC860_n_434,BUFx2_ASAP7_75t_L,core,270,270,24606,10188
FE_OFC859_u10_wp_2,BUFx2_ASAP7_75t_SL,core,270,270,34974,14238
FE_OFC858_ic1_cfg_2,BUFx2_ASAP7_75t_L,core,270,270,33462,13158
FE_OFC857_ic1_cfg_2,BUFx2_ASAP7_75t_L,core,270,270,31194,13428
FE_OFC856_u9_wp_2,INVx1_ASAP7_75t_SL,core,162,270,19368,9108
FE_OFC855_u9_wp_2,INVx1_ASAP7_75t_L,core,162,270,19206,8568
FE_OFC854_u9_wp_2,INVx1_ASAP7_75t_L,core,162,270,19854,8568
FE_OFC853_u9_wp_2,INVx1_ASAP7_75t_L,core,162,270,20718,9108
FE_OFC852_n_49618,INVx1_ASAP7_75t_L,core,162,270,10296,29898
FE_OFC851_n_49618,BUFx2_ASAP7_75t_SL,core,270,270,9864,30978
FE_OFC850_n_417,INVx1_ASAP7_75t_L,core,162,270,31842,23688
FE_OFC849_n_417,INVx1_ASAP7_75t_L,core,162,270,32544,23688
FE_OFC848_FE_OCPN73320_oc1_cfg_0,INVx2_ASAP7_75t_SL,core,216,270,30006,29088
FE_OFC847_n_419,INVxp67_ASAP7_75t_SL,core,162,270,10188,29358
FE_OFC846_n_419,INVx1_ASAP7_75t_L,core,162,270,10458,29358
FE_OFC845_n_419,INVx1_ASAP7_75t_SL,core,162,270,8514,29358
FE_OFC844_n_13035,BUFx2_ASAP7_75t_SL,core,270,270,18234,9648
FE_OFC843_n_26382,HB1xp67_ASAP7_75t_SL,core,216,270,27846,30978
FE_OFC842_n_26382,INVx2_ASAP7_75t_SL,core,216,270,27630,30978
FE_OFC841_n_26382,BUFx3_ASAP7_75t_SL,core,324,270,29412,31248
FE_OFC840_FE_DBTN62_u8_wp_1,INVx1_ASAP7_75t_L,core,162,270,11754,20718
FE_OFC839_FE_DBTN62_u8_wp_1,INVx2_ASAP7_75t_SL,core,216,270,10728,20718
FE_OFC838_FE_DBTN62_u8_wp_1,BUFx6f_ASAP7_75t_SL,core,540,270,10242,21798
FE_OFC837_FE_DBTN62_u8_wp_1,INVx1_ASAP7_75t_L,core,162,270,10782,21798
FE_OFC836_FE_RN_13,BUFx2_ASAP7_75t_SL,core,270,270,25956,32598
FE_OFC835_oc1_cfg_3,BUFx6f_ASAP7_75t_SL,core,540,270,37890,32598
FE_OFC834_oc1_cfg_3,INVx2_ASAP7_75t_L,core,216,270,38916,32868
FE_OFC833_oc1_cfg_3,INVx2_ASAP7_75t_L,core,216,270,34218,32598
FE_OFC832_n_83,INVx1_ASAP7_75t_SL,core,162,270,14184,24498
FE_OFC831_n_46,INVx1_ASAP7_75t_SL,core,162,270,31248,21798
FE_OFC830_FE_OCPN73399_u4_rp_2,INVx1_ASAP7_75t_SL,core,162,270,34434,30438
FE_OFC829_n_11000,BUFx3_ASAP7_75t_SL,core,324,270,20826,22338
FE_OFC828_n_11000,BUFx3_ASAP7_75t_SL,core,324,270,21582,21798
FE_OFC827_n_11000,INVx1_ASAP7_75t_L,core,162,270,20340,18288
FE_OFC826_n_640,HB1xp67_ASAP7_75t_L,core,216,270,38052,23148
FE_OFC825_n_640,INVx3_ASAP7_75t_L,core,270,270,37566,23688
FE_OFC824_n_29073,INVx4_ASAP7_75t_SL,core,324,270,13914,13968
FE_OFC823_n_78043,BUFx12f_ASAP7_75t_SL,core,972,270,20124,35568
FE_OFC822_n_78043,BUFx6f_ASAP7_75t_SL,core,540,270,19908,34758
FE_OFC821_n_7567,INVx4_ASAP7_75t_SL,core,324,270,36756,23418
FE_OFC820_n_7567,INVx3_ASAP7_75t_SL,core,270,270,36162,23418
FE_OFC819_n_24316,INVx1_ASAP7_75t_SL,core,162,270,11538,32598
FE_OFC818_n_696,INVx1_ASAP7_75t_L,core,162,270,42912,8838
FE_OFC815_FE_RN_9,INVx1_ASAP7_75t_L,core,162,270,32544,25038
FE_OFC814_FE_OCPN73349_FE_OFN201_valid_s,INVx1_ASAP7_75t_L,core,162,270,28980,28008
FE_OFC813_n_48436,INVx4_ASAP7_75t_SL,core,324,270,34434,25848
FE_OFC812_n_48436,INVx5_ASAP7_75t_SL,core,378,270,34758,25848
FE_OFC811_n_7564,INVx4_ASAP7_75t_SL,core,324,270,35892,23688
FE_OFC810_n_7564,INVx5_ASAP7_75t_SL,core,378,270,35676,23418
FE_OFC809_n_47786,BUFx3_ASAP7_75t_SL,core,324,270,18450,34758
FE_OFC808_n_47786,BUFx6f_ASAP7_75t_SL,core,540,270,18450,34488
FE_OFC807_n_47786,INVx4_ASAP7_75t_SL,core,324,270,19260,34488
FE_OFC806_n_47786,INVx3_ASAP7_75t_SL,core,270,270,18018,34218
FE_OFC805_FE_OCPN73307_FE_OFN208_oc2_cfg_3,BUFx3_ASAP7_75t_L,core,324,270,26496,37188
FE_OFC804_FE_OCPN73307_FE_OFN208_oc2_cfg_3,INVx2_ASAP7_75t_L,core,216,270,26280,37188
FE_OFC803_FE_OCPN73307_FE_OFN208_oc2_cfg_3,BUFx2_ASAP7_75t_L,core,270,270,25956,32868
FE_OFC802_FE_DBTN52_ic2_cfg_3,INVx1_ASAP7_75t_L,core,162,270,12780,10458
FE_OFC801_FE_DBTN52_ic2_cfg_3,INVx1_ASAP7_75t_SL,core,162,270,13428,10728
FE_OFC800_FE_DBTN52_ic2_cfg_3,INVx1_ASAP7_75t_SL,core,162,270,14994,10728
FE_OFC799_FE_DBTN52_ic2_cfg_3,INVx1_ASAP7_75t_L,core,162,270,14994,11538
FE_OFC798_FE_DBTN52_ic2_cfg_3,INVx1_ASAP7_75t_SL,core,162,270,14994,12348
FE_OFC797_valid_s,BUFx3_ASAP7_75t_SL,core,324,270,16668,26118
FE_OFC793_n_19383,BUFx6f_ASAP7_75t_SL,core,540,270,9648,22608
FE_OFC792_n_19383,INVx2_ASAP7_75t_SL,core,216,270,9270,21798
FE_OFC791_n_19383,INVx5_ASAP7_75t_SL,core,378,270,9054,21528
FE_OFC790_n_19383,BUFx6f_ASAP7_75t_SL,core,540,270,9486,21798
FE_OFC789_oc4_cfg_3,INVx4_ASAP7_75t_L,core,324,270,4788,36648
FE_OFC788_n_12219,INVx4_ASAP7_75t_SL,core,324,270,17910,23418
FE_OFC787_FE_OCPN73423_n_31888,INVx1_ASAP7_75t_L,core,162,270,27468,32868
FE_OFC786_FE_OCPN73423_n_31888,INVx2_ASAP7_75t_SL,core,216,270,27630,32868
FE_OFC785_n_42248,BUFx3_ASAP7_75t_SL,core,324,270,3600,35298
FE_OFC784_n_42248,BUFx12f_ASAP7_75t_SL,core,972,270,9702,30168
FE_OFC783_n_42248,INVx1_ASAP7_75t_L,core,162,270,9540,30168
FE_OFC782_n_36011,INVx5_ASAP7_75t_SL,core,378,270,38160,40698
FE_OFC781_n_34234,INVx1_ASAP7_75t_L,core,162,270,15210,34488
FE_OFC780_n_26501,INVx2_ASAP7_75t_SL,core,216,270,9000,23148
FE_OFC779_n_26501,INVx4_ASAP7_75t_SL,core,324,270,9216,23148
FE_OFC778_n_24738,INVx1_ASAP7_75t_SL,core,162,270,19260,12078
FE_OFC777_n_33604,INVx3_ASAP7_75t_SL,core,270,270,35676,13158
FE_OFC776_n_33604,INVx1_ASAP7_75t_SL,core,162,270,34920,13698
FE_OFC775_n_37200,INVx2_ASAP7_75t_L,core,216,270,26388,39078
FE_OFC774_n_8339,INVx2_ASAP7_75t_SL,core,216,270,20556,6138
FE_OFC773_n_8339,INVx3_ASAP7_75t_SL,core,270,270,20286,6138
FE_OFC772_n_70887,INVx1_ASAP7_75t_L,core,162,270,4788,23958
FE_OFC771_n_14017,INVx1_ASAP7_75t_L,core,162,270,40428,36378
FE_OFC770_n_8306,INVx1_ASAP7_75t_SL,core,162,270,18396,21528
FE_OFC769_FE_RN_2,INVx3_ASAP7_75t_SL,core,270,270,36270,37998
FE_OFC768_n_65578,INVx1_ASAP7_75t_L,core,162,270,5112,19098
FE_OFC767_n_7772,INVx3_ASAP7_75t_SL,core,270,270,41400,35838
FE_OFC766_n_7772,INVx3_ASAP7_75t_SL,core,270,270,41130,33948
FE_OFC765_FE_OCPN314_n_46182,INVx2_ASAP7_75t_SL,core,216,270,18612,32058
FE_OFC764_n_47631,INVx1_ASAP7_75t_L,core,162,270,14508,36378
FE_OFC763_n_34235,INVx1_ASAP7_75t_SL,core,162,270,13968,36378
FE_OFC762_n_34235,INVx8_ASAP7_75t_SL,core,540,270,15426,34758
FE_OFC761_FE_OCPN316_n_73300,BUFx6f_ASAP7_75t_L,core,540,270,3222,19098
FE_OFC760_FE_OCPN316_n_73300,BUFx3_ASAP7_75t_SL,core,324,270,10620,18558
FE_OFC759_26541,BUFx6f_ASAP7_75t_SL,core,540,270,16614,23418
FE_OCPC758_n_67247,INVx4_ASAP7_75t_SL,core,324,270,19530,21528
FE_OCPC757_n_67247,INVx2_ASAP7_75t_SL,core,216,270,19314,21528
FE_OCPC756_n_67247,BUFx12f_ASAP7_75t_SL,core,972,270,25902,26118
FE_OCPC755_n_67247,BUFx3_ASAP7_75t_SL,core,324,270,20232,25308
FE_OCPC73441_n_10613,BUFx4f_ASAP7_75t_SL,core,432,270,18936,17478
FE_OCPC73440_n_67247,HB1xp67_ASAP7_75t_SL,core,216,270,19152,26118
FE_OCPC727_n_8301_dup,BUFx6f_ASAP7_75t_SL,core,540,270,24228,16398
g187709_dup,AND2x6_ASAP7_75t_SL,core,648,270,34974,32058
g200565_dup,AND2x4_ASAP7_75t_SL,core,540,270,34974,31518
g200239_dup,AND2x4_ASAP7_75t_SL,core,540,270,34326,24228
g223810_dup,AND2x6_ASAP7_75t_SL,core,648,270,10404,19098
g166481_dup1,NOR3x2_ASAP7_75t_SL,core,1080,270,17802,20718
g164351_dup1,AND3x4_ASAP7_75t_SL,core,756,270,20016,16938
g164319_dup,NOR2x1p5_ASAP7_75t_SL,core,432,270,21960,16668
FE_OCPC751_n_8308,BUFx6f_ASAP7_75t_SL,core,540,270,23580,21798
FE_OCPC750_n_8308,BUFx6f_ASAP7_75t_SL,core,540,270,23742,22068
FE_OCPC749_n_8308,INVx11_ASAP7_75t_SL,core,702,270,20232,19368
FE_OCPC73438_wb_addr_i_3,BUFx4f_ASAP7_75t_SL,core,432,270,17910,21258
g164251_dup,NOR2x1p5_ASAP7_75t_SL,core,432,270,18882,19638
FE_OCPC73437_n_8247,HB1xp67_ASAP7_75t_L,core,216,270,17748,17748
FE_OFC435_wb_addr_i_2_dup,BUFx12f_ASAP7_75t_SL,core,972,270,18936,22338
FE_OCPC73436_n_8247,HB1xp67_ASAP7_75t_L,core,216,270,17316,18828
FE_OCPC748_n_29618,BUFx4f_ASAP7_75t_SL,core,432,270,22986,20178
FE_OCPC73433_u7_rp_1,HB1xp67_ASAP7_75t_L,core,216,270,7488,30168
FE_OCPC747_FE_OFN59_valid_s,HB1xp67_ASAP7_75t_SL,core,216,270,24498,27198
FE_OCPC746_FE_OFN59_valid_s,BUFx3_ASAP7_75t_SL,core,324,270,24444,28818
FE_OCPC73432_n_78937,HB1xp67_ASAP7_75t_SL,core,216,270,18828,33948
FE_OCPC73431_n_70241,HB1xp67_ASAP7_75t_L,core,216,270,27684,39348
FE_OCPC73428_u8_rp_1,HB1xp67_ASAP7_75t_SL,core,216,270,10674,19638
FE_OCPC73427_n_23524,HB1xp67_ASAP7_75t_L,core,216,270,35190,30168
g205395_dup,AND2x4_ASAP7_75t_SL,core,540,270,26226,32598
FE_OCPC73426_FE_DBTN71_u8_rp_2,HB1xp67_ASAP7_75t_SL,core,216,270,10728,19908
g158227_dup,NAND2x1p5_ASAP7_75t_SL,core,432,270,34434,26658
FE_OCPC744_n_31888,INVx2_ASAP7_75t_SL,core,216,270,27738,33138
FE_OCPC743_n_31888,BUFx12f_ASAP7_75t_SL,core,972,270,27846,32868
g125_dup,NAND2xp5_ASAP7_75t_SL,core,216,270,38970,26658
g218107_dup,AND2x2_ASAP7_75t_SL,core,324,270,33732,23958
FE_OCPC742_n_10867,INVx3_ASAP7_75t_SL,core,270,270,21204,20178
FE_OCPC741_n_10867,INVx4_ASAP7_75t_SL,core,324,270,21690,20448
FE_OCPC740_n_10867,INVx4_ASAP7_75t_SL,core,324,270,21798,20178
FE_OCPC739_n_6615,BUFx3_ASAP7_75t_SL,core,324,270,19260,19368
FE_OCPC73422_wb_addr_i_4,BUFx2_ASAP7_75t_SL,core,270,270,22392,18288
FE_OCPC73418_n_78937,HB1xp67_ASAP7_75t_SL,core,216,270,19368,33408
FE_OCPC736_OFN197_valid_s,BUFx2_ASAP7_75t_SL,core,270,270,18558,29628
FE_OCPC735_OFN197_valid_s,BUFx2_ASAP7_75t_SL,core,270,270,23526,27468
FE_OCPC734_OFN197_valid_s,BUFx3_ASAP7_75t_SL,core,324,270,24714,27198
FE_OCPC733_OFN197_valid_s,INVx4_ASAP7_75t_SL,core,324,270,23472,26658
FE_OCPC732_OFN197_valid_s,BUFx4f_ASAP7_75t_SL,core,432,270,22824,26928
FE_OCPC731_OFN197_valid_s,INVx1_ASAP7_75t_SL,core,162,270,25038,27198
FE_OCPC730_OFN197_valid_s,BUFx2_ASAP7_75t_L,core,270,270,26604,27198
FE_OCPC729_OFN197_valid_s,INVx2_ASAP7_75t_L,core,216,270,28224,26658
FE_OCPC728_OFN197_valid_s,BUFx3_ASAP7_75t_L,core,324,270,28980,26118
FE_OCPC73416_u7_rp_1,HB1xp67_ASAP7_75t_L,core,216,270,8244,29898
FE_OFC359_n_8321_dup,BUFx12f_ASAP7_75t_SL,core,972,270,24282,21528
g164279_dup,AND2x6_ASAP7_75t_SL,core,648,270,21096,12618
FE_OCPC73414_wb_addr_i_3,BUFx6f_ASAP7_75t_SL,core,540,270,20988,19638
g166481_dup,NOR3x2_ASAP7_75t_SL,core,1080,270,17316,20178
g163319_dup,AND2x4_ASAP7_75t_SL,core,540,270,25038,20718
FE_OCPC73413_FE_DBTN78_wb_addr_i_3,HB1xp67_ASAP7_75t_L,core,216,270,22392,16398
FE_OCPC73411_FE_DBTN26_n_8321,HB1xp67_ASAP7_75t_SL,core,216,270,18558,21528
FE_OCPC727_n_8301,BUFx6f_ASAP7_75t_SL,core,540,270,24336,16668
FE_OCPC726_n_8301,BUFx6f_ASAP7_75t_SL,core,540,270,23796,16668
FE_OCPC725_n_8301,BUFx6f_ASAP7_75t_SL,core,540,270,22230,16938
g164351_dup,AND3x1_ASAP7_75t_SL,core,324,270,20448,16668
FE_OCPC73409_wb_addr_i_2,BUFx4f_ASAP7_75t_SL,core,432,270,21582,18288
FE_OCPC721_FE_DBTN26_n_8321,BUFx6f_ASAP7_75t_SL,core,540,270,20124,21798
FE_OCPC719_n_8308,BUFx12f_ASAP7_75t_SL,core,972,270,20016,20178
FE_OCPC718_n_8308,BUFx2_ASAP7_75t_L,core,270,270,19746,20178
FE_OCPC716_n_22028,BUFx3_ASAP7_75t_SL,core,324,270,22176,5058
g157913_dup,NAND2x1p5_ASAP7_75t_SL,core,432,270,35946,38538
FE_OCPC73407_n_14010,HB1xp67_ASAP7_75t_L,core,216,270,27198,31518
FE_OCPC73406_u7_rp_2,HB1xp67_ASAP7_75t_SL,core,216,270,9648,30978
FE_OCPC73403_FE_OFN197_valid_s,HB1xp67_ASAP7_75t_L,core,216,270,28710,26118
