full_name,max_slack
g156003/Y,INFINITY
g156892/A,INFINITY
g156892/Y,INFINITY
g157766/A,INFINITY
g157766/Y,INFINITY
g157198/A,INFINITY
g157198/Y,INFINITY
g156878/A,INFINITY
g156878/Y,INFINITY
g158243/A,INFINITY
g158243/Y,INFINITY
g156893/A,INFINITY
g156893/Y,INFINITY
g159082/A,INFINITY
g159082/Y,INFINITY
g159149/A,INFINITY
g159319/A,INFINITY
g159319/B,INFINITY
g159319/Y,INFINITY
g159631/A,INFINITY
g159631/Y,INFINITY
u2_cnt_reg[2]/D,INFINITY
u2_cnt_reg[2]/CLK,INFINITY
u2_cnt_reg[2]/RESETN,INFINITY
u2_cnt_reg[2]/SETN,INFINITY
u2_cnt_reg[2]/QN,INFINITY
g157570/A1,INFINITY
g157570/A2,INFINITY
g157570/B,INFINITY
g157570/C,INFINITY
g157570/Y,INFINITY
g160142/A,INFINITY
g160142/Y,INFINITY
g160110/A,INFINITY
g160110/Y,INFINITY
g160151/A,INFINITY
g160151/Y,INFINITY
g159847/A,INFINITY
g159847/Y,INFINITY
u2_out_le_reg[5]/D,INFINITY
u2_out_le_reg[5]/CLK,INFINITY
u2_out_le_reg[5]/QN,INFINITY
g157116/A,INFINITY
g157116/B,INFINITY
g157116/C,INFINITY
g157116/Y,INFINITY
g169431/A,INFINITY
g169431/Y,INFINITY
g169443/A,INFINITY
g169443/Y,INFINITY
g169464/A,INFINITY
g169464/Y,INFINITY
g175677/A,INFINITY
g175677/Y,INFINITY
g175684/A,INFINITY
g175684/Y,INFINITY
g175711/A,INFINITY
g175711/Y,INFINITY
g175743/A,INFINITY
g175743/Y,INFINITY
g175755/A,INFINITY
g175755/Y,INFINITY
g175906/A,INFINITY
g175906/Y,INFINITY
g180073/A,INFINITY
g180073/Y,INFINITY
g180108/A,INFINITY
g180108/Y,INFINITY
g157469/A,INFINITY
g157469/B,INFINITY
g157469/Y,INFINITY
g186710/A,INFINITY
g186710/Y,INFINITY
g186714/A,INFINITY
g186714/Y,INFINITY
g186722/A,INFINITY
g186722/Y,INFINITY
g186734/A,INFINITY
g186734/Y,INFINITY
g187725/A,INFINITY
g188258/A,INFINITY
g188258/Y,INFINITY
g157670/A,INFINITY
g157670/B,INFINITY
g157670/Y,INFINITY
g212106/A,INFINITY
g212106/Y,INFINITY
g158530/A1,INFINITY
FE_OFC73453_sdata_pad_o/A,INFINITY
FE_OFC73453_sdata_pad_o/Y,INFINITY
FE_OFC936_ld/A,INFINITY
FE_OFC936_ld/Y,INFINITY
FE_OFC935_ld/A,INFINITY
FE_OFC935_ld/Y,INFINITY
FE_OFC934_ld/A,INFINITY
FE_OFC934_ld/Y,INFINITY
FE_OFC860_n_434/A,INFINITY
FE_OFC860_n_434/Y,INFINITY
g152432__4319/A1,INFINITY
g152432__4319/A2,INFINITY
g152432__4319/B1,INFINITY
g152432__4319/B2,INFINITY
g152432__4319/Y,INFINITY
g152530__1666/A,INFINITY
g152530__1666/B,INFINITY
g152530__1666/Y,INFINITY
g152538__2398/A1,INFINITY
g152538__2398/A2,INFINITY
g152538__2398/B1,INFINITY
g152538__2398/B2,INFINITY
g180085/A,INFINITY
g180085/Y,INFINITY
g180093/A,INFINITY
g180093/Y,INFINITY
g157512/A,INFINITY
g157512/Y,INFINITY
g184487/A,INFINITY
g186718/A,INFINITY
g186718/Y,INFINITY
g186730/A,INFINITY
g186730/Y,INFINITY
g198258/A,INFINITY
g198258/Y,INFINITY
FE_OFC933_ld/A,INFINITY
FE_OFC933_ld/Y,INFINITY
g152436__5526/A,INFINITY
g152436__5526/B,INFINITY
g152436__5526/Y,INFINITY
g152438__6783/A1,INFINITY
g152438__6783/A2,INFINITY
g152438__6783/B1,INFINITY
g152438__6783/B2,INFINITY
g152438__6783/Y,INFINITY
g152532__7410/A,INFINITY
g152532__7410/B,INFINITY
g152532__7410/Y,INFINITY
g152534__6417/A,INFINITY
g152534__6417/B,INFINITY
g152534__6417/Y,INFINITY
g152536__5477/A,INFINITY
g152536__5477/B,INFINITY
g152536__5477/Y,INFINITY
g152542__6260/A1,INFINITY
g152542__6260/A2,INFINITY
g152542__6260/B1,INFINITY
g152542__6260/B2,INFINITY
g152542__6260/Y,INFINITY
g152546__8428/A1,INFINITY
g152546__8428/A2,INFINITY
g152546__8428/B1,INFINITY
g152546__8428/B2,INFINITY
g152546__8428/Y,INFINITY
g152548__5526/A1,INFINITY
g152548__5526/A2,INFINITY
g152548__5526/B1,INFINITY
g152548__5526/B2,INFINITY
g152548__5526/Y,INFINITY
g152552__3680/A1,INFINITY
g152552__3680/A2,INFINITY
g152552__3680/B1,INFINITY
g152552__3680/B2,INFINITY
g152552__3680/Y,INFINITY
g152564__7098/A1,INFINITY
g152564__7098/A2,INFINITY
g152564__7098/B1,INFINITY
g152564__7098/B2,INFINITY
g152564__7098/Y,INFINITY
g152566__6131/A1,INFINITY
g152566__6131/A2,INFINITY
g152566__6131/B1,INFINITY
g152566__6131/B2,INFINITY
g152566__6131/Y,INFINITY
g152568__1881/A1,INFINITY
g152568__1881/A2,INFINITY
g152568__1881/B1,INFINITY
g152568__1881/B2,INFINITY
g152568__1881/Y,INFINITY
g152570__5115/A1,INFINITY
g152570__5115/A2,INFINITY
g152570__5115/B1,INFINITY
g152570__5115/B2,INFINITY
g152570__5115/Y,INFINITY
g152574__4733/A1,INFINITY
g152574__4733/A2,INFINITY
g152574__4733/B1,INFINITY
g152574__4733/B2,INFINITY
g152574__4733/Y,INFINITY
g152576__6161/A1,INFINITY
g152576__6161/A2,INFINITY
g152576__6161/B1,INFINITY
g152576__6161/B2,INFINITY
g152576__6161/Y,INFINITY
g152578__9315/A1,INFINITY
g152578__9315/A2,INFINITY
g152578__9315/B1,INFINITY
g152578__9315/B2,INFINITY
g152578__9315/Y,INFINITY
g152612__2802/A1,INFINITY
g152612__2802/A2,INFINITY
g152612__2802/B1,INFINITY
g152612__2802/B2,INFINITY
g152612__2802/Y,INFINITY
g152616__5122/A1,INFINITY
g152616__5122/A2,INFINITY
g152616__5122/B1,INFINITY
g152616__5122/B2,INFINITY
g152616__5122/Y,INFINITY
g152814__7482/A1,INFINITY
g152814__7482/A2,INFINITY
g152814__7482/B1,INFINITY
g152814__7482/B2,INFINITY
g152814__7482/Y,INFINITY
g152817__9315/A1,INFINITY
g152817__9315/A2,INFINITY
g152817__9315/B1,INFINITY
g152817__9315/B2,INFINITY
g152817__9315/Y,INFINITY
g152823__9945/A1,INFINITY
g152823__9945/A2,INFINITY
g152823__9945/B1,INFINITY
g152823__9945/B2,INFINITY
g152823__9945/Y,INFINITY
g152825__2346/A1,INFINITY
g152825__2346/A2,INFINITY
g152825__2346/B1,INFINITY
g152825__2346/B2,INFINITY
g152825__2346/Y,INFINITY
u1_sr_reg[19]/D,INFINITY
u1_sr_reg[19]/CLK,INFINITY
u1_sr_reg[19]/QN,INFINITY
g152832__6417/A1,INFINITY
g152832__6417/A2,INFINITY
g152832__6417/B1,INFINITY
g152832__6417/B2,INFINITY
g152832__6417/Y,INFINITY
g152833__5477/A1,INFINITY
g152833__5477/A2,INFINITY
g152833__5477/B1,INFINITY
g152538__2398/Y,INFINITY
g152540__5107/A1,INFINITY
g152540__5107/A2,INFINITY
g152540__5107/B1,INFINITY
g152540__5107/B2,INFINITY
g152540__5107/Y,INFINITY
g152544__4319/A1,INFINITY
g152544__4319/A2,INFINITY
g152544__4319/B1,INFINITY
g152544__4319/B2,INFINITY
g152544__4319/Y,INFINITY
g152550__6783/A1,INFINITY
g152550__6783/A2,INFINITY
g152550__6783/B1,INFINITY
g152550__6783/B2,INFINITY
g152550__6783/Y,INFINITY
g152554__1617/A1,INFINITY
g152554__1617/A2,INFINITY
g152554__1617/B1,INFINITY
g152554__1617/B2,INFINITY
g152554__1617/Y,INFINITY
g152556__2802/A1,INFINITY
g152556__2802/A2,INFINITY
g152556__2802/B1,INFINITY
g152556__2802/B2,INFINITY
g152556__2802/Y,INFINITY
g152558__1705/A1,INFINITY
g152558__1705/A2,INFINITY
g152558__1705/B1,INFINITY
g152558__1705/B2,INFINITY
g152558__1705/Y,INFINITY
g152560__5122/A1,INFINITY
g152560__5122/A2,INFINITY
g152560__5122/B1,INFINITY
g152560__5122/B2,INFINITY
g152560__5122/Y,INFINITY
g152562__8246/A1,INFINITY
g152562__8246/A2,INFINITY
g152562__8246/B1,INFINITY
g152562__8246/B2,INFINITY
g152562__8246/Y,INFINITY
g152572__7482/A1,INFINITY
g152572__7482/A2,INFINITY
g152572__7482/B1,INFINITY
g152572__7482/B2,INFINITY
g152572__7482/Y,INFINITY
g152580__9945/A1,INFINITY
g152580__9945/A2,INFINITY
g152580__9945/B1,INFINITY
g152580__9945/B2,INFINITY
g152580__9945/Y,INFINITY
g152606__6783/A1,INFINITY
g152606__6783/A2,INFINITY
g152606__6783/B1,INFINITY
g152606__6783/B2,INFINITY
g152606__6783/Y,INFINITY
g152608__3680/A1,INFINITY
g152608__3680/A2,INFINITY
g152608__3680/B1,INFINITY
g152608__3680/B2,INFINITY
g152608__3680/Y,INFINITY
g152610__1617/A1,INFINITY
g152610__1617/A2,INFINITY
g152610__1617/B1,INFINITY
g152610__1617/B2,INFINITY
g152610__1617/Y,INFINITY
g152614__1705/A1,INFINITY
g152614__1705/A2,INFINITY
g152614__1705/B1,INFINITY
g152614__1705/B2,INFINITY
g152614__1705/Y,INFINITY
g152815__4733/A1,INFINITY
g152815__4733/A2,INFINITY
g152815__4733/B1,INFINITY
g152815__4733/B2,INFINITY
g152815__4733/Y,INFINITY
g152816__6161/A1,INFINITY
g152816__6161/A2,INFINITY
g152816__6161/B1,INFINITY
g152816__6161/B2,INFINITY
g152816__6161/Y,INFINITY
g152824__2883/A1,INFINITY
g152824__2883/A2,INFINITY
g152824__2883/B1,INFINITY
g152824__2883/B2,INFINITY
g152824__2883/Y,INFINITY
g152826__1666/A1,INFINITY
g152826__1666/A2,INFINITY
g152826__1666/B1,INFINITY
g152826__1666/B2,INFINITY
g152826__1666/Y,INFINITY
g152835__2398/A1,INFINITY
g152835__2398/A2,INFINITY
g152835__2398/B1,INFINITY
g152835__2398/B2,INFINITY
g152835__2398/Y,INFINITY
g152836__5107/A1,INFINITY
g152836__5107/A2,INFINITY
g152836__5107/B1,INFINITY
g152836__5107/B2,INFINITY
g152836__5107/Y,INFINITY
g152844__8428/A1,INFINITY
g152844__8428/A2,INFINITY
g152844__8428/B1,INFINITY
g152844__8428/B2,INFINITY
g152844__8428/Y,INFINITY
u1_sr_reg[17]/D,INFINITY
u1_sr_reg[17]/CLK,INFINITY
u1_sr_reg[17]/QN,INFINITY
g152859__2802/A1,INFINITY
g152859__2802/A2,INFINITY
g152859__2802/B1,INFINITY
g152859__2802/B2,INFINITY
g152859__2802/Y,INFINITY
g152857__5122/A1,INFINITY
g152857__5122/A2,INFINITY
g152857__5122/B1,INFINITY
g152857__5122/B2,INFINITY
g152857__5122/Y,INFINITY
g152866__7098/A1,INFINITY
g152866__7098/A2,INFINITY
g152866__7098/B1,INFINITY
g152866__7098/B2,INFINITY
g152866__7098/Y,INFINITY
g152867__6131/A1,INFINITY
g152867__6131/A2,INFINITY
g152867__6131/B1,INFINITY
g152867__6131/B2,INFINITY
g152833__5477/B2,INFINITY
g152833__5477/Y,INFINITY
u1_sr_reg[18]/D,INFINITY
u1_sr_reg[18]/CLK,INFINITY
u1_sr_reg[18]/QN,INFINITY
g152843__4319/A1,INFINITY
g152843__4319/A2,INFINITY
g152843__4319/B1,INFINITY
g152843__4319/B2,INFINITY
g152843__4319/Y,INFINITY
g152845__5526/A1,INFINITY
g152845__5526/A2,INFINITY
g152845__5526/B1,INFINITY
g152845__5526/B2,INFINITY
g152845__5526/Y,INFINITY
g152846__6783/A1,INFINITY
g152846__6783/A2,INFINITY
g152846__6783/B1,INFINITY
g152846__6783/B2,INFINITY
g152846__6783/Y,INFINITY
g152855__3680/A1,INFINITY
g152855__3680/A2,INFINITY
g152855__3680/B1,INFINITY
g152855__3680/B2,INFINITY
g152855__3680/Y,INFINITY
g152856__1617/A1,INFINITY
g152856__1617/A2,INFINITY
g152856__1617/B1,INFINITY
g152856__1617/B2,INFINITY
g152856__1617/Y,INFINITY
g152858__1705/A1,INFINITY
g152858__1705/A2,INFINITY
g152858__1705/B1,INFINITY
g152858__1705/B2,INFINITY
g152858__1705/Y,INFINITY
u1_sr_reg[16]/D,INFINITY
u1_sr_reg[16]/CLK,INFINITY
u1_sr_reg[16]/QN,INFINITY
g152869__1881/A1,INFINITY
g152869__1881/A2,INFINITY
g152869__1881/B1,INFINITY
g152869__1881/B2,INFINITY
g152869__1881/Y,INFINITY
u1_sr_reg[15]/D,INFINITY
u1_sr_reg[15]/CLK,INFINITY
u1_sr_reg[15]/QN,INFINITY
g152877__7482/A1,INFINITY
g152877__7482/A2,INFINITY
g152877__7482/B1,INFINITY
g152877__7482/B2,INFINITY
g152877__7482/Y,INFINITY
g152879__6161/A1,INFINITY
g152879__6161/A2,INFINITY
g152879__6161/B1,INFINITY
g152879__6161/B2,INFINITY
g152879__6161/Y,INFINITY
g152961__2346/A1,INFINITY
g152961__2346/A2,INFINITY
g152961__2346/B1,INFINITY
g152961__2346/B2,INFINITY
g152961__2346/Y,INFINITY
g152962__1666/A1,INFINITY
g152962__1666/A2,INFINITY
g152962__1666/B1,INFINITY
g152962__1666/B2,INFINITY
g152962__1666/Y,INFINITY
g152964__6417/A1,INFINITY
g152964__6417/A2,INFINITY
g152964__6417/B1,INFINITY
g152964__6417/B2,INFINITY
g152964__6417/Y,INFINITY
u1_sr_reg[13]/D,INFINITY
u1_sr_reg[13]/CLK,INFINITY
u1_sr_reg[13]/QN,INFINITY
g153339__5477/A1,INFINITY
g153339__5477/A2,INFINITY
g153339__5477/B1,INFINITY
g153339__5477/B2,INFINITY
g153339__5477/Y,INFINITY
u1_sr_reg[12]/D,INFINITY
u1_sr_reg[12]/CLK,INFINITY
u1_sr_reg[12]/QN,INFINITY
g153401__4319/A1,INFINITY
g153401__4319/A2,INFINITY
g153401__4319/B1,INFINITY
g153401__4319/B2,INFINITY
g153401__4319/Y,INFINITY
g153341__8428/A1,INFINITY
g153341__8428/A2,INFINITY
g153341__8428/B1,INFINITY
g153341__8428/B2,INFINITY
g153341__8428/Y,INFINITY
g153589__6783/A1,INFINITY
g153589__6783/A2,INFINITY
g153589__6783/B1,INFINITY
g153589__6783/B2,INFINITY
g153589__6783/Y,INFINITY
g153875__1705/A1,INFINITY
g153875__1705/A2,INFINITY
g153875__1705/B1,INFINITY
g153875__1705/B2,INFINITY
g153875__1705/Y,INFINITY
g153995__7098/A1,INFINITY
g153995__7098/A2,INFINITY
g153995__7098/B1,INFINITY
g153995__7098/B2,INFINITY
g153995__7098/Y,INFINITY
u1_sr_reg[10]/D,INFINITY
u1_sr_reg[10]/CLK,INFINITY
u1_sr_reg[10]/QN,INFINITY
g154129__5115/A1,INFINITY
g154129__5115/A2,INFINITY
g154129__5115/B1,INFINITY
g154129__5115/B2,INFINITY
g154129__5115/Y,INFINITY
g154395__7482/A1,INFINITY
g154395__7482/A2,INFINITY
g154395__7482/B1,INFINITY
g154395__7482/B2,INFINITY
g154395__7482/Y,INFINITY
g154396__4733/A1,INFINITY
g154396__4733/A2,INFINITY
g154396__4733/B1,INFINITY
g154396__4733/B2,INFINITY
g154396__4733/Y,INFINITY
g154400__9315/A1,INFINITY
g154400__9315/A2,INFINITY
g154400__9315/B1,INFINITY
g152867__6131/Y,INFINITY
g152870__5115/A1,INFINITY
g152870__5115/A2,INFINITY
g152870__5115/B1,INFINITY
g152870__5115/B2,INFINITY
g152870__5115/Y,INFINITY
u1_sr_reg[14]/D,INFINITY
u1_sr_reg[14]/CLK,INFINITY
u1_sr_reg[14]/QN,INFINITY
g152878__4733/A1,INFINITY
g152878__4733/A2,INFINITY
g152878__4733/B1,INFINITY
g152878__4733/B2,INFINITY
g152878__4733/Y,INFINITY
g152880__9315/A1,INFINITY
g152880__9315/A2,INFINITY
g152880__9315/B1,INFINITY
g152880__9315/B2,INFINITY
g152880__9315/Y,INFINITY
g152960__2883/A1,INFINITY
g152960__2883/A2,INFINITY
g152960__2883/B1,INFINITY
g152960__2883/B2,INFINITY
g152960__2883/Y,INFINITY
g152963__7410/A1,INFINITY
g152963__7410/A2,INFINITY
g152963__7410/B1,INFINITY
g152963__7410/B2,INFINITY
g152963__7410/Y,INFINITY
g153340__5107/A1,INFINITY
g153340__5107/A2,INFINITY
g153340__5107/B1,INFINITY
g153340__5107/B2,INFINITY
g153340__5107/Y,INFINITY
g153402__6260/A1,INFINITY
g153402__6260/A2,INFINITY
g153402__6260/B1,INFINITY
g153402__6260/B2,INFINITY
g153402__6260/Y,INFINITY
g153403__5526/A1,INFINITY
g153403__5526/A2,INFINITY
g153403__5526/B1,INFINITY
g153403__5526/B2,INFINITY
g153403__5526/Y,INFINITY
g153590__3680/A1,INFINITY
g153590__3680/A2,INFINITY
g153590__3680/B1,INFINITY
g153590__3680/B2,INFINITY
g153590__3680/Y,INFINITY
g153877__1617/A1,INFINITY
g153877__1617/A2,INFINITY
g153877__1617/B1,INFINITY
g153877__1617/B2,INFINITY
g153877__1617/Y,INFINITY
g153876__2802/A1,INFINITY
g153876__2802/A2,INFINITY
g153876__2802/B1,INFINITY
g153876__2802/B2,INFINITY
g153876__2802/Y,INFINITY
u1_sr_reg[11]/D,INFINITY
u1_sr_reg[11]/CLK,INFINITY
u1_sr_reg[11]/QN,INFINITY
g153994__8246/A1,INFINITY
g153994__8246/A2,INFINITY
g153994__8246/B1,INFINITY
g153994__8246/B2,INFINITY
g153994__8246/Y,INFINITY
g154127__6131/A1,INFINITY
g154127__6131/A2,INFINITY
g154127__6131/B1,INFINITY
g154127__6131/B2,INFINITY
g154127__6131/Y,INFINITY
g154128__1881/A1,INFINITY
g154128__1881/A2,INFINITY
g154128__1881/B1,INFINITY
g154128__1881/B2,INFINITY
g154128__1881/Y,INFINITY
g154401__6161/A1,INFINITY
g154401__6161/A2,INFINITY
g154401__6161/B1,INFINITY
g154401__6161/B2,INFINITY
g154401__6161/Y,INFINITY
g154838__6417/A1,INFINITY
g154838__6417/A2,INFINITY
g154838__6417/B1,INFINITY
g154838__6417/B2,INFINITY
g154838__6417/Y,INFINITY
g154840__2398/A1,INFINITY
g154840__2398/A2,INFINITY
g154840__2398/B1,INFINITY
g154840__2398/B2,INFINITY
g154840__2398/Y,INFINITY
g154858__6260/A1,INFINITY
g154858__6260/A2,INFINITY
g154858__6260/B1,INFINITY
g154858__6260/B2,INFINITY
g154858__6260/Y,INFINITY
g155578__2346/A1,INFINITY
g155578__2346/A2,INFINITY
g155578__2346/B1,INFINITY
g155578__2346/B2,INFINITY
g155578__2346/Y,INFINITY
g155581__1666/A1,INFINITY
g155581__1666/A2,INFINITY
g155581__1666/B1,INFINITY
g155581__1666/B2,INFINITY
g155581__1666/Y,INFINITY
g155592__5477/A1,INFINITY
g155592__5477/A2,INFINITY
g155592__5477/B1,INFINITY
g155592__5477/B2,INFINITY
g155592__5477/Y,INFINITY
g156115__1881/A1,INFINITY
g156115__1881/A2,INFINITY
g156115__1881/B1,INFINITY
g156115__1881/B2,INFINITY
g156115__1881/Y,INFINITY
g155579/A1,INFINITY
g155579/A2,INFINITY
g155579/B1,INFINITY
g155579/B2,INFINITY
g155579/Y,INFINITY
g155583/B1,INFINITY
g157158/A1,INFINITY
g157158/A2,INFINITY
g157158/B1,INFINITY
g157158/B2,INFINITY
g157158/Y,INFINITY
g154400__9315/B2,INFINITY
g154400__9315/Y,INFINITY
g154399__9945/A1,INFINITY
g154399__9945/A2,INFINITY
g154399__9945/B1,INFINITY
g154399__9945/B2,INFINITY
g154399__9945/Y,INFINITY
u1_sr_reg[9]/D,INFINITY
u1_sr_reg[9]/CLK,INFINITY
u1_sr_reg[9]/QN,INFINITY
g154839__5477/A1,INFINITY
g154839__5477/A2,INFINITY
g154839__5477/B1,INFINITY
g154839__5477/B2,INFINITY
g154839__5477/Y,INFINITY
g154857__5107/A1,INFINITY
g154857__5107/A2,INFINITY
g154857__5107/B1,INFINITY
g154857__5107/B2,INFINITY
g154857__5107/Y,INFINITY
g175618/A1,INFINITY
u1_sr_reg[8]/D,INFINITY
u1_sr_reg[8]/CLK,INFINITY
u1_sr_reg[8]/QN,INFINITY
u1_sr_reg[7]/D,INFINITY
u1_sr_reg[7]/CLK,INFINITY
u1_sr_reg[7]/QN,INFINITY
g155582__7410/A1,INFINITY
g155582__7410/A2,INFINITY
g155582__7410/B1,INFINITY
g155582__7410/B2,INFINITY
g155582__7410/Y,INFINITY
g155589__6417/A1,INFINITY
g155589__6417/A2,INFINITY
g155589__6417/B1,INFINITY
g155589__6417/B2,INFINITY
g155589__6417/Y,INFINITY
g156116__5115/A1,INFINITY
g156116__5115/A2,INFINITY
g156116__5115/B1,INFINITY
g156116__5115/B2,INFINITY
g156116__5115/Y,INFINITY
g156114/A1,INFINITY
g156114/A2,INFINITY
g156114/B1,INFINITY
g156114/B2,INFINITY
g156114/Y,INFINITY
u1_sr_reg[6]/D,INFINITY
u1_sr_reg[6]/CLK,INFINITY
u1_sr_reg[6]/QN,INFINITY
g155590/A1,INFINITY
g155590/A2,INFINITY
g155590/B1,INFINITY
g155590/B2,INFINITY
g155590/Y,INFINITY
g156723/A1,INFINITY
g156723/A2,INFINITY
g156723/B1,INFINITY
g156723/B2,INFINITY
g156723/Y,INFINITY
g156724/A1,INFINITY
g156724/A2,INFINITY
g156724/B1,INFINITY
g156724/B2,INFINITY
g156724/Y,INFINITY
g155584/A1,INFINITY
g155584/A2,INFINITY
g155584/B1,INFINITY
g155584/B2,INFINITY
g155584/Y,INFINITY
g155591/A1,INFINITY
g155591/A2,INFINITY
g155591/B1,INFINITY
g155591/B2,INFINITY
g155591/Y,INFINITY
u1_sr_reg[5]/D,INFINITY
u1_sr_reg[5]/CLK,INFINITY
u1_sr_reg[5]/QN,INFINITY
g156722/A1,INFINITY
g156722/A2,INFINITY
g156722/B1,INFINITY
g156722/B2,INFINITY
g156722/Y,INFINITY
g155585/A1,INFINITY
g155585/A2,INFINITY
g155585/B1,INFINITY
g155585/B2,INFINITY
g155585/Y,INFINITY
u1_sr_reg[4]/D,INFINITY
u1_sr_reg[4]/CLK,INFINITY
u1_sr_reg[4]/QN,INFINITY
u23_int_set_reg[1]/RESETN,INFINITY
g156721/A1,INFINITY
g156721/A2,INFINITY
g156721/B1,INFINITY
g156721/B2,INFINITY
g156721/Y,INFINITY
g157157/A1,INFINITY
g157157/A2,INFINITY
g157157/B1,INFINITY
g157157/B2,INFINITY
g157157/Y,INFINITY
g155587/A1,INFINITY
g155587/A2,INFINITY
g155587/B1,INFINITY
g155587/B2,INFINITY
g155587/Y,INFINITY
u1_sr_reg[3]/D,INFINITY
u1_sr_reg[3]/CLK,INFINITY
u1_sr_reg[3]/QN,INFINITY
in_valid_s1_reg[2]/D,INFINITY
g157156/A1,INFINITY
g157156/A2,INFINITY
g157156/B1,INFINITY
g157156/B2,INFINITY
g157156/Y,INFINITY
in_valid_s1_reg[1]/D,INFINITY
