"from_pin.full_name","to_pin.full_name",delay_max_rise,delay_max_fall,"variation_delay_max_rise.mean","variation_delay_max_rise.std_dev","variation_delay_max_fall.mean","variation_delay_max_fall.std_dev"
g169184/Y,g170366/A,0.033121,0.032650,0.033121,UNINIT,0.032650,UNINIT
g172475/Y,u8_mem_reg[3][5]/D,0.037396,0.037218,0.037396,UNINIT,0.037218,UNINIT
g170366/Y,g157567/B,0.066469,0.066477,0.066469,UNINIT,0.066477,UNINIT
g170366/Y,g157643/B,0.066469,0.066477,0.066469,UNINIT,0.066477,UNINIT
g170366/Y,g157752/A,0.066469,0.066477,0.066469,UNINIT,0.066477,UNINIT
g157567/Y,g157103/D,0.010659,0.010552,0.010659,UNINIT,0.010552,UNINIT
g157643/Y,g156929/C,0.027139,0.027059,0.027139,UNINIT,0.027059,UNINIT
g157643/Y,g154353__4733/A2,0.027139,0.027059,0.027139,UNINIT,0.027059,UNINIT
g157752/Y,g154355__9315/B,0.022859,0.022724,0.022859,UNINIT,0.022724,UNINIT
g157103/Y,g153656__5122/A1,0.023667,0.023746,0.023667,UNINIT,0.023746,UNINIT
g156929/Y,g153594__219232/B2,0.050047,0.049943,0.050047,UNINIT,0.049943,UNINIT
g154355__9315/Y,g153592__219228/C,0.030886,0.031017,0.030886,UNINIT,0.031017,UNINIT
g153656__5122/Y,u8_dout_reg[9]/D,0.034322,0.034219,0.034322,UNINIT,0.034219,UNINIT
u5_mem_reg[1][2]/QN,g205397/A2,0.056413,0.056388,0.056413,UNINIT,0.056388,UNINIT
u5_mem_reg[1][2]/QN,g165467/B1,0.056413,0.056388,0.056413,UNINIT,0.056388,UNINIT
g205397/Y,g193968/A,0.027925,0.027590,0.027925,UNINIT,0.027590,UNINIT
g205397/Y,g188211/A,0.027925,0.027590,0.027925,UNINIT,0.027590,UNINIT
g165467/Y,u5_mem_reg[1][2]/D,0.014148,0.014105,0.014148,UNINIT,0.014105,UNINIT
g193968/Y,g193966/A2,0.058148,0.058061,0.058148,UNINIT,0.058061,UNINIT
g193968/Y,g183923/B,0.058148,0.058061,0.058148,UNINIT,0.058061,UNINIT
g188211/Y,g213707/B1,0.029305,0.029386,0.029305,UNINIT,0.029386,UNINIT
g193966/Y,g1809/B2,0.048253,0.048265,0.048253,UNINIT,0.048265,UNINIT
g183923/Y,g202325/A2,0.021633,0.021620,0.021633,UNINIT,0.021620,UNINIT
g213707/Y,u5_dout_reg[2]/D,0.041880,0.041765,0.041880,UNINIT,0.041765,UNINIT
g1809/Y,u5_dout_reg[6]/D,0.023254,0.023183,0.023254,UNINIT,0.023183,UNINIT
g202325/Y,u5_dout_reg[4]/D,0.044763,0.044648,0.044763,UNINIT,0.044648,UNINIT
u7_mem_reg[3][15]/QN,g155742/B1,0.098119,0.098010,0.098119,UNINIT,0.098010,UNINIT
u7_mem_reg[3][15]/QN,g200832/B1,0.098119,0.098010,0.098119,UNINIT,0.098010,UNINIT
g155742/Y,u7_mem_reg[3][15]/D,0.036286,0.036178,0.036286,UNINIT,0.036178,UNINIT
g200832/Y,g192438/B,0.051466,0.051468,0.051466,UNINIT,0.051468,UNINIT
g192438/Y,g192437/A,0.114755,0.114324,0.114755,UNINIT,0.114324,UNINIT
g192438/Y,g176220/A,0.114755,0.114324,0.114755,UNINIT,0.114324,UNINIT
g192438/Y,g180565/A,0.114755,0.114324,0.114755,UNINIT,0.114324,UNINIT
g192437/Y,g154345__5107/A2,0.042280,0.042285,0.042280,UNINIT,0.042285,UNINIT
g192437/Y,g154117__8246/A1,0.042280,0.042285,0.042280,UNINIT,0.042285,UNINIT
g176220/Y,g176219/A,0.049029,0.049033,0.049029,UNINIT,0.049033,UNINIT
g180565/Y,g180564/B,0.021027,0.020857,0.021027,UNINIT,0.020857,UNINIT
g154345__5107/Y,g176218/C,0.039667,0.039812,0.039667,UNINIT,0.039812,UNINIT
g154117__8246/Y,g210505/C,0.026653,0.026664,0.026653,UNINIT,0.026664,UNINIT
g176219/Y,g176218/A1,0.056269,0.056505,0.056269,UNINIT,0.056505,UNINIT
g176218/Y,u7_dout_reg[15]/D,0.014815,0.014770,0.014815,UNINIT,0.014770,UNINIT
g210505/Y,u7_dout_reg[17]/D,0.022487,0.022418,0.022487,UNINIT,0.022418,UNINIT
u7_mem_reg[3][9]/QN,g155736/B1,0.039327,0.039153,0.039327,UNINIT,0.039153,UNINIT
u7_mem_reg[3][9]/QN,g173772/B1,0.039327,0.039153,0.039327,UNINIT,0.039153,UNINIT
g155736/Y,u7_mem_reg[3][9]/D,0.045374,0.045249,0.045374,UNINIT,0.045249,UNINIT
g173772/Y,g157948/A,0.052732,0.052376,0.052732,UNINIT,0.052376,UNINIT
g157948/Y,g204759/B1,0.101269,0.101209,0.101269,UNINIT,0.101209,UNINIT
g157948/Y,g157656/B,0.101269,0.101209,0.101269,UNINIT,0.101209,UNINIT
g157948/Y,g170098/A,0.101269,0.101209,0.101269,UNINIT,0.101209,UNINIT
g204759/Y,g196989/B,0.033538,0.033554,0.033538,UNINIT,0.033554,UNINIT
g157656/Y,g154109__6161/A2,0.037205,0.037196,0.037205,UNINIT,0.037196,UNINIT
g157656/Y,g157078/C,0.037205,0.037196,0.037205,UNINIT,0.037196,UNINIT
g170098/Y,g154112__9945/A1,0.029367,0.029582,0.029367,UNINIT,0.029582,UNINIT
g196989/Y,g153648__196988/A2,0.013365,0.013357,0.013365,UNINIT,0.013357,UNINIT
g154109__6161/Y,g153644__2346/B,0.022468,0.022457,0.022468,UNINIT,0.022457,UNINIT
g157078/Y,g153644__2346/A1,0.035302,0.035417,0.035302,UNINIT,0.035417,UNINIT
g154112__9945/Y,g153646__9945/B,0.023899,0.023887,0.023899,UNINIT,0.023887,UNINIT
g153648__196988/Y,u7_dout_reg[13]/D,0.023813,0.023747,0.023813,UNINIT,0.023747,UNINIT
g153644__2346/Y,u7_dout_reg[9]/D,0.015268,0.015222,0.015268,UNINIT,0.015222,UNINIT
g153646__9945/Y,u7_dout_reg[11]/D,0.034117,0.034022,0.034117,UNINIT,0.034022,UNINIT
u7_mem_reg[1][1]/QN,g200140/B1,0.054981,0.054956,0.054981,UNINIT,0.054956,UNINIT
u7_mem_reg[1][1]/QN,g205421/A2,0.054981,0.054956,0.054981,UNINIT,0.054956,UNINIT
g200140/Y,u7_mem_reg[1][1]/D,0.024329,0.024256,0.024329,UNINIT,0.024256,UNINIT
g205421/Y,g205419/B,0.040927,0.040929,0.040927,UNINIT,0.040929,UNINIT
g205419/Y,g205423/A,0.091958,0.091813,0.091958,UNINIT,0.091813,UNINIT
g205419/Y,g153830__205422/A2,0.091958,0.091813,0.091958,UNINIT,0.091813,UNINIT
g205419/Y,g153886__205418/A1,0.091958,0.091813,0.091958,UNINIT,0.091813,UNINIT
g205423/Y,g157028/C,0.047631,0.047438,0.047631,UNINIT,0.047438,UNINIT
g153830__205422/Y,u7_dout_reg[3]/D,0.014109,0.014067,0.014109,UNINIT,0.014067,UNINIT
g153886__205418/Y,u7_dout_reg[1]/D,0.023535,0.023416,0.023535,UNINIT,0.023416,UNINIT
g157028/Y,g153602__193161/B2,0.043775,0.043680,0.043775,UNINIT,0.043680,UNINIT
g153602__193161/Y,u7_dout_reg[5]/D,0.023710,0.023638,0.023710,UNINIT,0.023638,UNINIT
u7_mem_reg[1][3]/QN,g200170/B1,0.041531,0.041511,0.041531,UNINIT,0.041511,UNINIT
u7_mem_reg[1][3]/QN,g173769/A2,0.041531,0.041511,0.041531,UNINIT,0.041511,UNINIT
g200170/Y,u7_mem_reg[1][3]/D,0.037479,0.037372,0.037479,UNINIT,0.037372,UNINIT
g173769/Y,g188094/B,0.061860,0.061864,0.061860,UNINIT,0.061864,UNINIT
g188094/Y,g153830__205422/B1,0.143455,0.143444,0.143455,UNINIT,0.143444,UNINIT
g188094/Y,g157676/A,0.143455,0.143444,0.143455,UNINIT,0.143444,UNINIT
g157676/Y,g200197/A1,0.094363,0.094155,0.094363,UNINIT,0.094155,UNINIT
g157676/Y,g154341__1617/B,0.094363,0.094155,0.094363,UNINIT,0.094155,UNINIT
g200197/Y,g153600__193163/B1,0.041787,0.041758,0.041787,UNINIT,0.041758,UNINIT
g154341__1617/Y,g153602__193161/C,0.031816,0.031949,0.031816,UNINIT,0.031949,UNINIT
g153600__193163/Y,u7_dout_reg[7]/D,0.027367,0.027286,0.027367,UNINIT,0.027286,UNINIT
u7_mem_reg[1][5]/QN,g200146/A2,0.069261,0.069483,0.069261,UNINIT,0.069483,UNINIT
u7_mem_reg[1][5]/QN,g186861/A2,0.069261,0.069483,0.069261,UNINIT,0.069483,UNINIT
g200146/Y,u7_mem_reg[1][5]/D,0.038367,0.038255,0.038367,UNINIT,0.038255,UNINIT
g186861/Y,g186860/B,0.045093,0.045132,0.045093,UNINIT,0.045132,UNINIT
g186860/Y,g157028/A1,0.122612,0.122520,0.122612,UNINIT,0.122520,UNINIT
g186860/Y,g157078/A1,0.122612,0.122520,0.122612,UNINIT,0.122520,UNINIT
g186860/Y,g154341__1617/A2,0.122612,0.122520,0.122612,UNINIT,0.122520,UNINIT
g186860/Y,g154343__4319/B,0.122612,0.122520,0.122612,UNINIT,0.122520,UNINIT
g154343__4319/Y,g153600__193163/C,0.036825,0.036972,0.036825,UNINIT,0.036972,UNINIT
u7_mem_reg[3][1]/QN,g205421/B1,0.040612,0.040531,0.040612,UNINIT,0.040531,UNINIT
u7_mem_reg[3][1]/QN,g178809/B2,0.040612,0.040531,0.040612,UNINIT,0.040531,UNINIT
g178809/Y,u7_mem_reg[3][1]/D,0.022244,0.022176,0.022244,UNINIT,0.022176,UNINIT
u7_mem_reg[1][8]/QN,g200169/B1,0.036458,0.036382,0.036458,UNINIT,0.036382,UNINIT
u7_mem_reg[1][8]/QN,g173774/A1,0.036458,0.036382,0.036458,UNINIT,0.036382,UNINIT
g200169/Y,u7_mem_reg[1][8]/D,0.045725,0.045602,0.045725,UNINIT,0.045602,UNINIT
g173774/Y,g157906/A,0.018259,0.018105,0.018259,UNINIT,0.018105,UNINIT
g157906/Y,g157662/B,0.143502,0.143560,0.143502,UNINIT,0.143560,UNINIT
g157906/Y,g157688/A,0.143502,0.143560,0.143502,UNINIT,0.143560,UNINIT
g157662/Y,g154108__4733/A2,0.038087,0.038109,0.038087,UNINIT,0.038109,UNINIT
g157662/Y,g157084/B,0.038087,0.038109,0.038087,UNINIT,0.038109,UNINIT
g157688/Y,g154111__9315/A1,0.031288,0.031402,0.031288,UNINIT,0.031402,UNINIT
g157688/Y,g171873/A2,0.031288,0.031402,0.031288,UNINIT,0.031402,UNINIT
g154108__4733/Y,g153643__1666/B,0.027710,0.027697,0.027710,UNINIT,0.027697,UNINIT
g157084/Y,g153643__1666/A1,0.009268,0.009301,0.009268,UNINIT,0.009301,UNINIT
g154111__9315/Y,g153645__2883/B,0.026972,0.026959,0.026972,UNINIT,0.026959,UNINIT
g171873/Y,g171872/A2,0.046110,0.045904,0.046110,UNINIT,0.045904,UNINIT
g153643__1666/Y,u7_dout_reg[8]/D,0.019473,0.019416,0.019473,UNINIT,0.019416,UNINIT
g153645__2883/Y,u7_dout_reg[10]/D,0.019475,0.019418,0.019475,UNINIT,0.019418,UNINIT
g171872/Y,u7_dout_reg[12]/D,0.024849,0.024774,0.024849,UNINIT,0.024774,UNINIT
u7_mem_reg[1][10]/QN,g213867/B1,0.036001,0.035925,0.036001,UNINIT,0.035925,UNINIT
u7_mem_reg[1][10]/QN,g173773/A1,0.036001,0.035925,0.036001,UNINIT,0.035925,UNINIT
g213867/Y,u7_mem_reg[1][10]/D,0.030525,0.030440,0.030525,UNINIT,0.030440,UNINIT
g173773/Y,g157950/A,0.021688,0.021511,0.021688,UNINIT,0.021511,UNINIT
g157950/Y,g180433/A,0.117532,0.117584,0.117532,UNINIT,0.117584,UNINIT
g157950/Y,g157655/B,0.117532,0.117584,0.117532,UNINIT,0.117584,UNINIT
g180433/Y,g171749/A2,0.031642,0.031709,0.031642,UNINIT,0.031709,UNINIT
g180433/Y,g180431/A2,0.031642,0.031709,0.031642,UNINIT,0.031709,UNINIT
g157655/Y,g154111__9315/A2,0.050455,0.050443,0.050455,UNINIT,0.050443,UNINIT
g157655/Y,g157098/C,0.050455,0.050443,0.050455,UNINIT,0.050443,UNINIT
g171749/Y,g171748/A1,0.053072,0.053121,0.053072,UNINIT,0.053121,UNINIT
g180431/Y,g171872/C,0.035470,0.035486,0.035470,UNINIT,0.035486,UNINIT
g157098/Y,g153645__2883/A1,0.009066,0.009098,0.009066,UNINIT,0.009098,UNINIT
g171748/Y,u7_dout_reg[14]/D,0.041545,0.041428,0.041545,UNINIT,0.041428,UNINIT
u6_mem_reg[1][25]/QN,g223942/B2,0.054522,0.054381,0.054522,UNINIT,0.054381,UNINIT
u6_mem_reg[1][25]/QN,g224211/A1,0.054522,0.054381,0.054522,UNINIT,0.054381,UNINIT
g223942/Y,u6_mem_reg[1][25]/D,0.025033,0.024958,0.025033,UNINIT,0.024958,UNINIT
g224211/Y,g224631/C,0.056117,0.055676,0.056117,UNINIT,0.055676,UNINIT
g224631/Y,g224630/A1,0.034348,0.034508,0.034348,UNINIT,0.034508,UNINIT
g224630/Y,u6_dout_reg[13]/D,0.024581,0.024506,0.024581,UNINIT,0.024506,UNINIT
u6_mem_reg[1][27]/QN,g172285/A2,0.054960,0.054937,0.054960,UNINIT,0.054937,UNINIT
u6_mem_reg[1][27]/QN,g166128/B2,0.054960,0.054937,0.054960,UNINIT,0.054937,UNINIT
g172285/Y,g172284/C,0.072299,0.071743,0.072299,UNINIT,0.071743,UNINIT
g166128/Y,u6_mem_reg[1][27]/D,0.026062,0.025984,0.026062,UNINIT,0.025984,UNINIT
g172284/Y,g153639__182909/B2,0.045602,0.045778,0.045602,UNINIT,0.045778,UNINIT
g153639__182909/Y,u6_dout_reg[15]/D,0.049232,0.049106,0.049232,UNINIT,0.049106,UNINIT
u6_mem_reg[1][17]/QN,g224464/B1,0.050168,0.050069,0.050168,UNINIT,0.050069,UNINIT
u6_mem_reg[1][17]/QN,g169550/B2,0.050168,0.050069,0.050168,UNINIT,0.050069,UNINIT
g224464/Y,g216708/B,0.032134,0.032150,0.032134,UNINIT,0.032150,UNINIT
g169550/Y,u6_mem_reg[1][17]/D,0.020044,0.019981,0.020044,UNINIT,0.019981,UNINIT
g216708/Y,g216707/B,0.116636,0.116668,0.116636,UNINIT,0.116668,UNINIT
g216708/Y,g216711/A,0.116636,0.116668,0.116636,UNINIT,0.116668,UNINIT
g216707/Y,g194040/C,0.027500,0.027225,0.027500,UNINIT,0.027225,UNINIT
g216711/Y,g189101/A1,0.119010,0.118841,0.119010,UNINIT,0.118841,UNINIT
g216711/Y,g154337__7098/A2,0.119010,0.118841,0.119010,UNINIT,0.118841,UNINIT
g216711/Y,g154339__198418/A2,0.119010,0.118841,0.119010,UNINIT,0.118841,UNINIT
g194040/Y,g194039/A1,0.021149,0.021261,0.021149,UNINIT,0.021261,UNINIT
g189101/Y,g179298/A1,0.038248,0.038368,0.038248,UNINIT,0.038368,UNINIT
g154337__7098/Y,g194039/C,0.035848,0.035983,0.035848,UNINIT,0.035983,UNINIT
g154339__198418/Y,g198417/B,0.055360,0.055646,0.055360,UNINIT,0.055646,UNINIT
g194039/Y,u6_dout_reg[17]/D,0.035757,0.035658,0.035757,UNINIT,0.035658,UNINIT
g179298/Y,u6_dout_reg[5]/D,0.042409,0.042289,0.042409,UNINIT,0.042289,UNINIT
g198417/Y,u6_dout_reg[19]/D,0.041481,0.041365,0.041481,UNINIT,0.041365,UNINIT
u8_mem_reg[3][13]/QN,g172326/B1,0.069344,0.069479,0.069344,UNINIT,0.069479,UNINIT
u8_mem_reg[3][13]/QN,g169176/B2,0.069344,0.069479,0.069344,UNINIT,0.069479,UNINIT
g172326/Y,u8_mem_reg[3][13]/D,0.021511,0.021446,0.021511,UNINIT,0.021446,UNINIT
g169176/Y,g214470/A,0.049588,0.049013,0.049588,UNINIT,0.049013,UNINIT
g214470/Y,g157634/B,0.193209,0.193090,0.193209,UNINIT,0.193090,UNINIT
g214470/Y,FE_OFC544_n_67490/A,0.193209,0.193090,0.193209,UNINIT,0.193090,UNINIT
g214470/Y,g157285/A2,0.193209,0.193090,0.193209,UNINIT,0.193090,UNINIT
g157634/Y,g131/C,0.024003,0.023755,0.024003,UNINIT,0.023755,UNINIT
FE_OFC544_n_67490/Y,g154363__224660/B,0.042158,0.042115,0.042158,UNINIT,0.042115,UNINIT
FE_OFC544_n_67490/Y,g154361__6417/A2,0.042158,0.042115,0.042158,UNINIT,0.042115,UNINIT
g157285/Y,g105/B,0.026736,0.026521,0.026736,UNINIT,0.026521,UNINIT
g131/Y,g130/A1,0.031488,0.031637,0.031488,UNINIT,0.031637,UNINIT
g154363__224660/Y,g153845__200405/C,0.031369,0.031394,0.031369,UNINIT,0.031394,UNINIT
g154361__6417/Y,g130/C,0.032408,0.032533,0.032408,UNINIT,0.032533,UNINIT
g105/Y,g104/A1,0.062528,0.062798,0.062528,UNINIT,0.062798,UNINIT
g130/Y,u8_dout_reg[13]/D,0.026581,0.026502,0.026581,UNINIT,0.026502,UNINIT
g153845__200405/Y,u8_dout_reg[15]/D,0.015281,0.015235,0.015281,UNINIT,0.015235,UNINIT
g104/Y,u8_dout_reg[17]/D,0.043265,0.043144,0.043265,UNINIT,0.043144,UNINIT
u5_mem_reg[1][22]/QN,g213841/B1,0.061972,0.061712,0.061972,UNINIT,0.061712,UNINIT
u5_mem_reg[1][22]/QN,g212183/B1,0.061972,0.061712,0.061972,UNINIT,0.061712,UNINIT
g213841/Y,u5_mem_reg[1][22]/D,0.027746,0.027664,0.027746,UNINIT,0.027664,UNINIT
g212183/Y,g194438/C,0.105305,0.103953,0.105305,UNINIT,0.103953,UNINIT
g194438/Y,g194437/A2,0.045529,0.045663,0.045529,UNINIT,0.045663,UNINIT
g194437/Y,u5_dout_reg[10]/D,0.039263,0.039150,0.039263,UNINIT,0.039150,UNINIT
u5_mem_reg[1][9]/QN,g205410/B2,0.091880,0.092054,0.091880,UNINIT,0.092054,UNINIT
u5_mem_reg[1][9]/QN,g165582/B1,0.091880,0.092054,0.091880,UNINIT,0.092054,UNINIT
g205410/Y,g202383/A,0.097094,0.096046,0.097094,UNINIT,0.096046,UNINIT
g165582/Y,u5_mem_reg[1][9]/D,0.021458,0.021392,0.021458,UNINIT,0.021392,UNINIT
g202383/Y,g157479/B,0.205179,0.205530,0.205179,UNINIT,0.205530,UNINIT
g202383/Y,g202359/A1,0.205179,0.205530,0.205179,UNINIT,0.205530,UNINIT
g202383/Y,g157723/A,0.205179,0.205530,0.205179,UNINIT,0.205530,UNINIT
g157479/Y,g153998__189854/A2,0.095144,0.095186,0.095144,UNINIT,0.095186,UNINIT
g157479/Y,g77/B,0.095144,0.095186,0.095144,UNINIT,0.095186,UNINIT
g202359/Y,g157010/C,0.016934,0.016824,0.016934,UNINIT,0.016824,UNINIT
g157723/Y,g692/B,0.018168,0.018086,0.018168,UNINIT,0.018086,UNINIT
g153998__189854/Y,g76/B,0.109223,0.109187,0.109223,UNINIT,0.109187,UNINIT
g77/Y,g76/A1,0.010888,0.010927,0.010888,UNINIT,0.010927,UNINIT
g157010/Y,g164104/A1,0.016302,0.016384,0.016302,UNINIT,0.016384,UNINIT
g692/Y,g177081/B2,0.011440,0.011444,0.011440,UNINIT,0.011444,UNINIT
g76/Y,u5_dout_reg[9]/D,0.020790,0.020730,0.020790,UNINIT,0.020730,UNINIT
g164104/Y,u5_dout_reg[13]/D,0.019832,0.019775,0.019832,UNINIT,0.019775,UNINIT
g177081/Y,u5_dout_reg[11]/D,0.042993,0.042873,0.042993,UNINIT,0.042873,UNINIT
u3_mem_reg[1][14]/QN,g186121/A1,0.060680,0.060590,0.060680,UNINIT,0.060590,UNINIT
u3_mem_reg[1][14]/QN,g170362/A2,0.060680,0.060590,0.060680,UNINIT,0.060590,UNINIT
g186121/Y,g184610/B,0.112410,0.112478,0.112410,UNINIT,0.112478,UNINIT
g170362/Y,u3_mem_reg[1][14]/D,0.021949,0.021883,0.021949,UNINIT,0.021883,UNINIT
g184610/Y,fopt184619/A,0.312484,0.312961,0.312484,UNINIT,0.312961,UNINIT
g184610/Y,g63/B,0.312484,0.312961,0.312484,UNINIT,0.312961,UNINIT
g184610/Y,g64/B,0.312484,0.312961,0.312484,UNINIT,0.312961,UNINIT
fopt184619/Y,g154321__6260/A1,0.049540,0.049713,0.049540,UNINIT,0.049713,UNINIT
fopt184619/Y,g153996__4733/A1,0.049540,0.049713,0.049540,UNINIT,0.049713,UNINIT
g63/Y,g62/B,0.097721,0.096665,0.097721,UNINIT,0.096665,UNINIT
g64/Y,g157015/B,0.009522,0.009441,0.009522,UNINIT,0.009441,UNINIT
g154321__6260/Y,g184613/B,0.040019,0.040159,0.040019,UNINIT,0.040159,UNINIT
g153996__4733/Y,g153586__8428/B,0.021592,0.021581,0.021592,UNINIT,0.021581,UNINIT
g62/Y,g184613/A1,0.017673,0.017626,0.017673,UNINIT,0.017626,UNINIT
g157015/Y,g153584__6783/B2,0.054159,0.054363,0.054159,UNINIT,0.054363,UNINIT
g184613/Y,u3_dout_reg[14]/D,0.017482,0.017426,0.017482,UNINIT,0.017426,UNINIT
g153586__8428/Y,u3_dout_reg[16]/D,0.020760,0.020695,0.020760,UNINIT,0.020695,UNINIT
g153584__6783/Y,u3_dout_reg[18]/D,0.023768,0.023696,0.023768,UNINIT,0.023696,UNINIT
u6_mem_reg[1][9]/QN,g224476/A2,0.055657,0.055757,0.055657,UNINIT,0.055757,UNINIT
u6_mem_reg[1][9]/QN,g169546/B2,0.055657,0.055757,0.055657,UNINIT,0.055757,UNINIT
g224476/Y,g219093/A,0.042636,0.042049,0.042636,UNINIT,0.042049,UNINIT
g169546/Y,u6_mem_reg[1][9]/D,0.037953,0.037843,0.037953,UNINIT,0.037843,UNINIT
g219093/Y,g176676/A,0.126486,0.125997,0.126486,UNINIT,0.125997,UNINIT
g219093/Y,g188953/A,0.126486,0.125997,0.126486,UNINIT,0.125997,UNINIT
g219093/Y,g224209/A,0.126486,0.125997,0.126486,UNINIT,0.125997,UNINIT
g176676/Y,g154331__176675/B,0.028015,0.028064,0.028015,UNINIT,0.028064,UNINIT
g188953/Y,g187013/A2,0.027754,0.027698,0.027754,UNINIT,0.027698,UNINIT
g188953/Y,g188955/D,0.027754,0.027698,0.027754,UNINIT,0.027698,UNINIT
g224209/Y,g224631/A,0.019152,0.019154,0.019152,UNINIT,0.019154,UNINIT
g154331__176675/Y,g153635__188335/C,0.032872,0.032998,0.032872,UNINIT,0.032998,UNINIT
g187013/Y,g153633__188954/B,0.025991,0.025979,0.025991,UNINIT,0.025979,UNINIT
g188955/Y,g153633__188954/A1,0.037081,0.037199,0.037081,UNINIT,0.037199,UNINIT
g153635__188335/Y,u6_dout_reg[11]/D,0.011243,0.011208,0.011243,UNINIT,0.011208,UNINIT
g153633__188954/Y,u6_dout_reg[9]/D,0.041437,0.041328,0.041437,UNINIT,0.041328,UNINIT
u5_mem_reg[1][25]/QN,g160099/A,0.044894,0.044807,0.044894,UNINIT,0.044807,UNINIT
u5_mem_reg[1][25]/QN,g166075/B1,0.044894,0.044807,0.044894,UNINIT,0.044807,UNINIT
g160099/Y,g202360/A1,0.046356,0.046524,0.046356,UNINIT,0.046524,UNINIT
g166075/Y,u5_mem_reg[1][25]/D,0.030949,0.030861,0.030949,UNINIT,0.030861,UNINIT
g202360/Y,g202359/B,0.051493,0.051459,0.051493,UNINIT,0.051459,UNINIT
u3_mem_reg[1][22]/QN,g213850/A2,0.051776,0.051752,0.051776,UNINIT,0.051752,UNINIT
u3_mem_reg[1][22]/QN,g158189/B1,0.051776,0.051752,0.051776,UNINIT,0.051752,UNINIT
g213850/Y,u3_mem_reg[1][22]/D,0.033555,0.033463,0.033555,UNINIT,0.033463,UNINIT
g158189/Y,g197877/C,0.021480,0.021251,0.021480,UNINIT,0.021251,UNINIT
g197877/Y,g164113/A1,0.028498,0.028640,0.028498,UNINIT,0.028640,UNINIT
g164113/Y,u3_dout_reg[10]/D,0.010368,0.010335,0.010368,UNINIT,0.010335,UNINIT
u3_mem_reg[1][26]/QN,g170689/A2,0.054086,0.054180,0.054086,UNINIT,0.054180,UNINIT
u3_mem_reg[1][26]/QN,g158165/B1,0.054086,0.054180,0.054086,UNINIT,0.054180,UNINIT
g170689/Y,u3_mem_reg[1][26]/D,0.044891,0.044770,0.044891,UNINIT,0.044770,UNINIT
g158165/Y,g62/D,0.060812,0.059832,0.060812,UNINIT,0.059832,UNINIT
u7_mem_reg[1][13]/QN,g204762/B1,0.043254,0.043064,0.043254,UNINIT,0.043064,UNINIT
u7_mem_reg[1][13]/QN,g200165/B1,0.043254,0.043064,0.043254,UNINIT,0.043064,UNINIT
g204762/Y,g312/B,0.057590,0.057593,0.057590,UNINIT,0.057593,UNINIT
g200165/Y,u7_mem_reg[1][13]/D,0.040107,0.039995,0.040107,UNINIT,0.039995,UNINIT
g312/Y,g204759/A1,0.104065,0.103989,0.104065,UNINIT,0.103989,UNINIT
g312/Y,g204763/B,0.104065,0.103989,0.104065,UNINIT,0.103989,UNINIT
g312/Y,g204765/A,0.104065,0.103989,0.104065,UNINIT,0.103989,UNINIT
g312/Y,g212358/A1,0.104065,0.103989,0.104065,UNINIT,0.103989,UNINIT
